label,case,toy,critic_model_path,model_path,train_seeds,eval_seeds,feature_count,feature_columns,target_column,target_quantile,target_scale,output_floor,output_ceiling,train_n,eval_n,train_target_mean,eval_target_mean,train_weight_mean,eval_weight_mean,eval_mse,eval_target_correlation,final_loss
toy24_basin_replay_weight_scorer_q99_quick,toy2_basin_replay_weight_scorer,toy2,experiments/results/basin_critic/toy24_basin_phase_critic_candidate_context_quick/toy24_basin_phase_critic_candidate_context_quick_toy2_basin_phase_critic_candidate_context_model.npz,experiments/results/basin_critic/toy24_basin_replay_weight_scorer_q99_quick/toy24_basin_replay_weight_scorer_q99_quick_toy2_basin_replay_weight_scorer_model.npz,"1,2",3,18,"prototype_action1_advantage, learned_action1_advantage, learned_action_margin, learned_uncertainty, learned_abstain, prototype_learned_agreement, prototype_learned_disagreement, score_action0, score_action1, score_std_action0, score_std_action1, action_observed, policy_action_probability, phase_payoff_alignment, phase_action_rate, phase_policy_rate, phase_consensus, phase_payoff_stability",training_effective_advantage,0.99,0.45195613759390046,0.5,1.0,10000,5000,0.7637643183278237,0.762719131902384,0.7637609016204653,0.7629103432938005,0.0005835824561013677,0.8436287777946034,0.0022955399472266436
toy24_basin_replay_weight_scorer_q99_quick,toy4_basin_replay_weight_scorer,toy4,experiments/results/basin_critic/toy24_basin_phase_critic_candidate_context_quick/toy24_basin_phase_critic_candidate_context_quick_toy4_basin_phase_critic_candidate_context_model.npz,experiments/results/basin_critic/toy24_basin_replay_weight_scorer_q99_quick/toy24_basin_replay_weight_scorer_q99_quick_toy4_basin_replay_weight_scorer_model.npz,"1,2",3,18,"prototype_action1_advantage, learned_action1_advantage, learned_action_margin, learned_uncertainty, learned_abstain, prototype_learned_agreement, prototype_learned_disagreement, score_action0, score_action1, score_std_action0, score_std_action1, action_observed, policy_action_probability, phase_payoff_alignment, phase_action_rate, phase_policy_rate, phase_consensus, phase_payoff_stability",training_effective_advantage,0.99,0.1906636562928374,0.5,1.0,10000,5000,0.9928992480341556,0.992447399681446,0.979255823354908,0.9645360914545338,0.00997530460432316,0.939500278230563,0.011797166429460049
