label,case,toy,status,train_seeds,eval_seeds,label_mode,label_horizon,feature_count,feature_columns,train_n,train_positive_n,train_negative_n,eval_n,eval_positive_n,eval_negative_n,eval_auc,eval_average_precision,eval_accuracy,eval_brier,eval_log_loss,eval_pairwise_rank_accuracy,prototype_observed_auc,prototype_score_correlation,ensemble_size,abstention_margin_threshold,uncertainty_threshold,eval_candidate_margin_mean,eval_candidate_margin_abs_mean,eval_candidate_uncertainty_mean,eval_candidate_uncertainty_max,eval_action1_advantage_positive_rate,eval_abstention_rate,eval_non_abstain_rate,final_loss,reasons,model_path,predictions_path,summary_json_path
toy24_basin_phase_critic_pairwise_direction_quick,toy2_basin_phase_critic_pairwise_direction,toy2,pass,"1,2",3,prototype_direction,5,9,"candidate_action, policy_action_probability, candidate_action_delta, candidate_policy_delta, phase_payoff_alignment, candidate_phase_action_rate, candidate_phase_policy_rate, candidate_phase_consensus, phase_payoff_stability",19800,9900,9900,10000,5000,5000,0.9907999999999999,0.9807674564602122,0.9908,0.009743591307880875,0.06429641136160295,0.9908,0.5,0.0044644993438200525,5,0.005,0.05,0.9371716560542142,0.9371716560542142,0.004325129637673051,0.054219912609733675,1.0,0.0002,0.9998,0.15079909563064575,,experiments/results/basin_critic/toy24_basin_phase_critic_pairwise_direction_quick/toy24_basin_phase_critic_pairwise_direction_quick_toy2_basin_phase_critic_pairwise_direction_model.npz,experiments/results/basin_critic/toy24_basin_phase_critic_pairwise_direction_quick/toy24_basin_phase_critic_pairwise_direction_quick_toy2_basin_phase_critic_pairwise_direction_predictions.csv,experiments/results/basin_critic/toy24_basin_phase_critic_pairwise_direction_quick/toy24_basin_phase_critic_pairwise_direction_quick_toy2_basin_phase_critic_pairwise_direction_summary.json
toy24_basin_phase_critic_pairwise_direction_quick,toy4_basin_phase_critic_pairwise_direction,toy4,pass,"1,2",3,prototype_direction,5,9,"candidate_action, policy_action_probability, candidate_action_delta, candidate_policy_delta, phase_payoff_alignment, candidate_phase_action_rate, candidate_phase_policy_rate, candidate_phase_consensus, phase_payoff_stability",20000,10000,10000,10000,5000,5000,0.9576,0.9174934977563843,0.9576,0.04082398438205052,0.19693512800205995,0.9576,0.5,-0.001566139481808325,5,0.005,0.05,0.9731645144685134,0.9731645144685134,0.0030917034377939104,0.11013461982595728,1.0,0.0126,0.9874,0.0718650221824646,,experiments/results/basin_critic/toy24_basin_phase_critic_pairwise_direction_quick/toy24_basin_phase_critic_pairwise_direction_quick_toy4_basin_phase_critic_pairwise_direction_model.npz,experiments/results/basin_critic/toy24_basin_phase_critic_pairwise_direction_quick/toy24_basin_phase_critic_pairwise_direction_quick_toy4_basin_phase_critic_pairwise_direction_predictions.csv,experiments/results/basin_critic/toy24_basin_phase_critic_pairwise_direction_quick/toy24_basin_phase_critic_pairwise_direction_quick_toy4_basin_phase_critic_pairwise_direction_summary.json
