label,case,toy,status,train_seeds,eval_seeds,label_horizon,feature_count,feature_columns,train_n,train_positive_n,train_negative_n,eval_n,eval_positive_n,eval_negative_n,eval_auc,eval_average_precision,eval_accuracy,eval_brier,eval_log_loss,eval_pairwise_rank_accuracy,prototype_observed_auc,prototype_score_correlation,ensemble_size,abstention_margin_threshold,uncertainty_threshold,eval_candidate_margin_mean,eval_candidate_margin_abs_mean,eval_candidate_uncertainty_mean,eval_candidate_uncertainty_max,eval_action1_advantage_positive_rate,eval_abstention_rate,eval_non_abstain_rate,final_loss,reasons,model_path,predictions_path,summary_json_path
toy24_basin_phase_critic_candidate_context_quick,toy2_basin_phase_critic_candidate_context,toy2,pass,"1,2",3,5,9,"candidate_action, policy_action_probability, candidate_action_delta, candidate_policy_delta, phase_payoff_alignment, candidate_phase_action_rate, candidate_phase_policy_rate, candidate_phase_consensus, phase_payoff_stability",10000,8100,1900,5000,4200,800,0.9078035714285715,0.9839641966456661,0.9,0.11419482312572495,0.44402094986640495,0.9078035714285714,0.9255952380952381,0.5314645233134085,5,0.005,0.05,-0.006365500767295149,0.006365659564378368,0.030328098133300306,0.06608258854215761,0.0002,0.1814,0.8186,0.19221006333827972,,experiments/results/basin_critic/toy24_basin_phase_critic_candidate_context_quick/toy24_basin_phase_critic_candidate_context_quick_toy2_basin_phase_critic_candidate_context_model.npz,experiments/results/basin_critic/toy24_basin_phase_critic_candidate_context_quick/toy24_basin_phase_critic_candidate_context_quick_toy2_basin_phase_critic_candidate_context_predictions.csv,experiments/results/basin_critic/toy24_basin_phase_critic_candidate_context_quick/toy24_basin_phase_critic_candidate_context_quick_toy2_basin_phase_critic_candidate_context_summary.json
toy24_basin_phase_critic_candidate_context_quick,toy4_basin_phase_critic_candidate_context,toy4,pass,"1,2",3,5,9,"candidate_action, policy_action_probability, candidate_action_delta, candidate_policy_delta, phase_payoff_alignment, candidate_phase_action_rate, candidate_phase_policy_rate, candidate_phase_consensus, phase_payoff_stability",10000,8000,2000,5000,4200,800,0.9758645833333333,0.9954081240783006,0.9002,0.07288518625252838,0.26492377186964916,0.9758645833333334,0.9761904761904762,0.5354785547957674,5,0.005,0.05,0.012051065422552314,0.012051065422552314,0.01363436538129026,0.08010646276523666,1.0,0.1402,0.8598,0.13334856927394867,,experiments/results/basin_critic/toy24_basin_phase_critic_candidate_context_quick/toy24_basin_phase_critic_candidate_context_quick_toy4_basin_phase_critic_candidate_context_model.npz,experiments/results/basin_critic/toy24_basin_phase_critic_candidate_context_quick/toy24_basin_phase_critic_candidate_context_quick_toy4_basin_phase_critic_candidate_context_predictions.csv,experiments/results/basin_critic/toy24_basin_phase_critic_candidate_context_quick/toy24_basin_phase_critic_candidate_context_quick_toy4_basin_phase_critic_candidate_context_summary.json
