label,case,toy,status,train_seeds,eval_seeds,label_horizon,feature_count,train_n,train_positive_n,train_negative_n,eval_n,eval_positive_n,eval_negative_n,eval_auc,eval_average_precision,eval_accuracy,eval_brier,eval_log_loss,eval_pairwise_rank_accuracy,prototype_observed_auc,prototype_score_correlation,ensemble_size,abstention_margin_threshold,uncertainty_threshold,eval_candidate_margin_mean,eval_candidate_margin_abs_mean,eval_candidate_uncertainty_mean,eval_candidate_uncertainty_max,eval_action1_advantage_positive_rate,eval_abstention_rate,eval_non_abstain_rate,final_loss,reasons,model_path,predictions_path,summary_json_path
toy24_basin_phase_critic_quality_quick,toy2_basin_phase_critic,toy2,pass,"1,2",3,5,7,10000,8100,1900,5000,4200,800,0.9009363095238095,0.9829402212781683,0.9,0.11863668036211172,0.48601689456685127,0.9009363095238095,0.9255952380952381,0.5350652002005379,5,0.005,0.05,0.016517002329577674,0.016517002329577674,0.026025712127652968,0.052272370909949004,1.0,0.1732,0.8268,0.20937392115592957,,experiments/results/basin_critic/toy24_basin_phase_critic_quality_quick/toy24_basin_phase_critic_quality_quick_toy2_basin_phase_critic_model.npz,experiments/results/basin_critic/toy24_basin_phase_critic_quality_quick/toy24_basin_phase_critic_quality_quick_toy2_basin_phase_critic_predictions.csv,experiments/results/basin_critic/toy24_basin_phase_critic_quality_quick/toy24_basin_phase_critic_quality_quick_toy2_basin_phase_critic_summary.json
toy24_basin_phase_critic_quality_quick,toy4_basin_phase_critic,toy4,pass,"1,2",3,5,7,10000,8000,2000,5000,4200,800,0.9761904761904762,0.995461961091815,0.9,0.07261526581197526,0.26216486054998683,0.9761904761904762,0.9761904761904762,0.541173768598539,5,0.005,0.05,0.008361581236756777,0.008361581236756777,0.018490428731325254,0.14010739785775092,1.0,0.2006,0.7994,0.1338740885257721,,experiments/results/basin_critic/toy24_basin_phase_critic_quality_quick/toy24_basin_phase_critic_quality_quick_toy4_basin_phase_critic_model.npz,experiments/results/basin_critic/toy24_basin_phase_critic_quality_quick/toy24_basin_phase_critic_quality_quick_toy4_basin_phase_critic_predictions.csv,experiments/results/basin_critic/toy24_basin_phase_critic_quality_quick/toy24_basin_phase_critic_quality_quick_toy4_basin_phase_critic_summary.json
