label,case,toy,variant,group,run_count,complete_run_count,final_ceiling_hits,mean_time_to_ceiling,finite_pair_count,learned_abstention_rate_mean,learned_non_abstain_rate_mean,prototype_learned_sign_agreement_rate_mean,prototype_learned_sign_conflict_rate_mean,non_abstain_sign_agreement_rate_mean,non_abstain_sign_conflict_rate_mean,prototype_learned_advantage_correlation_mean,advantage_delta_abs_mean,learned_uncertainty_mean
toy24_basin_learned_diagnostic_quick,toy2_basin_learned_diagnostic,toy2,linear_welfare_heavy,baseline,3,0,3,23.666666666666668,0,,,,,,,,,
toy24_basin_learned_diagnostic_quick,toy2_basin_learned_diagnostic,toy2,mixed_objective_basin_escalate_credit_p3_min2_h1_learned_readonly,nabm,3,3,3,9.333333333333334,15000,0.1808,0.8192,0.9763333333333334,0.02366666666666667,0.992504628201251,0.007495371798749056,-0.2243784991801109,0.016408667970964384,0.027077798286478254
toy24_basin_learned_diagnostic_quick,toy4_basin_learned_diagnostic,toy4,linear_welfare_heavy,baseline,3,0,1,21.0,0,,,,,,,,,
toy24_basin_learned_diagnostic_quick,toy4_basin_learned_diagnostic,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_learned_readonly,nabm,3,3,3,11.666666666666666,15000,0.24619999999999997,0.7538,0.9776666666666666,0.022333333333333334,0.999666832729988,0.0003331672700120299,-0.04515589223432321,0.008226742662490636,0.01970175137663414
