label,case,toy,variant,group,run_count,complete_run_count,final_ceiling_hits,mean_time_to_ceiling,finite_pair_count,learned_abstention_rate_mean,learned_non_abstain_rate_mean,prototype_learned_sign_agreement_rate_mean,prototype_learned_sign_conflict_rate_mean,non_abstain_sign_agreement_rate_mean,non_abstain_sign_conflict_rate_mean,prototype_learned_advantage_correlation_mean,advantage_delta_abs_mean,learned_uncertainty_mean
toy24_basin_learned_credit_replay_quick,toy2_basin_learned_credit,toy2,linear_welfare_heavy,baseline,3,0,3,23.666666666666668,0,,,,,,,,,
toy24_basin_learned_credit_replay_quick,toy2_basin_learned_credit,toy2,mixed_objective_basin_escalate_credit_p3_min2_h1_learned_gated_prototype,nabm,3,3,3,9.333333333333334,15000,0.1808,0.8191999999999999,0.9825333333333334,0.01746666666666667,1.0,0.0,0.23483704808477635,0.0028555147066809407,0.02707630999995134
toy24_basin_learned_credit_replay_quick,toy2_basin_learned_credit,toy2,mixed_objective_basin_escalate_credit_p3_min2_h1_learned_gated_zero,diagnostic,3,3,3,9.333333333333334,15000,0.1808,0.8192,0.8192,0.1808,1.0,0.0,0.24570492961433968,0.0029096484630324296,0.02704334999530956
toy24_basin_learned_credit_replay_quick,toy2_basin_learned_credit,toy2,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,3,0,3,9.333333333333334,0,,,,,,,,,
toy24_basin_learned_credit_replay_quick,toy4_basin_learned_credit,toy4,linear_welfare_heavy,baseline,3,0,1,21.0,0,,,,,,,,,
toy24_basin_learned_credit_replay_quick,toy4_basin_learned_credit,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_learned_gated_prototype,nabm,3,3,3,11.666666666666666,15000,0.24619999999999997,0.7538,0.9779333333333332,0.02206666666666667,1.0,0.0,0.05819384280876313,0.002547080729168146,0.01970504145725955
toy24_basin_learned_credit_replay_quick,toy4_basin_learned_credit,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_learned_gated_zero,diagnostic,3,3,3,11.666666666666666,15000,0.25279999999999997,0.7472,0.7472,0.25279999999999997,1.0,0.0,0.008334360677283539,0.002508423005103104,0.020034697411583365
toy24_basin_learned_credit_replay_quick,toy4_basin_learned_credit,toy4,mixed_objective_basin_escalate_credit_p3_min2_h1_prototype,diagnostic,3,0,3,11.666666666666666,0,,,,,,,,,
