label,case,toy,status,train_seeds,eval_seeds,label_mode,label_horizon,feature_count,feature_columns,train_n,train_positive_n,train_negative_n,eval_n,eval_positive_n,eval_negative_n,eval_auc,eval_average_precision,eval_accuracy,eval_brier,eval_log_loss,eval_pairwise_rank_accuracy,prototype_observed_auc,prototype_score_correlation,ensemble_size,abstention_margin_threshold,uncertainty_threshold,eval_candidate_margin_mean,eval_candidate_margin_abs_mean,eval_candidate_uncertainty_mean,eval_candidate_uncertainty_max,eval_action1_advantage_positive_rate,eval_abstention_rate,eval_non_abstain_rate,final_loss,reasons,model_path,predictions_path,summary_json_path
toy24_basin_phase_critic_future_outcome_direction_quick,toy2_basin_phase_critic_future_outcome_direction,toy2,pass,"1,2",3,future_outcome_direction,5,9,"candidate_action, policy_action_probability, candidate_action_delta, candidate_policy_delta, phase_payoff_alignment, candidate_phase_action_rate, candidate_phase_policy_rate, candidate_phase_consensus, phase_payoff_stability",19800,9900,9900,10000,5000,5000,0.9586000000000001,0.8679598015970018,0.9586,0.03950985000237389,0.17330136758155873,0.9586,0.5,0.008399405828235165,5,0.005,0.05,0.9073706677295253,0.9073706677295253,0.003087084694664076,0.03845990242832162,1.0,0.0,1.0,0.2027018666267395,,experiments/results/basin_critic/toy24_basin_phase_critic_future_outcome_direction_quick/toy24_basin_phase_critic_future_outcome_direction_quick_toy2_basin_phase_critic_future_outcome_direction_model.npz,experiments/results/basin_critic/toy24_basin_phase_critic_future_outcome_direction_quick/toy24_basin_phase_critic_future_outcome_direction_quick_toy2_basin_phase_critic_future_outcome_direction_predictions.csv,experiments/results/basin_critic/toy24_basin_phase_critic_future_outcome_direction_quick/toy24_basin_phase_critic_future_outcome_direction_quick_toy2_basin_phase_critic_future_outcome_direction_summary.json
toy24_basin_phase_critic_future_outcome_direction_quick,toy4_basin_phase_critic_future_outcome_direction,toy4,pass,"1,2",3,future_outcome_direction,5,9,"candidate_action, policy_action_probability, candidate_action_delta, candidate_policy_delta, phase_payoff_alignment, candidate_phase_action_rate, candidate_phase_policy_rate, candidate_phase_consensus, phase_payoff_stability",20000,10000,10000,10000,5000,5000,0.9584,0.8661303255797812,0.9584,0.03945120476672673,0.17329746812598468,0.9584,0.5,0.0021555197504879637,5,0.005,0.05,0.918681483701982,0.918681483701982,0.004588752270226473,0.09220405377770362,1.0,0.0106,0.9894,0.18177123367786407,,experiments/results/basin_critic/toy24_basin_phase_critic_future_outcome_direction_quick/toy24_basin_phase_critic_future_outcome_direction_quick_toy4_basin_phase_critic_future_outcome_direction_model.npz,experiments/results/basin_critic/toy24_basin_phase_critic_future_outcome_direction_quick/toy24_basin_phase_critic_future_outcome_direction_quick_toy4_basin_phase_critic_future_outcome_direction_predictions.csv,experiments/results/basin_critic/toy24_basin_phase_critic_future_outcome_direction_quick/toy24_basin_phase_critic_future_outcome_direction_quick_toy4_basin_phase_critic_future_outcome_direction_summary.json
