label,case,toy,status,best_main_variant,best_baseline_variant,final_ceiling_hits,expected_seed_count,mean_time_to_ceiling,metric_mean,terminal_ceiling_rate_mean,issue_codes,notes
toy24_revision_operator_precommitment_peer_evidence_stability_quick,toy2_revision_operator_precommitment_peer_evidence_stability,toy2,pass,revision_operator_precommitment_peer_evidence_w1p0,reputation_imitation,10,10,9.5,3.0,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path"
toy24_revision_operator_precommitment_peer_evidence_stability_quick,toy4_revision_operator_precommitment_peer_evidence_stability,toy4,pass,revision_operator_precommitment_peer_evidence_w1p0,reputation_imitation,10,10,8.9,0.6,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path,toy24_late_flip_hazard"
