label,case,toy,primary_metric,direction,baseline_group,nabm_group,baseline_n,baseline_mean,baseline_std,baseline_ci95,nabm_n,nabm_mean,nabm_std,nabm_ci95,effect_n,effect_mean,effect_std,effect_ci95,positive_effect_favors,ceiling_metric,ceiling_value,ceiling_tolerance,baseline_final_ceiling_rate,nabm_final_ceiling_rate,baseline_ever_ceiling_rate,nabm_ever_ceiling_rate,baseline_time_to_ceiling_mean,nabm_time_to_ceiling_mean,time_to_ceiling_effect_mean,ceiling_outcome,nabm_status,neural_role,social_channels,reference_policies
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,final_mean_payoff,maximize,baseline,nabm,3,3.0,0.0,0.0,3,2.955666666666666,0.004645786621588806,0.005257202466880845,3,-0.04433333333333348,0.004645786621588806,0.005257202466880845,nabm,mean_payoff,3.0,0.001,1.0,0.9,1.0,0.9,13.166666666666666,16.77777777777778,-3.6111111111111125,baseline_more_final_ceiling_hits,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,final_mean_payoff,maximize,baseline,nabm,3,0.598,0.001732050807568879,0.001960000000000002,3,0.5698,0.006128621378417864,0.006935187957078065,3,-0.028199999999999965,0.007846018098373252,0.008878605295878446,nabm,mean_payoff,0.6,0.005,0.6666666666666666,0.6333333333333333,1.0,0.9,11.833333333333334,15.074074074074074,-3.2407407407407405,baseline_more_final_ceiling_hits,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
