label,case,toy,variant,group,seed,epoch,time_to_ceiling,final_within_ceiling,action_rate,mean_policy_action_probability_post_local,mean_policy_action_probability_post_social,policy_action_probability_post_social_gt_0p7_rate,domain_revision_advantage_mean,domain_revision_advantage_positive_rate,revision_pressure_proxy,revision_pressure_active,social_revision_pressure_proxy,policy_readiness_proxy,pressure_policy_gap,pressure_action_gap,realized_revision_rate,precommitment_rate,precommitment_mean_evidence,commitment_rate
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,2,46,3,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,2,47,3,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,2,48,3,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,2,49,3,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,2,50,3,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,0,2,True,0.47,0.47,0.47,0.47,,,,False,0.0,0.47,,,0.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,1,2,True,0.96,0.95,0.95,0.95,,,,False,0.0,0.95,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,2,2,True,1.0,0.99,0.99,0.99,,,,False,0.0,0.99,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,3,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,4,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,5,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,6,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,7,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,8,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,9,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,10,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,11,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,12,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,13,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,14,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,15,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,16,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,17,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,18,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,19,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,20,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,21,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,22,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,23,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,24,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,reputation_imitation,baseline,3,25,2,True,1.0,1.0,1.0,1.0,,,,False,0.0,1.0,,,1.0,0.0,0.0,0.0
