label,case,toy,variant,group,seed,time_to_ceiling,final_within_ceiling,ever_reached_ceiling,window_epoch_count,first_positive_training_advantage_epoch,first_local_policy_increase_epoch,first_social_nonnegative_epoch,first_action_rate_increase_epoch,early_effective_advantage_mean,early_effective_advantage_positive_rate,early_basin_action1_advantage_mean,early_basin_action1_advantage_positive_rate,early_training_effective_advantage_mean,early_training_effective_advantage_positive_rate,early_training_effective_advantage_abs_mean,early_policy_pre_to_local_delta_mean,early_policy_local_to_social_delta_mean,early_policy_social_to_action_gap_mean,early_action_rate_delta_mean,early_realized_revision_rate_mean,early_mean_local_loss,early_mean_social_loss,early_action_rate_mean,early_post_social_probability_mean,early_post_local_gt_0p5_rate_mean,early_post_local_gt_0p7_rate_mean,early_post_local_gt_0p9_rate_mean,early_post_local_dwell_0p4_0p6_rate_mean,early_post_social_gt_0p5_rate_mean,early_post_social_gt_0p7_rate_mean,early_post_social_gt_0p9_rate_mean,early_post_social_dwell_0p4_0p6_rate_mean,early_post_social_p10_mean,early_post_social_p50_mean,early_post_social_p90_mean,early_threshold_crossings_0p5_count_sum,early_threshold_crossings_0p7_count_sum,early_threshold_crossings_0p9_count_sum,early_threshold_crossings_0p5_rate_mean,early_threshold_crossings_0p7_rate_mean,early_threshold_crossings_0p9_rate_mean,early_action_flip_rate_mean,bottleneck_flags
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,basin_credit_w1p0_h1_prototype,nabm,1,,False,False,10,1,2,1,1,0.37499999999999994,1.0,0.00642942743068442,1.0,0.00642942743068442,1.0,0.00642942743068442,0.003814096122980093,0.005970012217760112,0.012110088616609583,0.009999999999999998,1.0,0.0,0.6820035838484764,0.55,0.5621100886166095,0.853,0.001,0.0,0.794,0.8859999999999999,0.0,0.0,0.771,0.5109457805752754,0.5639725744724273,0.6114002323150636,97.0,1.0,0.0,0.097,0.001,0.0,0.48200000000000004,no_final_ceiling_hit;ambivalence_dwell;slow_or_partial_commitment
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,basin_credit_w1p0_h1_prototype,nabm,2,,False,False,10,1,3,2,2,0.37499999999999994,1.0,-0.0038285295439257966,0.2,-0.0038285295439257966,0.2,0.006237805397017586,-0.0022428521215915654,-0.0030560803413391124,-0.0016009351313114096,-0.009000000000000003,1.0,0.0,0.6887513011097909,0.47400000000000003,0.4723990648686886,0.253,0.002,0.0,0.933,0.21200000000000002,0.001,0.0,0.9640000000000001,0.42528949856758114,0.4727219432592392,0.5196195390820504,180.0,2.0,0.0,0.18,0.002,0.0,0.5349999999999999,no_final_ceiling_hit;weak_or_missing_credit_signal;ambivalence_dwell;threshold_crossing_activity
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,basin_credit_w1p0_h1_prototype,nabm,3,,False,False,10,1,4,3,1,0.37499999999999994,1.0,-0.0009435097677191574,0.4,-0.0009435097677191574,0.4,0.006601284997970597,-0.00039335560798645086,-0.0006590161323547395,-0.010765440642833718,0.0020000000000000018,1.0,0.0,0.6902187461853028,0.489,0.4782345593571663,0.258,0.0,0.0,0.9560000000000001,0.23500000000000001,0.0,0.0,0.976,0.43957406967878343,0.4775672122836113,0.5175969690084458,228.0,0.0,0.0,0.22799999999999998,0.0,0.0,0.514,no_final_ceiling_hit;weak_or_missing_credit_signal;ambivalence_dwell;threshold_crossing_activity
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_individual_basin_w0p5_0p5_h1,diagnostic,1,,False,False,10,1,,28,1,0.37499999999999994,1.0,0.00386940432586627,0.75,-0.21056529783706684,0.0,0.21056529783706684,-0.013148292500525714,-0.024230829425156114,-0.03894408753141762,-0.036,1.0,0.0,0.5858857024610042,0.331,0.29205591246858237,0.091,0.001,0.0,0.281,0.057999999999999996,0.0,0.0,0.22999999999999998,0.22691681340336797,0.2862208906561136,0.3596240445971489,61.0,1.0,0.0,0.061,0.001,0.0,0.43200000000000005,no_final_ceiling_hit;weak_or_missing_credit_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_individual_basin_w0p5_0p5_h1,diagnostic,2,,False,False,10,1,,34,2,0.37499999999999994,1.0,0.0028044132270480114,0.6769999999999999,-0.211097793386476,0.0,0.211097793386476,-0.01353763700276614,-0.024236838702112427,-0.04504147882387042,-0.033999999999999996,1.0,0.0,0.5853987498879433,0.337,0.2919585211761296,0.099,0.002,0.0,0.268,0.06799999999999999,0.0,0.0,0.221,0.22316366471350194,0.2901491802185774,0.364290344119072,76.0,2.0,0.0,0.076,0.002,0.0,0.454,no_final_ceiling_hit;weak_or_missing_credit_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_individual_basin_w0p5_0p5_h1,diagnostic,3,,False,False,10,1,,36,1,0.37499999999999994,1.0,0.001485104070174073,0.509,-0.21175744796491297,0.0,0.21175744796491297,-0.012871703036129467,-0.02383394759893418,-0.04308856676518917,-0.030999999999999993,1.0,0.0,0.584880730330944,0.331,0.28791143323481083,0.075,0.0,0.0,0.269,0.046,0.0,0.0,0.209,0.23040886498987673,0.2829627521336079,0.35273602411150934,53.0,0.0,0.0,0.053000000000000005,0.0,0.0,0.42700000000000005,no_final_ceiling_hit;weak_or_missing_credit_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_w0p5_0p5_h1,nabm,1,19,False,True,10,1,2,1,1,0.37499999999999994,1.0,0.0031502283379354567,0.998,0.1890751141689677,1.0,0.1890751141689677,0.013070654064416886,0.02798411938548089,0.0499465745985508,0.041,1.0,0.0,0.5598472398966551,0.681,0.7309465745985508,0.915,0.51,0.08600000000000001,0.259,0.951,0.5770000000000001,0.14,0.21400000000000002,0.6620965620875359,0.7362380027770996,0.7978069472312928,59.0,99.0,77.0,0.059,0.099,0.077,0.39699999999999996,no_final_ceiling_hit;slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_w0p5_0p5_h1,nabm,2,16,True,True,10,1,2,1,2,0.37499999999999994,1.0,0.0014143272622375136,0.9,0.18820716363111872,1.0,0.18820716363111872,0.012985924571752561,0.027938744962215413,0.04524201226234435,0.033999999999999996,1.0,0.0,0.552374890729785,0.692,0.7372420122623444,0.9179999999999999,0.534,0.097,0.242,0.9470000000000001,0.595,0.153,0.189,0.6616818478703499,0.7415034770965576,0.8103511673212053,56.0,100.0,82.0,0.05600000000000001,0.1,0.082,0.43200000000000005,threshold_crossing_activity;slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_w0p5_0p5_h1,nabm,3,14,True,True,10,1,2,1,1,0.37499999999999994,1.0,0.0001207047534755821,0.7939999999999999,0.18756035237673777,1.0,0.18756035237673777,0.013335887521505352,0.02843936833739281,0.03908288061618804,0.042,1.0,0.0,0.5621891115754842,0.687,0.7260828806161881,0.905,0.502,0.077,0.294,0.9390000000000001,0.569,0.141,0.24300000000000002,0.6627366799116134,0.7321320235729217,0.7871425759792328,65.0,107.0,85.0,0.065,0.10700000000000001,0.08499999999999999,0.4,threshold_crossing_activity;slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_social_w0p5_0p5_h1,nabm,1,19,False,True,10,1,2,1,1,0.37499999999999994,1.0,0.002948207756061966,0.9960000000000001,0.18897410387803096,1.0,0.18897410387803096,0.01323068642616273,0.029022075533866876,0.05244605213403699,0.042,1.0,0.0,0.5345926018506288,0.6910000000000001,0.7434460521340369,0.909,0.534,0.154,0.258,0.944,0.5940000000000001,0.20600000000000002,0.207,0.6478385078907013,0.7483743607997895,0.8337175202369689,55.0,101.0,82.0,0.05500000000000001,0.101,0.082,0.386,no_final_ceiling_hit;decision_action_lag;threshold_crossing_activity;slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_social_w0p5_0p5_h1,nabm,2,16,True,True,10,1,2,1,2,0.37499999999999994,1.0,0.0011630596742849195,0.898,0.1880815298371424,1.0,0.1880815298371424,0.013163725644350066,0.028960836648941023,0.042411861777305604,0.036,1.0,0.0,0.5273548042178154,0.706,0.7484118617773057,0.9019999999999999,0.554,0.156,0.24299999999999997,0.931,0.618,0.22000000000000003,0.194,0.6400010171532631,0.7573844283819199,0.8413432228565216,54.0,99.0,83.0,0.054000000000000006,0.099,0.08299999999999999,0.41400000000000003,slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_social_w0p5_0p5_h1,nabm,3,19,False,True,10,1,2,1,1,0.37499999999999994,1.0,-8.489652624677505e-07,0.7939999999999999,0.18749957551736873,1.0,0.18749957551736873,0.013476529330015186,0.029373680025339122,0.03810367736220359,0.045000000000000005,1.0,0.0,0.5449973276257515,0.696,0.7341036773622036,0.8939999999999999,0.509,0.131,0.29,0.933,0.581,0.183,0.24300000000000002,0.6523086425662041,0.7400996893644333,0.815656543970108,67.0,113.0,85.0,0.067,0.11300000000000002,0.08499999999999999,0.387,no_final_ceiling_hit;threshold_crossing_activity;slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_floor0p5_social_w0p5_0p5_h1,nabm,1,19,False,True,10,1,2,1,1,0.37499999999999994,1.0,0.0030006427742823613,0.9949999999999999,0.18900032138714112,1.0,0.18900032138714112,0.013212543129920961,0.028930764019489286,0.052388553351163845,0.043000000000000003,1.0,0.0,0.5409418752342463,0.6900000000000001,0.7423885533511638,0.9129999999999999,0.537,0.137,0.24900000000000003,0.9490000000000001,0.599,0.2,0.205,0.6597693893313408,0.7472633987665176,0.8236724078655243,55.0,99.0,88.0,0.05500000000000001,0.099,0.088,0.391,no_final_ceiling_hit;decision_action_lag;slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_floor0p5_social_w0p5_0p5_h1,nabm,2,16,True,True,10,1,2,1,2,0.37499999999999994,1.0,0.0012251793385784895,0.9,0.18811258966928918,1.0,0.18811258966928918,0.013185234665870649,0.02879695037007334,0.04732203674316406,0.034999999999999996,1.0,0.0,0.5345398997068405,0.7,0.747322036743164,0.909,0.5479999999999999,0.136,0.23700000000000002,0.942,0.619,0.199,0.187,0.6576556846499443,0.7551543295383454,0.8313707768917084,56.0,99.0,88.0,0.05600000000000001,0.099,0.088,0.42300000000000004,slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_floor0p5_social_w0p5_0p5_h1,nabm,3,19,True,True,10,1,2,1,1,0.37499999999999994,1.0,-3.5415332930443826e-05,0.791,0.18748229233353472,1.0,0.18748229233353472,0.01347192028164862,0.029195487290620815,0.037792716294527046,0.044000000000000004,1.0,0.0,0.5487756633013487,0.696,0.733792716294527,0.9,0.511,0.11699999999999999,0.28900000000000003,0.9369999999999999,0.58,0.174,0.23399999999999999,0.6605923202633858,0.7414776593446731,0.804328932762146,67.0,111.0,90.0,0.067,0.11100000000000002,0.09,0.39,threshold_crossing_activity;slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_tail_floor0p5_social_w0p5_0p5_h1,nabm,1,19,False,True,10,1,2,1,1,0.37499999999999994,1.0,0.002948207756061966,0.9960000000000001,0.18897410387803096,1.0,0.18897410387803096,0.01323068642616273,0.029022075533866876,0.05244605213403699,0.042,1.0,0.0,0.5345926018506288,0.6910000000000001,0.7434460521340369,0.909,0.534,0.154,0.258,0.944,0.5940000000000001,0.20600000000000002,0.207,0.6478385078907013,0.7483743607997895,0.8337175202369689,55.0,101.0,82.0,0.05500000000000001,0.101,0.082,0.386,no_final_ceiling_hit;decision_action_lag;threshold_crossing_activity;slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_tail_floor0p5_social_w0p5_0p5_h1,nabm,2,16,True,True,10,1,2,1,2,0.37499999999999994,1.0,0.0011630596742849195,0.898,0.1880815298371424,1.0,0.1880815298371424,0.013163725644350066,0.028960836648941023,0.042411861777305604,0.036,1.0,0.0,0.5273548042178154,0.706,0.7484118617773057,0.9019999999999999,0.554,0.156,0.24299999999999997,0.931,0.618,0.22000000000000003,0.194,0.6400010171532631,0.7573844283819199,0.8413432228565216,54.0,99.0,83.0,0.054000000000000006,0.099,0.08299999999999999,0.41400000000000003,slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_tail_floor0p5_social_w0p5_0p5_h1,nabm,3,19,False,True,10,1,2,1,1,0.37499999999999994,1.0,-8.489652624677505e-07,0.7939999999999999,0.18749957551736873,1.0,0.18749957551736873,0.013476529330015186,0.029373680025339122,0.03810367736220359,0.045000000000000005,1.0,0.0,0.5449973276257515,0.696,0.7341036773622036,0.8939999999999999,0.509,0.131,0.29,0.933,0.581,0.183,0.24300000000000002,0.6523086425662041,0.7400996893644333,0.815656543970108,67.0,113.0,85.0,0.067,0.11300000000000002,0.08499999999999999,0.387,no_final_ceiling_hit;threshold_crossing_activity;slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_commitment_social_w0p5_0p5_h1,nabm,1,13,True,True,10,1,2,1,1,0.37499999999999994,1.0,0.002922380605015296,0.993,0.1889611903025076,1.0,0.1889611903025076,0.013214859366416943,0.02911913275718688,0.046665994584560375,0.045000000000000005,1.0,0.0,0.5343149025142193,0.697,0.7436659945845604,0.909,0.534,0.154,0.258,0.944,0.5940000000000001,0.21000000000000002,0.207,0.647873894572258,0.7486237615346909,0.833814823627472,55.0,101.0,84.0,0.05500000000000001,0.101,0.084,0.377,threshold_crossing_activity;slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_commitment_social_w0p5_0p5_h1,nabm,2,14,True,True,10,1,2,1,2,0.37499999999999994,1.0,0.001153709570002046,0.897,0.18807685478500097,1.0,0.18807685478500097,0.013158715993165992,0.029038772702217087,0.0405313093662262,0.037,1.0,0.0,0.5272595809549093,0.708,0.7485313093662261,0.9019999999999999,0.554,0.156,0.24299999999999997,0.931,0.619,0.221,0.194,0.6400009271502495,0.7574877083301544,0.841656527519226,54.0,99.0,84.0,0.054000000000000006,0.099,0.08399999999999999,0.41100000000000003,slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_commitment_social_w0p5_0p5_h1,nabm,3,14,True,True,10,1,2,1,1,0.37499999999999994,1.0,-8.489652624677505e-07,0.7939999999999999,0.18749957551736873,1.0,0.18749957551736873,0.013476529330015186,0.029373680025339122,0.03810367736220359,0.045000000000000005,1.0,0.0,0.5449973276257515,0.696,0.7341036773622036,0.8939999999999999,0.509,0.131,0.29,0.933,0.581,0.183,0.24300000000000002,0.6523086425662041,0.7400996893644333,0.815656543970108,67.0,113.0,85.0,0.067,0.11300000000000002,0.08499999999999999,0.387,threshold_crossing_activity;slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_social_w0p5_0p5_h1,nabm,1,12,True,True,10,1,2,1,1,0.37499999999999994,1.0,0.0025399469330024136,0.993,0.18876997346650115,1.0,0.18876997346650115,0.013082359462976445,0.029300937682390227,-0.004621017396450033,0.051000000000000004,1.0,0.0,0.5300056197345258,0.751,0.74637898260355,0.909,0.5349999999999999,0.16799999999999998,0.257,0.944,0.599,0.22600000000000003,0.20600000000000002,0.6533089649677277,0.751380518078804,0.8344780039787294,55.0,101.0,85.0,0.05500000000000001,0.101,0.08499999999999999,0.319,threshold_crossing_activity;slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_social_w0p5_0p5_h1,nabm,2,12,True,True,10,1,2,1,2,0.37499999999999994,1.0,0.0009388273880314036,0.8619999999999999,0.18796941369401565,1.0,0.18796941369401565,0.01301069757342339,0.029533412992954255,-0.009577829390764236,0.047,1.0,0.0,0.5229068296402692,0.761,0.7514221706092358,0.9019999999999999,0.5549999999999999,0.174,0.24299999999999997,0.931,0.619,0.236,0.194,0.6475412863492965,0.7607459902763367,0.8418910092115404,54.0,99.0,88.0,0.054000000000000006,0.099,0.088,0.335,slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_social_w0p5_0p5_h1,nabm,3,10,True,True,9,1,2,1,1,0.37499999999999994,1.0,-0.00021519364801481642,0.7633333333333333,0.18739240317599254,1.0,0.18739240317599254,0.013854228721724617,0.031183549894226916,0.004263041714827245,0.05444444444444444,1.0,0.0,0.5695074137051901,0.711111111111111,0.7153741528259383,0.8822222222222221,0.46111111111111114,0.0811111111111111,0.3211111111111111,0.9255555555555556,0.5366666666666666,0.13666666666666666,0.2688888888888889,0.6316336893373066,0.71995476881663,0.800548024310006,67.0,110.0,65.0,0.07444444444444445,0.12222222222222223,0.07222222222222223,0.3611111111111111,threshold_crossing_activity
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,12,True,True,10,1,2,1,1,0.37499999999999994,1.0,0.0025399469330024136,0.993,0.18876997346650115,1.0,0.18876997346650115,0.013082359462976445,0.029300937682390227,-0.004621017396450033,0.051000000000000004,1.0,0.0,0.5300056197345258,0.751,0.74637898260355,0.909,0.5349999999999999,0.16799999999999998,0.257,0.944,0.599,0.22600000000000003,0.20600000000000002,0.6533089649677277,0.751380518078804,0.8344780039787294,55.0,101.0,85.0,0.05500000000000001,0.101,0.08499999999999999,0.319,threshold_crossing_activity;slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,2,12,True,True,10,1,2,1,2,0.37499999999999994,1.0,0.0009388273880314036,0.8619999999999999,0.18796941369401565,1.0,0.18796941369401565,0.01301069757342339,0.029533412992954255,-0.009577829390764236,0.047,1.0,0.0,0.5229068296402692,0.761,0.7514221706092358,0.9019999999999999,0.5549999999999999,0.174,0.24299999999999997,0.931,0.619,0.236,0.194,0.6475412863492965,0.7607459902763367,0.8418910092115404,54.0,99.0,88.0,0.054000000000000006,0.099,0.088,0.335,slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,3,10,True,True,9,1,2,1,1,0.37499999999999994,1.0,-0.00021519364801481642,0.7633333333333333,0.18739240317599254,1.0,0.18739240317599254,0.013854228721724617,0.031183549894226916,0.004263041714827245,0.05444444444444444,1.0,0.0,0.5695074137051901,0.711111111111111,0.7153741528259383,0.8822222222222221,0.46111111111111114,0.0811111111111111,0.3211111111111111,0.9255555555555556,0.5366666666666666,0.13666666666666666,0.2688888888888889,0.6316336893373066,0.71995476881663,0.800548024310006,67.0,110.0,65.0,0.07444444444444445,0.12222222222222223,0.07222222222222223,0.3611111111111111,threshold_crossing_activity
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_social_feedback_w0p5_0p5_h1,nabm,1,11,True,True,10,1,2,1,1,0.37499999999999994,1.0,0.002537717676503959,0.992,0.18876885883825195,1.0,0.18876885883825195,0.013111811786890037,0.029373242646455754,-0.00587697219848633,0.051000000000000004,1.0,0.0,0.5290833321213723,0.753,0.7471230278015136,0.909,0.537,0.172,0.257,0.944,0.601,0.23399999999999999,0.20600000000000002,0.6562001556158066,0.7522954344749451,0.8338676023483277,55.0,101.0,89.0,0.05500000000000001,0.101,0.089,0.315,threshold_crossing_activity;slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_social_feedback_w0p5_0p5_h1,nabm,2,12,True,True,10,1,2,1,2,0.37499999999999994,1.0,0.0009187020634944838,0.877,0.1879593510317472,1.0,0.1879593510317472,0.013040043562650672,0.029624033510684978,-0.013254940003156657,0.047,1.0,0.0,0.5210621334463358,0.766,0.7527450599968433,0.9019999999999999,0.5559999999999999,0.185,0.242,0.931,0.624,0.244,0.194,0.6524156010150909,0.7621647208929062,0.8422233802080156,54.0,100.0,90.0,0.054000000000000006,0.1,0.09,0.327,threshold_crossing_activity;slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_social_feedback_w0p5_0p5_h1,nabm,3,10,True,True,9,1,2,1,1,0.37499999999999994,1.0,-0.00021468400678839947,0.7644444444444445,0.18739265799660576,1.0,0.18739265799660576,0.013893601563241771,0.03130037532912358,0.0048221052686373495,0.05444444444444444,1.0,0.0,0.5686465108063486,0.711111111111111,0.7159332163797484,0.8822222222222221,0.46111111111111114,0.08444444444444445,0.3211111111111111,0.9255555555555556,0.5366666666666666,0.1411111111111111,0.2677777777777778,0.6325785037544038,0.7205297946929932,0.8004612545172374,67.0,110.0,67.0,0.07444444444444445,0.12222222222222223,0.07444444444444445,0.3611111111111111,threshold_crossing_activity
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_directional_social_w0p5_0p5_h1,nabm,1,19,False,True,10,1,2,1,1,0.37499999999999994,1.0,0.002948207756061966,0.9960000000000001,0.18897410387803096,1.0,0.18897410387803096,0.01323068642616273,0.029022075533866876,0.05244605213403699,0.042,1.0,0.0,0.5345926018506288,0.6910000000000001,0.7434460521340369,0.909,0.534,0.154,0.258,0.944,0.5940000000000001,0.20600000000000002,0.207,0.6478385078907013,0.7483743607997895,0.8337175202369689,55.0,101.0,82.0,0.05500000000000001,0.101,0.082,0.386,no_final_ceiling_hit;decision_action_lag;threshold_crossing_activity;slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_directional_social_w0p5_0p5_h1,nabm,2,16,True,True,10,1,2,1,2,0.37499999999999994,1.0,0.0011630596742849195,0.898,0.1880815298371424,1.0,0.1880815298371424,0.013163725644350066,0.028960836648941023,0.042411861777305604,0.036,1.0,0.0,0.5273548042178154,0.706,0.7484118617773057,0.9019999999999999,0.554,0.156,0.24299999999999997,0.931,0.618,0.22000000000000003,0.194,0.6400010171532631,0.7573844283819199,0.8413432228565216,54.0,99.0,83.0,0.054000000000000006,0.099,0.08299999999999999,0.41400000000000003,slow_after_positive_signal
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_directional_social_w0p5_0p5_h1,nabm,3,19,False,True,10,1,2,1,1,0.37499999999999994,1.0,-8.489652624677505e-07,0.7939999999999999,0.18749957551736873,1.0,0.18749957551736873,0.013476529330015186,0.029373680025339122,0.03810367736220359,0.045000000000000005,1.0,0.0,0.5449973276257515,0.696,0.7341036773622036,0.8939999999999999,0.509,0.131,0.29,0.933,0.581,0.183,0.24300000000000002,0.6523086425662041,0.7400996893644333,0.815656543970108,67.0,113.0,85.0,0.067,0.11300000000000002,0.08499999999999999,0.387,no_final_ceiling_hit;threshold_crossing_activity;slow_after_positive_signal
