label,case,toy,primary_metric,direction,baseline_group,nabm_group,baseline_n,baseline_mean,baseline_std,baseline_ci95,nabm_n,nabm_mean,nabm_std,nabm_ci95,effect_n,effect_mean,effect_std,effect_ci95,positive_effect_favors,ceiling_metric,ceiling_value,ceiling_tolerance,baseline_final_ceiling_rate,nabm_final_ceiling_rate,baseline_ever_ceiling_rate,nabm_ever_ceiling_rate,baseline_time_to_ceiling_mean,nabm_time_to_ceiling_mean,time_to_ceiling_effect_mean,baseline_ever_ceiling_final_miss_rate,nabm_ever_ceiling_final_miss_rate,baseline_late_flip_count_after_first_ceiling_mean,nabm_late_flip_count_after_first_ceiling_mean,baseline_late_flip_rate_after_first_ceiling_mean,nabm_late_flip_rate_after_first_ceiling_mean,baseline_terminal_window_ceiling_rate_mean,nabm_terminal_window_ceiling_rate_mean,baseline_terminal_window_mean_ceiling_metric_mean,nabm_terminal_window_mean_ceiling_metric_mean,ceiling_outcome,nabm_status,neural_role,social_channels,reference_policies
toy24_precommitment_peer_evidence_domain_uncertainty_calibration_quick,toy2_precommitment_peer_evidence_stag_hunt_calibration,toy2,final_mean_payoff,maximize,baseline,peer_evidence_domain_uncertainty_calibration,3,4.0,0.0,0.0,3,4.0,0.0,0.0,3,0.0,0.0,0.0,nabm,mean_payoff,4.0,0.001,1.0,1.0,1.0,1.0,4.0,10.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,baseline_faster_to_ceiling,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_precommitment_peer_evidence_domain_uncertainty_calibration_quick,toy4_precommitment_peer_evidence_resource_coupled_calibration,toy4,final_mean_payoff,maximize,baseline,peer_evidence_domain_uncertainty_calibration,3,0.6,0.0,0.0,3,-0.0033333333333333335,0.005773502691896258,0.006533333333333335,3,-0.6033333333333334,0.005773502691896263,0.00653333333333334,nabm,mean_payoff,0.6,0.005,1.0,0.0,1.0,0.0,15.0,,,0.0,0.0,0.0,,0.0,,1.0,0.0,0.6,-0.0033333333333333335,baseline_more_final_ceiling_hits,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
