label,case,toy,primary_metric,direction,baseline_variant,nabm_variant,baseline_n,baseline_mean,baseline_std,baseline_ci95,nabm_n,nabm_mean,nabm_std,nabm_ci95,effect_n,effect_mean,effect_std,effect_ci95,positive_effect_favors,nabm_status,neural_role,social_channels,reference_policies
toy24_state_continuation_matrix_quick,toy2_state_continuation_vs_reputation,toy2,final_mean_payoff,maximize,reputation_imitation,neural_continuation_balanced,3,3.0,0.0,0.0,3,2.9966666666666666,0.005773502691896135,0.006533333333333194,3,-0.0033333333333332624,0.005773502691896135,0.006533333333333194,nabm,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy2_state_continuation_vs_reputation,toy2,final_mean_payoff,maximize,reputation_imitation,neural_continuation_social_heavy,3,3.0,0.0,0.0,3,2.908333333333333,0.03511884584284239,0.03974071519794829,3,-0.09166666666666679,0.03511884584284239,0.03974071519794829,nabm,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy2_state_continuation_vs_reputation,toy2,final_mean_payoff,maximize,reputation_imitation,neural_continuation_welfare_heavy,3,3.0,0.0,0.0,3,3.0,0.0,0.0,3,0.0,0.0,0.0,nabm,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy2_state_continuation_vs_reputation,toy2,final_mean_payoff,maximize,reputation_imitation,neural_material_output_average,3,3.0,0.0,0.0,3,1.0599999999999998,0.07937253933193766,0.0898184836211344,3,-1.9400000000000002,0.07937253933193766,0.0898184836211344,nabm,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,final_mean_payoff,maximize,reputation_imitation,neural_continuation_balanced,3,0.6,0.0,0.0,3,0.596,0.003464101615137758,0.003920000000000004,3,-0.0040000000000000036,0.003464101615137758,0.003920000000000004,nabm,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,final_mean_payoff,maximize,reputation_imitation,neural_continuation_social_heavy,3,0.6,0.0,0.0,3,0.008000000000000002,0.01385640646055102,0.015680000000000003,3,-0.592,0.013856406460551031,0.015680000000000017,nabm,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,final_mean_payoff,maximize,reputation_imitation,neural_continuation_welfare_heavy,3,0.6,0.0,0.0,3,0.596,0.003464101615137758,0.003920000000000004,3,-0.0040000000000000036,0.003464101615137758,0.003920000000000004,nabm,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy24_state_continuation_matrix_quick,toy4_state_continuation_vs_reputation,toy4,final_mean_payoff,maximize,reputation_imitation,neural_material_output_average,3,0.6,0.0,0.0,3,0.008000000000000002,0.01385640646055102,0.015680000000000003,3,-0.592,0.013856406460551031,0.015680000000000017,nabm,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
