label,case,toy,status,best_main_variant,best_baseline_variant,final_ceiling_hits,expected_seed_count,mean_time_to_ceiling,metric_mean,terminal_ceiling_rate_mean,issue_codes,notes
toy24_precommitment_peer_evidence_sparse_seed_stress_quick,toy2_precommitment_peer_evidence_sparse_seed_stress,toy2,pass,revision_precommitment_peer_evidence_sparse_p0p1,reputation_imitation_sparse_p0p1,5,5,9.4,3.0,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path"
toy24_precommitment_peer_evidence_sparse_seed_stress_quick,toy4_precommitment_peer_evidence_sparse_seed_stress,toy4,pass,revision_precommitment_peer_evidence_sparse_p0p1,reputation_imitation_sparse_p0p1,5,5,8.8,0.6,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path"
