label,case,toy,status,best_main_variant,best_baseline_variant,final_ceiling_hits,expected_seed_count,mean_time_to_ceiling,metric_mean,terminal_ceiling_rate_mean,issue_codes,notes
toy4_noisy_rep_local_obs_stress_quick,toy4_noisy_rep_local_obs_stress,toy4,pass,rev_local_sustain_obs_noisy_s2p0,rep_clean,5,5,30.0,0.6,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path"
