label,case,toy,variant,group,baseline_group,nabm_group,seed,primary_metric,metric_value,direction,ceiling_metric,ceiling_value,ceiling_tolerance,ceiling_metric_value,ceiling_gap,final_within_ceiling,ever_reached_ceiling,time_to_ceiling,ever_ceiling_final_miss,late_flip_count_after_first_ceiling,late_flip_rate_after_first_ceiling,terminal_window_size,terminal_window_ceiling_rate,terminal_window_mean_ceiling_metric,precommitment_first_ready_epoch,precommitment_all_ready_epoch,precommitment_first_forced_epoch,precommitment_ready_to_forced_delay_mean,precommitment_premature_exit_count,precommitment_high_policy_rate,precommitment_direction_score_mean,precommitment_direction_score_positive_rate,precommitment_direction_ok_rate,precommitment_ready_largest_component_fraction,precommitment_peer_evidence_enabled,precommitment_peer_evidence_weight,precommitment_peer_readiness_aggregation,precommitment_peer_readiness_mean,precommitment_peer_readiness_active_rate,precommitment_peer_evidence_increment_mean,config_path,run_dir,nabm_status,neural_role,social_channels,reference_policies
toy4_resource_threshold_sparse_resource_observation_stress_quick,toy4_resource_threshold_sparse_resource_observation_stress,toy4,reputation_imitation_resource_p0p35_clean,baseline,baseline,resource_threshold_sparse_resource_observation_stress,1,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,15,False,0.0,0.0,5,1.0,0.6,,,,,0,0.0,0.0,0.0,0.0,0.0,False,0.0,mean,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy4_resource_threshold_sparse_resource_observation_stress_quick/toy4_resource_threshold_sparse_resource_observation_stress_reputation_imitation_resource_p0p35_clean_seed01.yaml,experiments/runs/20260521_145718_241059_toy4_resource_threshold_sparse_resource_observation_stress_quick_toy4_resource_threshold_sparse_resource_observation_stress_reputation_imitation_resource_p0p35_clean_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy4_resource_threshold_sparse_resource_observation_stress_quick,toy4_resource_threshold_sparse_resource_observation_stress,toy4,reputation_imitation_resource_p0p35_clean,baseline,baseline,resource_threshold_sparse_resource_observation_stress,2,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,15,False,0.0,0.0,5,1.0,0.6,,,,,0,0.0,0.0,0.0,0.0,0.0,False,0.0,mean,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy4_resource_threshold_sparse_resource_observation_stress_quick/toy4_resource_threshold_sparse_resource_observation_stress_reputation_imitation_resource_p0p35_clean_seed02.yaml,experiments/runs/20260521_145723_216946_toy4_resource_threshold_sparse_resource_observation_stress_quick_toy4_resource_threshold_sparse_resource_observation_stress_reputation_imitation_resource_p0p35_clean_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy4_resource_threshold_sparse_resource_observation_stress_quick,toy4_resource_threshold_sparse_resource_observation_stress,toy4,reputation_imitation_resource_p0p35_clean,baseline,baseline,resource_threshold_sparse_resource_observation_stress,3,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,15,False,0.0,0.0,5,1.0,0.6,,,,,0,0.0,0.0,0.0,0.0,0.0,False,0.0,mean,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy4_resource_threshold_sparse_resource_observation_stress_quick/toy4_resource_threshold_sparse_resource_observation_stress_reputation_imitation_resource_p0p35_clean_seed03.yaml,experiments/runs/20260521_145728_251641_toy4_resource_threshold_sparse_resource_observation_stress_quick_toy4_resource_threshold_sparse_resource_observation_stress_reputation_imitation_resource_p0p35_clean_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy4_resource_threshold_sparse_resource_observation_stress_quick,toy4_resource_threshold_sparse_resource_observation_stress,toy4,reputation_imitation_resource_p0p35_clean,baseline,baseline,resource_threshold_sparse_resource_observation_stress,4,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,15,False,0.0,0.0,5,1.0,0.6,,,,,0,0.0,0.0,0.0,0.0,0.0,False,0.0,mean,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy4_resource_threshold_sparse_resource_observation_stress_quick/toy4_resource_threshold_sparse_resource_observation_stress_reputation_imitation_resource_p0p35_clean_seed04.yaml,experiments/runs/20260521_145733_257795_toy4_resource_threshold_sparse_resource_observation_stress_quick_toy4_resource_threshold_sparse_resource_observation_stress_reputation_imitation_resource_p0p35_clean_seed04,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy4_resource_threshold_sparse_resource_observation_stress_quick,toy4_resource_threshold_sparse_resource_observation_stress,toy4,reputation_imitation_resource_p0p35_clean,baseline,baseline,resource_threshold_sparse_resource_observation_stress,5,final_mean_payoff,0.6,maximize,mean_payoff,0.6,0.005,0.6,0.0,True,True,15,False,0.0,0.0,5,1.0,0.6,,,,,0,0.0,0.0,0.0,0.0,0.0,False,0.0,mean,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy4_resource_threshold_sparse_resource_observation_stress_quick/toy4_resource_threshold_sparse_resource_observation_stress_reputation_imitation_resource_p0p35_clean_seed05.yaml,experiments/runs/20260521_145738_298908_toy4_resource_threshold_sparse_resource_observation_stress_quick_toy4_resource_threshold_sparse_resource_observation_stress_reputation_imitation_resource_p0p35_clean_seed05,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy4_resource_threshold_sparse_resource_observation_stress_quick,toy4_resource_threshold_sparse_resource_observation_stress,toy4,revision_precommitment_peer_evidence_resource_threshold_population_envw2p0_global_observation,diagnostic,baseline,resource_threshold_sparse_resource_observation_stress,1,final_mean_payoff,-0.31,maximize,mean_payoff,0.6,0.005,-0.31,0.9099999999999999,False,False,,False,,,5,0.0,-0.294,,,,,0,0.0,-0.19632799999999853,0.0,0.0,0.0,True,1.0,mean,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy4_resource_threshold_sparse_resource_observation_stress_quick/toy4_resource_threshold_sparse_resource_observation_stress_revision_precommitment_peer_evidence_resource_threshold_population_envw2p0_global_observation_seed01.yaml,experiments/runs/20260521_145743_267744_toy4_resource_threshold_sparse_resource_observation_stress_quick_toy4_resource_threshold_sparse_resource_observation_stress_revision_precommitment_peer_evidence_resource_threshold_population_envw2p0_global_observation_seed01,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy4_resource_threshold_sparse_resource_observation_stress_quick,toy4_resource_threshold_sparse_resource_observation_stress,toy4,revision_precommitment_peer_evidence_resource_threshold_population_envw2p0_global_observation,diagnostic,baseline,resource_threshold_sparse_resource_observation_stress,2,final_mean_payoff,-0.26,maximize,mean_payoff,0.6,0.005,-0.26,0.86,False,False,,False,,,5,0.0,-0.32199999999999995,,,,,0,0.0,0.05711200000000176,1.0,1.0,0.0,True,1.0,mean,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy4_resource_threshold_sparse_resource_observation_stress_quick/toy4_resource_threshold_sparse_resource_observation_stress_revision_precommitment_peer_evidence_resource_threshold_population_envw2p0_global_observation_seed02.yaml,experiments/runs/20260521_145803_211549_toy4_resource_threshold_sparse_resource_observation_stress_quick_toy4_resource_threshold_sparse_resource_observation_stress_revision_precommitment_peer_evidence_resource_threshold_population_envw2p0_global_observation_seed02,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy4_resource_threshold_sparse_resource_observation_stress_quick,toy4_resource_threshold_sparse_resource_observation_stress,toy4,revision_precommitment_peer_evidence_resource_threshold_population_envw2p0_global_observation,diagnostic,baseline,resource_threshold_sparse_resource_observation_stress,3,final_mean_payoff,-0.29,maximize,mean_payoff,0.6,0.005,-0.29,0.8899999999999999,False,False,,False,,,5,0.0,-0.32199999999999995,,,,,0,0.0,-0.09495200000000117,0.0,0.0,0.0,True,1.0,mean,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy4_resource_threshold_sparse_resource_observation_stress_quick/toy4_resource_threshold_sparse_resource_observation_stress_revision_precommitment_peer_evidence_resource_threshold_population_envw2p0_global_observation_seed03.yaml,experiments/runs/20260521_145822_522869_toy4_resource_threshold_sparse_resource_observation_stress_quick_toy4_resource_threshold_sparse_resource_observation_stress_revision_precommitment_peer_evidence_resource_threshold_population_envw2p0_global_observation_seed03,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy4_resource_threshold_sparse_resource_observation_stress_quick,toy4_resource_threshold_sparse_resource_observation_stress,toy4,revision_precommitment_peer_evidence_resource_threshold_population_envw2p0_global_observation,diagnostic,baseline,resource_threshold_sparse_resource_observation_stress,4,final_mean_payoff,-0.37,maximize,mean_payoff,0.6,0.005,-0.37,0.97,False,False,,False,,,5,0.0,-0.27999999999999997,,,,,0,0.0,-0.5004559999999987,0.0,0.0,0.0,True,1.0,mean,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy4_resource_threshold_sparse_resource_observation_stress_quick/toy4_resource_threshold_sparse_resource_observation_stress_revision_precommitment_peer_evidence_resource_threshold_population_envw2p0_global_observation_seed04.yaml,experiments/runs/20260521_145841_736440_toy4_resource_threshold_sparse_resource_observation_stress_quick_toy4_resource_threshold_sparse_resource_observation_stress_revision_precommitment_peer_evidence_resource_threshold_population_envw2p0_global_observation_seed04,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
toy4_resource_threshold_sparse_resource_observation_stress_quick,toy4_resource_threshold_sparse_resource_observation_stress,toy4,revision_precommitment_peer_evidence_resource_threshold_population_envw2p0_global_observation,diagnostic,baseline,resource_threshold_sparse_resource_observation_stress,5,final_mean_payoff,-0.26,maximize,mean_payoff,0.6,0.005,-0.26,0.86,False,False,,False,,,5,0.0,-0.302,,,,,0,0.0,0.05711200000000176,1.0,1.0,0.0,True,1.0,mean,0.0,0.0,0.0,experiments/configs/generated/evidence_matrix/toy4_resource_threshold_sparse_resource_observation_stress_quick/toy4_resource_threshold_sparse_resource_observation_stress_revision_precommitment_peer_evidence_resource_threshold_population_envw2p0_global_observation_seed05.yaml,experiments/runs/20260521_145901_285659_toy4_resource_threshold_sparse_resource_observation_stress_quick_toy4_resource_threshold_sparse_resource_observation_stress_revision_precommitment_peer_evidence_resource_threshold_population_envw2p0_global_observation_seed05,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
