label,case,toy,status,best_main_variant,best_baseline_variant,final_ceiling_hits,expected_seed_count,mean_time_to_ceiling,metric_mean,terminal_ceiling_rate_mean,issue_codes,notes
toy24_revision_operator_precommitment_controls_quick,toy2_revision_operator_precommitment_controls,toy2,pass,revision_operator_precommitment_peer_evidence_w1p0,reputation_imitation,3,3,9.666666666666666,3.0,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path,toy24_late_flip_hazard"
toy24_revision_operator_precommitment_controls_quick,toy4_revision_operator_precommitment_controls,toy4,pass,revision_operator_precommitment_peer_evidence_w1p0,reputation_imitation,3,3,9.333333333333334,0.6,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path,toy24_late_flip_hazard"
