label,case,toy,status,best_main_variant,best_baseline_variant,final_ceiling_hits,expected_seed_count,mean_time_to_ceiling,metric_mean,terminal_ceiling_rate_mean,issue_codes,notes
toy24_precommitment_peer_evidence_domain_uncertainty_calibration_quick,toy2_precommitment_peer_evidence_stag_hunt_calibration,toy2,pass,revision_precommitment_peer_evidence_stag_hunt_p0p35,reputation_imitation_stag_hunt_p0p35,3,3,10.0,4.0,1.0,,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path"
toy24_precommitment_peer_evidence_domain_uncertainty_calibration_quick,toy4_precommitment_peer_evidence_resource_coupled_calibration,toy4,fail,revision_precommitment_peer_evidence_resource_p0p35,reputation_imitation_resource_p0p35,0,3,,-0.0033333333333333335,0.0,"gate_case_fail,toy24_best_main_ceiling_miss","toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_revision_operator_path,toy24_main_candidate_ceiling_miss"
