label,case,toy,primary_metric,direction,baseline_group,nabm_group,baseline_n,baseline_mean,baseline_std,baseline_ci95,nabm_n,nabm_mean,nabm_std,nabm_ci95,effect_n,effect_mean,effect_std,effect_ci95,positive_effect_favors,ceiling_metric,ceiling_value,ceiling_tolerance,baseline_final_ceiling_rate,nabm_final_ceiling_rate,baseline_ever_ceiling_rate,nabm_ever_ceiling_rate,baseline_time_to_ceiling_mean,nabm_time_to_ceiling_mean,time_to_ceiling_effect_mean,ceiling_outcome,nabm_status,neural_role,social_channels,reference_policies
toy24_basin_credit_adaptive_replay_quick,toy2_basin_credit,toy2,final_mean_payoff,maximize,baseline,nabm,3,3.0,0.0,0.0,3,2.9445833333333336,0.005807233276985997,0.006571503083601043,3,-0.055416666666666746,0.005807233276985997,0.006571503083601043,nabm,mean_payoff,3.0,0.001,1.0,0.875,1.0,0.875,13.166666666666666,13.428571428571429,-0.26190476190476275,baseline_more_final_ceiling_hits,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_basin_credit_adaptive_replay_quick,toy4_basin_credit,toy4,final_mean_payoff,maximize,baseline,nabm,3,0.598,0.001732050807568879,0.001960000000000002,3,0.5630000000000001,0.008227241335952158,0.00930999999999999,3,-0.034999999999999996,0.009959292143521037,0.011269999999999992,nabm,mean_payoff,0.6,0.005,0.6666666666666666,0.6666666666666666,1.0,0.875,11.833333333333334,13.714285714285714,-1.8809523809523796,baseline_faster_to_ceiling,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
