label,case,toy,primary_metric,direction,baseline_group,nabm_group,baseline_n,baseline_mean,baseline_std,baseline_ci95,nabm_n,nabm_mean,nabm_std,nabm_ci95,effect_n,effect_mean,effect_std,effect_ci95,positive_effect_favors,ceiling_metric,ceiling_value,ceiling_tolerance,baseline_final_ceiling_rate,nabm_final_ceiling_rate,baseline_ever_ceiling_rate,nabm_ever_ceiling_rate,baseline_time_to_ceiling_mean,nabm_time_to_ceiling_mean,time_to_ceiling_effect_mean,ceiling_outcome,nabm_status,neural_role,social_channels,reference_policies
toy24_basin_credit_escalation_replay_quick,toy2_basin_credit,toy2,final_mean_payoff,maximize,baseline,nabm,3,3.0,0.0,0.0,3,2.9261111111111107,0.007742977702648165,0.00876200411146825,3,-0.07388888888888905,0.007742977702648165,0.00876200411146825,nabm,mean_payoff,3.0,0.001,1.0,0.8333333333333334,1.0,0.8333333333333334,13.166666666666666,12.2,0.9666666666666668,baseline_more_final_ceiling_hits,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_basin_credit_escalation_replay_quick,toy4_basin_credit,toy4,final_mean_payoff,maximize,baseline,nabm,3,0.598,0.001732050807568879,0.001960000000000002,3,0.5513333333333333,0.011547005383792526,0.01306666666666668,3,-0.04666666666666671,0.013279056191361405,0.015026666666666681,nabm,mean_payoff,0.6,0.005,0.6666666666666666,0.6666666666666666,1.0,0.8333333333333334,11.833333333333334,13.2,-1.3666666666666654,baseline_faster_to_ceiling,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
