label,case,toy,primary_metric,direction,baseline_group,nabm_group,baseline_n,baseline_mean,baseline_std,baseline_ci95,nabm_n,nabm_mean,nabm_std,nabm_ci95,effect_n,effect_mean,effect_std,effect_ci95,positive_effect_favors,ceiling_metric,ceiling_value,ceiling_tolerance,baseline_final_ceiling_rate,nabm_final_ceiling_rate,baseline_ever_ceiling_rate,nabm_ever_ceiling_rate,baseline_time_to_ceiling_mean,nabm_time_to_ceiling_mean,time_to_ceiling_effect_mean,ceiling_outcome,nabm_status,neural_role,social_channels,reference_policies
toy24_objective_family_v2_quick,toy2_objective_family_v2,toy2,final_mean_payoff,maximize,baseline,nabm,3,3.0,0.0,0.0,3,2.6106666666666665,0.017473789896108132,0.019773454708550745,3,-0.38933333333333336,0.017473789896108132,0.019773454708550745,nabm,mean_payoff,3.0,0.001,1.0,0.6666666666666666,1.0,0.8,2.6666666666666665,28.083333333333332,-25.416666666666664,baseline_more_final_ceiling_hits,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_objective_family_v2_quick,toy4_objective_family_v2,toy4,final_mean_payoff,maximize,baseline,nabm,3,0.6,0.0,0.0,3,0.4784,0.002771281292110219,0.0031360000000000172,3,-0.1216,0.002771281292110219,0.0031360000000000172,nabm,mean_payoff,0.6,0.005,1.0,0.26666666666666666,1.0,0.8,2.6666666666666665,22.583333333333332,-19.916666666666664,baseline_more_final_ceiling_hits,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
