label,case,toy,status,best_main_variant,best_baseline_variant,final_ceiling_hits,expected_seed_count,mean_time_to_ceiling,metric_mean,terminal_ceiling_rate_mean,issue_codes,notes
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,fail,mixed_objective_basin_confidence_precommitment_social_w0p5_0p5_h1,reputation_imitation,3,3,12.0,3.0,,"gate_case_fail,toy24_ttc_gate_lag","toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_material_basin_collapse_diagnostic,toy24_main_candidate_ceiling_miss,toy24_trajectory_success_slow_ttc,toy24_triage_baseline_favored_environment"
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,pass,mixed_objective_basin_confidence_precommitment_social_feedback_w0p5_0p5_h1,reputation_imitation,3,3,11.0,0.6,,toy24_final_epoch_hazard,"toy24_basin_credit_evidence,toy24_objective_basin_blend,toy24_material_basin_collapse_diagnostic,toy24_final_vs_ever_gap,toy24_main_candidate_ceiling_miss,toy24_triage_success,toy24_triage_baseline_favored_environment"
