label,case,toy,primary_metric,direction,baseline_group,nabm_group,baseline_n,baseline_mean,baseline_std,baseline_ci95,nabm_n,nabm_mean,nabm_std,nabm_ci95,effect_n,effect_mean,effect_std,effect_ci95,positive_effect_favors,ceiling_metric,ceiling_value,ceiling_tolerance,baseline_final_ceiling_rate,nabm_final_ceiling_rate,baseline_ever_ceiling_rate,nabm_ever_ceiling_rate,baseline_time_to_ceiling_mean,nabm_time_to_ceiling_mean,time_to_ceiling_effect_mean,ceiling_outcome,nabm_status,neural_role,social_channels,reference_policies
toy24_teacher_bootstrap_quick,toy2_teacher_bootstrap,toy2,final_mean_payoff,maximize,baseline,nabm,3,3.0,0.0,0.0,3,2.9972222222222222,0.0034694433324434213,0.003926044722171749,3,-0.00277777777777762,0.0034694433324434213,0.003926044722171749,nabm,mean_payoff,3.0,0.001,1.0,0.8333333333333334,1.0,1.0,2.6666666666666665,29.61111111111111,-26.944444444444443,baseline_more_final_ceiling_hits,full,Neural policy local learning and social policy distillation are the primary path.,"action_probability, policy_distribution, reputation","rd_well_mixed, fermi_imitation, reputation_imitation"
toy24_teacher_bootstrap_quick,toy4_teacher_bootstrap,toy4,final_mean_payoff,maximize,baseline,nabm,3,0.6,0.0,0.0,3,0.5956666666666667,0.0028867513459481316,0.00326666666666667,3,-0.0043333333333333375,0.0028867513459481316,0.00326666666666667,nabm,mean_payoff,0.6,0.005,1.0,0.3333333333333333,1.0,0.8333333333333334,2.6666666666666665,26.866666666666667,-24.2,baseline_more_final_ceiling_hits,full,Neural contribution policy learning and social distillation are the primary path.,"action_probability, policy_distribution, reputation, resource_state","imitation, reputation_imitation"
