label,threshold_group_fraction,coordination_gate_mode,environment_threshold,benefit,action_cost,payoff_learning_rate,coordination_mixer,coordination_peer_rule,alpha,coordination_threshold,seeds,final_action_rate_mean,final_action_rate_std,final_mean_payoff_mean,final_mean_payoff_std,final_group_action_rate_gap_mean,final_group_action_rate_gap_std,final_fragmentation_components_mean
toy9_heterogeneous_sweep_smoke_seeds01_02,0.25,gated,0.45,1.2,0.35,0.18,output_average,output_similarity,0.0,0.0,2,0.31,0.014142135623730963,0.16147499999999998,0.02143038623267513,0.04000000000000001,0.05656854249492382,16.5
toy9_heterogeneous_sweep_smoke_seeds01_02,0.25,gated,0.45,1.2,0.35,0.18,output_average,output_similarity,0.25,0.0,2,0.305,0.007071067811865481,0.16620357142857145,0.0281175960776108,0.06,0.028284271247461926,16.5
toy9_heterogeneous_sweep_smoke_seeds01_02,0.75,gated,0.45,1.2,0.35,0.18,output_average,output_similarity,0.0,0.0,2,0.31,0.014142135623730963,0.173875,0.0005909392385630637,0.013333333333333308,0.018856180831641232,1.0
toy9_heterogeneous_sweep_smoke_seeds01_02,0.75,gated,0.45,1.2,0.35,0.18,output_average,output_similarity,0.25,0.0,2,0.3,0.014142135623730963,0.17104107142857142,0.01797313914894518,0.013333333333333336,3.925231146709438e-17,1.0
