label,threshold_group_fraction,coordination_gate_mode,environment_threshold,benefit,action_cost,payoff_learning_rate,coordination_mixer,coordination_peer_rule,alpha,coordination_threshold,seed,epochs,run_dir,domain_final_action_rate,domain_final_mean_action_probability,domain_final_mean_payoff,domain_final_payoff_variance,domain_final_group_action_rate_gap,domain_final_coordination_enabled_action_rate,domain_final_coordination_disabled_action_rate,final_fragmentation_components
toy9_heterogeneous_sensitivity_seeds01_05,0.25,all_disabled,0.55,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,1,25,experiments/runs/20260511_190321_442321_toy9_heterogeneous_sensitivity_seeds01_05_f0p25_all_disabled_th0p55_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed01,0.07,0.06039456496956244,0.23928928571428568,0.02395576656887755,0.07,0.0,0.07,100
toy9_heterogeneous_sensitivity_seeds01_05,0.25,all_disabled,0.55,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,2,25,experiments/runs/20260511_190321_516286_toy9_heterogeneous_sensitivity_seeds01_05_f0p25_all_disabled_th0p55_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed02,0.06,0.05818995249488884,0.24488571428571423,0.02250964,0.06,0.0,0.06,100
toy9_heterogeneous_sensitivity_seeds01_05,0.25,all_disabled,0.55,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,3,25,experiments/runs/20260511_190321_581217_toy9_heterogeneous_sensitivity_seeds01_05_f0p25_all_disabled_th0p55_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed03,0.04,0.056929253006830056,0.25923928571428567,0.021368728711734692,0.04,0.0,0.04,100
toy9_heterogeneous_sensitivity_seeds01_05,0.25,all_disabled,0.55,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,4,25,experiments/runs/20260511_190321_646812_toy9_heterogeneous_sensitivity_seeds01_05_f0p25_all_disabled_th0p55_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed04,0.03,0.043974467091019515,0.2691571428571428,0.01633755489795918,0.03,0.0,0.03,100
toy9_heterogeneous_sensitivity_seeds01_05,0.25,all_disabled,0.55,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,5,25,experiments/runs/20260511_190321_714297_toy9_heterogeneous_sensitivity_seeds01_05_f0p25_all_disabled_th0p55_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed05,0.06,0.06347103435878554,0.24074642857142856,0.026221719630102044,0.06,0.0,0.06,100
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.25,0.18,output_average,output_similarity,0.0,0.0,1,25,experiments/runs/20260511_190321_868964_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0_t0_seed01,0.71,0.6773101734253949,0.4942321428571428,0.09997715146683675,0.42000000000000004,0.92,0.5,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.25,0.18,output_average,output_similarity,0.0,0.0,2,25,experiments/runs/20260511_190321_943237_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0_t0_seed02,0.72,0.6746154127304037,0.50375,0.11306773852040815,0.28,0.86,0.58,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.25,0.18,output_average,output_similarity,0.0,0.0,3,25,experiments/runs/20260511_190322_018145_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0_t0_seed03,0.7,0.6845996358319621,0.5050571428571429,0.1148483436734694,0.24,0.82,0.58,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.25,0.18,output_average,output_similarity,0.0,0.0,4,25,experiments/runs/20260511_190322_093705_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0_t0_seed04,0.62,0.6622283001347375,0.43147857142857143,0.09673549239795917,0.43999999999999995,0.84,0.4,3
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.25,0.18,output_average,output_similarity,0.0,0.0,5,25,experiments/runs/20260511_190322_169917_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0_t0_seed05,0.55,0.5880738730982212,0.410717857142857,0.10220292983418366,0.33999999999999997,0.72,0.38,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.25,0.18,output_average,output_similarity,0.25,0.0,1,25,experiments/runs/20260511_190322_243666_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0p25_t0_seed01,0.63,0.6105571577637798,0.41214642857142864,0.0932062920790816,0.37999999999999995,0.82,0.44,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.25,0.18,output_average,output_similarity,0.25,0.0,2,25,experiments/runs/20260511_190322_327714_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0p25_t0_seed02,0.7,0.6380446352902919,0.4627785714285714,0.10315493770408163,0.2799999999999999,0.84,0.56,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.25,0.18,output_average,output_similarity,0.25,0.0,3,25,experiments/runs/20260511_190322_411136_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0p25_t0_seed03,0.65,0.6478719250058036,0.4264821428571428,0.10184853922193876,0.26,0.78,0.52,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.25,0.18,output_average,output_similarity,0.25,0.0,4,25,experiments/runs/20260511_190322_494571_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0p25_t0_seed04,0.58,0.5987121473678044,0.3727928571428572,0.09154893974489794,0.4,0.78,0.38,3
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.25,0.18,output_average,output_similarity,0.25,0.0,5,25,experiments/runs/20260511_190322_577320_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0p25_t0_seed05,0.54,0.5626579643114725,0.39849999999999985,0.1029633520408163,0.36,0.72,0.36,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.45,0.18,output_average,output_similarity,0.0,0.0,1,25,experiments/runs/20260511_190322_659792_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0_t0_seed01,0.41,0.3773877632549918,0.22483214285714287,0.03303776391581632,0.33999999999999997,0.58,0.24,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.45,0.18,output_average,output_similarity,0.0,0.0,2,25,experiments/runs/20260511_190322_732851_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0_t0_seed02,0.28,0.32301089610680156,0.22499999999999998,0.040565867346938796,0.36,0.46,0.1,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.45,0.18,output_average,output_similarity,0.0,0.0,3,25,experiments/runs/20260511_190322_806622_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0_t0_seed03,0.46,0.42902116839381876,0.2938642857142857,0.049187398928571435,0.36,0.64,0.28,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.45,0.18,output_average,output_similarity,0.0,0.0,4,25,experiments/runs/20260511_190322_879583_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0_t0_seed04,0.32,0.3464618758572851,0.25367499999999993,0.03975912320153061,0.36,0.5,0.14,3
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.45,0.18,output_average,output_similarity,0.0,0.0,5,25,experiments/runs/20260511_190322_958011_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0_t0_seed05,0.35,0.3927196249602924,0.267775,0.030318938405612252,0.34,0.52,0.18,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,1,25,experiments/runs/20260511_190323_031531_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed01,0.33,0.2959160731883153,0.16479999999999997,0.02957092173469388,0.26,0.46,0.2,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,2,25,experiments/runs/20260511_190323_115549_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed02,0.18,0.22276763961666254,0.2685785714285714,0.03362067852040816,0.24,0.3,0.06,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,3,25,experiments/runs/20260511_190323_201593_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed03,0.33,0.3363358025338394,0.18918214285714285,0.0274013987117347,0.22,0.44,0.22,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,4,25,experiments/runs/20260511_190323_286443_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed04,0.3,0.3073989653414559,0.22435714285714284,0.05391045408163266,0.32,0.46,0.14,3
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.35,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,5,25,experiments/runs/20260511_190323_371231_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed05,0.26,0.30487511829955116,0.24675,0.022397993622448976,0.28,0.4,0.12,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.25,0.18,output_average,output_similarity,0.0,0.0,1,25,experiments/runs/20260511_190323_457334_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p25_lr0p18_output_average_output_similarity_a0_t0_seed01,0.08,0.09167829982225577,0.23669285714285715,0.01834137147959184,0.16,0.0,0.16,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.25,0.18,output_average,output_similarity,0.0,0.0,2,25,experiments/runs/20260511_190323_529971_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p25_lr0p18_output_average_output_similarity_a0_t0_seed02,0.11,0.10759826315207528,0.23018571428571427,0.01651149612244898,0.22,0.0,0.22,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.25,0.18,output_average,output_similarity,0.0,0.0,3,25,experiments/runs/20260511_190323_603487_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p25_lr0p18_output_average_output_similarity_a0_t0_seed03,0.1,0.0869600059818762,0.23686071428571429,0.015137597691326532,0.16,0.02,0.18,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.25,0.18,output_average,output_similarity,0.0,0.0,4,25,experiments/runs/20260511_190323_677612_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p25_lr0p18_output_average_output_similarity_a0_t0_seed04,0.1,0.08470991409573295,0.24503214285714278,0.011023316568877551,0.16,0.02,0.18,3
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.25,0.18,output_average,output_similarity,0.0,0.0,5,25,experiments/runs/20260511_190323_752608_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p25_lr0p18_output_average_output_similarity_a0_t0_seed05,0.08,0.11494644756672394,0.25007857142857143,0.011517488724489792,0.12000000000000001,0.02,0.14,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.25,0.18,output_average,output_similarity,0.25,0.0,1,25,experiments/runs/20260511_190323_826716_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p25_lr0p18_output_average_output_similarity_a0p25_t0_seed01,0.08,0.10958197205441161,0.24516428571428567,0.014219087806122445,0.12000000000000001,0.02,0.14,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.25,0.18,output_average,output_similarity,0.25,0.0,2,25,experiments/runs/20260511_190323_910558_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p25_lr0p18_output_average_output_similarity_a0p25_t0_seed02,0.15,0.13626418862171166,0.22342142857142855,0.019626707091836733,0.26,0.02,0.28,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.25,0.18,output_average,output_similarity,0.25,0.0,3,25,experiments/runs/20260511_190323_994261_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p25_lr0p18_output_average_output_similarity_a0p25_t0_seed03,0.12,0.10215920285699921,0.2243321428571428,0.01675603483418367,0.16,0.04,0.2,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.25,0.18,output_average,output_similarity,0.25,0.0,4,25,experiments/runs/20260511_190324_078385_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p25_lr0p18_output_average_output_similarity_a0p25_t0_seed04,0.11,0.09758243475718592,0.2371035714285714,0.013232188507653066,0.13999999999999999,0.04,0.18,3
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.25,0.18,output_average,output_similarity,0.25,0.0,5,25,experiments/runs/20260511_190324_162121_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p25_lr0p18_output_average_output_similarity_a0p25_t0_seed05,0.11,0.14513478584523035,0.23329285714285716,0.01610846831632653,0.1,0.06,0.16,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.45,0.18,output_average,output_similarity,0.0,0.0,1,25,experiments/runs/20260511_190324_247038_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p45_lr0p18_output_average_output_similarity_a0_t0_seed01,0.01,0.028716644149140994,0.28927142857142857,0.005686265102040817,0.02,0.0,0.02,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.45,0.18,output_average,output_similarity,0.0,0.0,2,25,experiments/runs/20260511_190324_319511_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p45_lr0p18_output_average_output_similarity_a0_t0_seed02,0.01,0.036913140179932254,0.28889999999999993,0.0056877900000000025,0.02,0.0,0.02,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.45,0.18,output_average,output_similarity,0.0,0.0,3,25,experiments/runs/20260511_190324_392694_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p45_lr0p18_output_average_output_similarity_a0_t0_seed03,0.04,0.033648147469119295,0.25923928571428567,0.021368728711734692,0.039999999999999994,0.02,0.06,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.45,0.18,output_average,output_similarity,0.0,0.0,4,25,experiments/runs/20260511_190324_464803_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p45_lr0p18_output_average_output_similarity_a0_t0_seed04,0.01,0.02409109856969955,0.28897142857142855,0.005682737959183669,0.02,0.0,0.02,3
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.45,0.18,output_average,output_similarity,0.0,0.0,5,25,experiments/runs/20260511_190324_537329_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p45_lr0p18_output_average_output_similarity_a0_t0_seed05,0.04,0.04297882578594627,0.26275,0.016647728316326535,0.08,0.0,0.08,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,1,25,experiments/runs/20260511_190324_610674_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed01,0.01,0.0337135701226324,0.28927142857142857,0.005686265102040817,0.02,0.0,0.02,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,2,25,experiments/runs/20260511_190324_695510_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed02,0.02,0.043819105691119874,0.27737142857142855,0.011128315102040813,0.04,0.0,0.04,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,3,25,experiments/runs/20260511_190324_781109_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed03,0.05,0.040098247666670854,0.25258571428571425,0.02166235489795918,0.019999999999999997,0.04,0.06,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,4,25,experiments/runs/20260511_190324_864950_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed04,0.01,0.027408177515027776,0.28897142857142855,0.005682737959183669,0.02,0.0,0.02,3
toy9_heterogeneous_sensitivity_seeds01_05,0.5,gated,0.55,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,5,25,experiments/runs/20260511_190324_950227_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_gated_th0p55_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed05,0.05,0.048577842287138406,0.2608357142857143,0.01482663321428571,0.06,0.02,0.08,2
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.25,0.18,output_average,output_similarity,0.0,0.0,1,25,experiments/runs/20260511_190325_039071_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0_t0_seed01,0.71,0.6773101734253949,0.4942321428571428,0.09997715146683675,0.71,0.71,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.25,0.18,output_average,output_similarity,0.0,0.0,2,25,experiments/runs/20260511_190325_119046_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0_t0_seed02,0.72,0.6746154127304037,0.50375,0.11306773852040815,0.72,0.72,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.25,0.18,output_average,output_similarity,0.0,0.0,3,25,experiments/runs/20260511_190325_199642_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0_t0_seed03,0.7,0.6845996358319621,0.5050571428571429,0.1148483436734694,0.7,0.7,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.25,0.18,output_average,output_similarity,0.0,0.0,4,25,experiments/runs/20260511_190325_280234_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0_t0_seed04,0.62,0.6622283001347375,0.43147857142857143,0.09673549239795917,0.62,0.62,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.25,0.18,output_average,output_similarity,0.0,0.0,5,25,experiments/runs/20260511_190325_359535_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0_t0_seed05,0.55,0.5880738730982212,0.410717857142857,0.10220292983418366,0.55,0.55,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.25,0.18,output_average,output_similarity,0.25,0.0,1,25,experiments/runs/20260511_190325_440384_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0p25_t0_seed01,0.55,0.6250444626341924,0.3903749999999999,0.08082939126275508,0.55,0.55,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.25,0.18,output_average,output_similarity,0.25,0.0,2,25,experiments/runs/20260511_190325_541439_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0p25_t0_seed02,0.73,0.6975047329417697,0.493392857142857,0.10569984056122447,0.73,0.73,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.25,0.18,output_average,output_similarity,0.25,0.0,3,25,experiments/runs/20260511_190325_642485_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0p25_t0_seed03,0.69,0.6822731029340966,0.4973428571428572,0.12241514367346934,0.69,0.69,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.25,0.18,output_average,output_similarity,0.25,0.0,4,25,experiments/runs/20260511_190325_743819_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0p25_t0_seed04,0.68,0.6698868703229575,0.5104928571428572,0.11409623158163265,0.68,0.68,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.25,0.18,output_average,output_similarity,0.25,0.0,5,25,experiments/runs/20260511_190325_844677_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p25_lr0p18_output_average_output_similarity_a0p25_t0_seed05,0.56,0.5858911886146215,0.4393714285714285,0.11724298244897959,0.56,0.56,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.45,0.18,output_average,output_similarity,0.0,0.0,1,25,experiments/runs/20260511_190325_944776_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0_t0_seed01,0.41,0.3773877632549918,0.22483214285714287,0.03303776391581632,0.41,0.41,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.45,0.18,output_average,output_similarity,0.0,0.0,2,25,experiments/runs/20260511_190326_025174_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0_t0_seed02,0.28,0.32301089610680156,0.22499999999999998,0.040565867346938796,0.28,0.28,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.45,0.18,output_average,output_similarity,0.0,0.0,3,25,experiments/runs/20260511_190326_105189_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0_t0_seed03,0.46,0.42902116839381876,0.2938642857142857,0.049187398928571435,0.46,0.46,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.45,0.18,output_average,output_similarity,0.0,0.0,4,25,experiments/runs/20260511_190326_185028_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0_t0_seed04,0.32,0.3464618758572851,0.25367499999999993,0.03975912320153061,0.32,0.32,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.45,0.18,output_average,output_similarity,0.0,0.0,5,25,experiments/runs/20260511_190326_265144_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0_t0_seed05,0.35,0.3927196249602924,0.267775,0.030318938405612252,0.35,0.35,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,1,25,experiments/runs/20260511_190326_345735_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed01,0.38,0.3657614950588395,0.19470714285714283,0.031159896377551014,0.38,0.38,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,2,25,experiments/runs/20260511_190326_446242_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed02,0.22,0.2364397880405017,0.2614214285714285,0.05023843362244898,0.22,0.22,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,3,25,experiments/runs/20260511_190326_546246_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed03,0.41,0.4107800037898474,0.2584285714285714,0.042059091836734695,0.41,0.41,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,4,25,experiments/runs/20260511_190326_643682_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed04,0.32,0.35888147713089524,0.21872857142857138,0.0514236181632653,0.32,0.32,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.35,1.2,0.45,0.18,output_average,output_similarity,0.25,0.0,5,25,experiments/runs/20260511_190326_743794_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p35_b1p2_c0p45_lr0p18_output_average_output_similarity_a0p25_t0_seed05,0.27,0.3358603119987908,0.2457642857142857,0.02236275770408164,0.27,0.27,0.0,1
toy9_heterogeneous_sensitivity_seeds01_05,0.5,all_enabled,0.55,1.2,0.25,0.18,output_average,output_similarity,0.0,0.0,1,25,experiments/runs/20260511_190326_845256_toy9_heterogeneous_sensitivity_seeds01_05_f0p5_all_enabled_th0p55_b1p2_c0p25_lr0p18_output_average_output_similarity_a0_t0_seed01,0.08,0.09167829982225577,0.23669285714285715,0.01834137147959184,0.08,0.08,0.0,1
