label,regime,game_family,purpose,payoff_T,payoff_R,payoff_P,payoff_S,update_rule,mixer,peer_rule,seed,alpha,selection_strength,policy_temperature,payoff_transform,exploration_epsilon,run_dir,final_cooperation_rate,final_mean_payoff,final_mean_policy_cooperation,final_cooperation_components,final_largest_cooperation_cluster_fraction,final_fragmentation_components
toy2_neural_alpha_sweep_seeds01_05,soft_pd,prisoner_dilemma,weak dilemma,3.1,3.0,1.0,0.5,neural_policy,output_average,none,5,0.5,1.0,1.0,linear,0.0,experiments/runs/20260430_095857_064605_toy2_neural_alpha_sweep_seeds01_05_soft_pd_neural_policy_output_average_a0p5_seed05,0.28,1.4840000000000004,0.2911311388015747,12,0.08,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,none,none,1,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_095903_895074_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_none_a0p0_seed01,0.43,2.34,0.4378474950790405,18,0.23,100
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,none,none,2,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_095907_982350_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_none_a0p0_seed02,0.37,1.9325,0.46469467878341675,12,0.14,100
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,none,none,3,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_095912_029549_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_none_a0p0_seed03,0.5,2.4275,0.4426513910293579,8,0.28,100
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,none,none,4,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_095915_955846_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_none_a0p0_seed04,0.45,2.3125,0.4630165994167328,14,0.17,100
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,none,none,5,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_095920_363658_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_none_a0p0_seed05,0.43,2.3225,0.4321569502353668,17,0.12,100
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,1,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_095924_417635_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p0_seed01,0.46,2.4825,0.4481484889984131,18,0.16,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,2,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_095931_296211_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p0_seed02,0.38,2.015,0.45863059163093567,13,0.16,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,3,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_095938_303100_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p0_seed03,0.53,2.605,0.44687819480895996,12,0.31,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,4,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_095945_503414_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p0_seed04,0.46,2.4125,0.4522590935230255,17,0.18,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,5,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_095952_556808_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p0_seed05,0.42,2.31,0.4389401972293854,19,0.08,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,1,0.1,1.0,1.0,linear,0.0,experiments/runs/20260430_095959_665380_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p1_seed01,0.44,2.265,0.44019821286201477,12,0.32,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,2,0.1,1.0,1.0,linear,0.0,experiments/runs/20260430_100006_382162_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p1_seed02,0.46,2.2725,0.4655393958091736,9,0.24,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,3,0.1,1.0,1.0,linear,0.0,experiments/runs/20260430_100013_215403_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p1_seed03,0.52,2.3125,0.43449297547340393,3,0.46,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,4,0.1,1.0,1.0,linear,0.0,experiments/runs/20260430_100020_123197_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p1_seed04,0.46,2.2725,0.4601483941078186,10,0.25,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,5,0.1,1.0,1.0,linear,0.0,experiments/runs/20260430_100027_437991_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p1_seed05,0.43,2.1825,0.4463437795639038,12,0.17,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,1,0.25,1.0,1.0,linear,0.0,experiments/runs/20260430_100034_423939_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p25_seed01,0.43,2.1825,0.43607720732688904,11,0.19,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,2,0.25,1.0,1.0,linear,0.0,experiments/runs/20260430_100041_464726_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p25_seed02,0.47,2.285,0.4625217318534851,9,0.22,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,3,0.25,1.0,1.0,linear,0.0,experiments/runs/20260430_100049_350843_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p25_seed03,0.51,2.2825,0.45282965898513794,4,0.44,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,4,0.25,1.0,1.0,linear,0.0,experiments/runs/20260430_100056_407252_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p25_seed04,0.45,2.295,0.4544827342033386,11,0.19,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,5,0.25,1.0,1.0,linear,0.0,experiments/runs/20260430_100104_077395_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p25_seed05,0.41,2.0525,0.44343101978302,9,0.21,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,1,0.5,1.0,1.0,linear,0.0,experiments/runs/20260430_100113_379610_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p5_seed01,0.45,2.225,0.4419950246810913,8,0.34,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,2,0.5,1.0,1.0,linear,0.0,experiments/runs/20260430_100122_379629_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p5_seed02,0.47,2.285,0.46331536769866943,9,0.23,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,3,0.5,1.0,1.0,linear,0.0,experiments/runs/20260430_100131_354211_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p5_seed03,0.54,2.3375,0.4508628845214844,4,0.47,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,4,0.5,1.0,1.0,linear,0.0,experiments/runs/20260430_100140_574367_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p5_seed04,0.43,2.2175,0.454941987991333,11,0.18,1
toy2_neural_alpha_sweep_seeds01_05,snowdrift,snowdrift,mixed strategy regime,5.0,3.0,0.0,1.5,neural_policy,output_average,none,5,0.5,1.0,1.0,linear,0.0,experiments/runs/20260430_100149_751541_toy2_neural_alpha_sweep_seeds01_05_snowdrift_neural_policy_output_average_a0p5_seed05,0.41,2.0525,0.44624534249305725,9,0.21,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_100159_029603_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_none_a0p0_seed01,0.18,1.895,0.19395656883716583,13,0.06,100
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_100204_190478_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_none_a0p0_seed02,0.2,2.055,0.2411736100912094,6,0.12,100
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_100209_216992_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_none_a0p0_seed03,0.2,1.98,0.14598827064037323,9,0.06,100
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,4,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_100214_255344_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_none_a0p0_seed04,0.18,1.97,0.20340196788311005,8,0.07,100
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,5,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_100219_309024_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_none_a0p0_seed05,0.22,1.96,0.20730064809322357,11,0.06,100
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,1,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_100224_768091_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p0_seed01,0.15,1.985,0.14486080408096313,7,0.07,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,2,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_100233_513585_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p0_seed02,0.13,2.05,0.15465973317623138,4,0.1,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,3,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_100242_036567_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p0_seed03,0.15,1.955,0.08040084689855576,9,0.05,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,4,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_100250_726089_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p0_seed04,0.12,1.94,0.10928371548652649,8,0.04,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,5,0.0,1.0,1.0,linear,0.0,experiments/runs/20260430_100259_154564_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p0_seed05,0.17,1.98,0.1263301819562912,8,0.07,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,1,0.1,1.0,1.0,linear,0.0,experiments/runs/20260430_100308_090169_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p1_seed01,0.06,1.97,0.09284088760614395,4,0.03,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,2,0.1,1.0,1.0,linear,0.0,experiments/runs/20260430_100318_308067_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p1_seed02,0.11,2.025,0.10952591896057129,3,0.09,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,3,0.1,1.0,1.0,linear,0.0,experiments/runs/20260430_100327_425351_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p1_seed03,0.12,1.955,0.06291842460632324,7,0.04,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,4,0.1,1.0,1.0,linear,0.0,experiments/runs/20260430_100336_204733_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p1_seed04,0.11,1.935,0.08068112283945084,8,0.03,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,5,0.1,1.0,1.0,linear,0.0,experiments/runs/20260430_100345_069682_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p1_seed05,0.11,1.995,0.09674573689699173,5,0.06,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,1,0.25,1.0,1.0,linear,0.0,experiments/runs/20260430_100353_876542_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p25_seed01,0.05,1.95,0.06496746838092804,5,0.01,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,2,0.25,1.0,1.0,linear,0.0,experiments/runs/20260430_100402_995220_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p25_seed02,0.12,2.015,0.10965322703123093,4,0.09,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,3,0.25,1.0,1.0,linear,0.0,experiments/runs/20260430_100411_997081_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p25_seed03,0.12,1.955,0.04857457056641579,7,0.04,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,4,0.25,1.0,1.0,linear,0.0,experiments/runs/20260430_100421_742805_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p25_seed04,0.11,1.935,0.09105353057384491,8,0.03,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,5,0.25,1.0,1.0,linear,0.0,experiments/runs/20260430_100430_750874_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p25_seed05,0.12,1.925,0.08242374658584595,9,0.03,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,1,0.5,1.0,1.0,linear,0.0,experiments/runs/20260430_100439_946184_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p5_seed01,0.04,1.96,0.06854857504367828,4,0.01,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,2,0.5,1.0,1.0,linear,0.0,experiments/runs/20260430_100448_820660_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p5_seed02,0.11,1.98,0.09605830907821655,5,0.07,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,3,0.5,1.0,1.0,linear,0.0,experiments/runs/20260430_100457_651347_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p5_seed03,0.13,1.945,0.05378875136375427,8,0.04,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,4,0.5,1.0,1.0,linear,0.0,experiments/runs/20260430_100506_655019_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p5_seed04,0.12,1.925,0.08871603012084961,9,0.03,1
toy2_neural_alpha_sweep_seeds01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,output_average,none,5,0.5,1.0,1.0,linear,0.0,experiments/runs/20260430_100515_635888_toy2_neural_alpha_sweep_seeds01_05_stag_hunt_neural_policy_output_average_a0p5_seed05,0.08,1.935,0.07083689421415329,7,0.02,1
