label,game_family,update_rule,mixer,peer_rule,initial_cooperation_probability,policy_prior_mode,policy_prior_cooperation_probability,local_update_rule,neural_peer_mode,revision_rate,selection_strength,policy_temperature,payoff_transform,learning_enabled,epoch,seeds,cooperation_mean,cooperation_std,policy_cooperation_mean,policy_cooperation_std,payoff_mean,payoff_std,local_loss_mean,revised_local_loss_mean,social_loss_mean,realized_revision_rate_mean
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,10,5,0.502,0.03768288736283358,0.49425621032714845,0.04768096973709687,2.431,0.09051243008559627,0.0,0.0,0.0,0.25
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,11,5,0.506,0.0497995983919549,0.49346065521240234,0.03214679792166521,2.457,0.10912149192528481,0.0,0.0,0.0,0.27
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,12,5,0.48599999999999993,0.04159326868617088,0.4835386037826538,0.036847507760037465,2.435,0.11363318177363532,0.0,0.0,0.0,0.274
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,13,5,0.488,0.03633180424916992,0.4804383873939514,0.04369060824456999,2.418,0.09087078738516553,0.0,0.0,0.0,0.294
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,14,5,0.4640000000000001,0.05366563145999494,0.4741170644760132,0.05026063618256743,2.397,0.1121160113453918,0.0,0.0,0.0,0.242
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,15,5,0.46799999999999997,0.049699094559156706,0.45819435715675355,0.057883024733354306,2.4170000000000003,0.09699226773305192,0.0,0.0,0.0,0.252
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,16,5,0.4640000000000001,0.06348228099241551,0.4640654563903809,0.051566221144839657,2.433,0.12397580409095973,0.0,0.0,0.0,0.27199999999999996
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,17,5,0.46799999999999997,0.06379655163094634,0.46469064354896544,0.06488755411030203,2.444,0.13790395208259995,0.0,0.0,0.0,0.252
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,18,5,0.46799999999999997,0.07155417527999326,0.4647263169288635,0.06814998683967412,2.456,0.14926486525636254,0.0,0.0,0.0,0.242
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,19,5,0.466,0.06024948132556829,0.4659212827682495,0.06385167651228689,2.449,0.14135062787267696,0.0,0.0,0.0,0.258
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,20,5,0.47400000000000003,0.0654217089351845,0.46038433313369753,0.06147468892289372,2.4560000000000004,0.15347638254793464,0.0,0.0,0.0,0.254
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,21,5,0.462,0.07429670248402682,0.46547213196754456,0.07212096709814564,2.42,0.1841195263952199,0.0,0.0,0.0,0.262
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,22,5,0.45999999999999996,0.0758287544405155,0.45781936049461364,0.07172574272344329,2.428,0.2122675198894075,0.0,0.0,0.0,0.254
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,23,5,0.458,0.0807465169527454,0.4520165383815765,0.07576351240175629,2.445,0.2254717277176897,0.0,0.0,0.0,0.284
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,24,5,0.46799999999999997,0.09311283477587823,0.45888787508010864,0.09007566249203054,2.468,0.23766047210253535,0.0,0.0,0.0,0.248
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,25,5,0.472,0.08871302046486751,0.47377955317497256,0.08391172068546116,2.467,0.22052777602832704,0.0,0.0,0.0,0.238
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,26,5,0.472,0.0834865258589672,0.46959331035614016,0.0910675956120893,2.461,0.20680304639922487,0.0,0.0,0.0,0.25
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,27,5,0.46799999999999997,0.07328028384224504,0.4620301127433777,0.08553994269825586,2.4560000000000004,0.18122499827562422,0.0,0.0,0.0,0.256
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,28,5,0.4720000000000001,0.06457553716385177,0.46536123752593994,0.06819956062806892,2.4699999999999998,0.19909168742064556,0.0,0.0,0.0,0.256
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,29,5,0.4779999999999999,0.07694153624668537,0.47586153745651244,0.07326136615061585,2.479,0.22336629110051484,0.0,0.0,0.0,0.244
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,30,5,0.472,0.0804363102087608,0.46073304414749144,0.06413842052208561,2.476,0.23820684289079522,0.0,0.0,0.0,0.288
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,31,5,0.4640000000000001,0.07368853370776217,0.47591673731803896,0.0752103821661926,2.4899999999999998,0.22806249143600954,0.0,0.0,0.0,0.272
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,32,5,0.45999999999999996,0.06892024376045112,0.46244134902954104,0.07536593575232314,2.479,0.19809719836484307,0.0,0.0,0.0,0.254
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,33,5,0.4640000000000001,0.06655824516917495,0.46048239469528196,0.06615748043495605,2.4899999999999998,0.18648056198971502,0.0,0.0,0.0,0.248
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,34,5,0.4720000000000001,0.06457553716385178,0.4665225386619568,0.06471266789858199,2.509,0.19070264812005086,0.0,0.0,0.0,0.22600000000000003
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,35,5,0.462,0.07496665925596525,0.4691162943840027,0.0628063065972676,2.495,0.20435875317685812,0.0,0.0,0.0,0.246
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,36,5,0.45999999999999996,0.08455767262643882,0.45537465810775757,0.07785011452776883,2.494,0.23055368138461826,0.0,0.0,0.0,0.258
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,37,5,0.4699999999999999,0.101734949746879,0.4595647811889648,0.0977061105691635,2.508,0.26068659344124323,0.0,0.0,0.0,0.236
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,38,5,0.46799999999999997,0.09444575162494076,0.4656473696231842,0.09413691857636165,2.525,0.24253865671269806,0.0,0.0,0.0,0.238
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,39,5,0.48,0.08803408430829505,0.47379602789878844,0.08152454112745655,2.5490000000000004,0.22982058219402376,0.0,0.0,0.0,0.22999999999999998
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,40,5,0.4779999999999999,0.09757048734120374,0.4817620038986206,0.091789415286054,2.545,0.2605762844159077,0.0,0.0,0.0,0.266
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,41,5,0.4779999999999999,0.10059821071967431,0.47971168756484983,0.09830574876475395,2.5420000000000003,0.2528487690300271,0.0,0.0,0.0,0.23199999999999998
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,42,5,0.466,0.09016651263079883,0.4684083104133606,0.10632629957757365,2.497,0.2147847759968105,0.0,0.0,0.0,0.252
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,43,5,0.4779999999999999,0.0973139250056229,0.4763162970542908,0.09858306323662731,2.539,0.2186721289968156,0.0,0.0,0.0,0.23199999999999998
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,44,5,0.49000000000000005,0.07905694150420949,0.4852964997291565,0.09785524813619884,2.56,0.19896607751071557,0.0,0.0,0.0,0.27599999999999997
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,45,5,0.484,0.07700649323271386,0.48864694833755495,0.07631036239691552,2.5300000000000002,0.20015618901248086,0.0,0.0,0.0,0.238
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,46,5,0.4779999999999999,0.08555699854482975,0.48490939736366273,0.07947932329135235,2.521,0.22230047233418107,0.0,0.0,0.0,0.256
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,47,5,0.484,0.08876936408468859,0.476806104183197,0.0754093232143211,2.53,0.2376709910780027,0.0,0.0,0.0,0.278
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,48,5,0.466,0.10358571330062848,0.4683549165725708,0.09785951509674543,2.506,0.24249742266671617,0.0,0.0,0.0,0.22000000000000003
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,49,5,0.458,0.11388590782006348,0.45589466094970704,0.10840983132211927,2.475,0.24477030048598633,0.0,0.0,0.0,0.284
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.55,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,50,5,0.442,0.12316655390161728,0.4456296294927597,0.12721515232389716,2.4579999999999997,0.24229630620378848,0.0,0.0,0.0,0.266
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,0,5,0.5820000000000001,0.02387467277262666,0.5819999933242798,0.023874673721324007,2.4170000000000003,0.05685507892879935,0.0,0.0,0.0,0.0
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,1,5,0.586,0.024083189157584617,0.5727769017219544,0.02285223825353783,2.467,0.0942470158678777,0.0,0.0,0.0,0.21600000000000003
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,2,5,0.5740000000000001,0.029664793948382635,0.5793116927146912,0.035113752326210855,2.479,0.08883974335847668,0.0,0.0,0.0,0.264
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,3,5,0.5700000000000001,0.03741657386773941,0.5612289905548096,0.043584114109747864,2.495,0.07968688725254622,0.0,0.0,0.0,0.274
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,4,5,0.57,0.03674234614174766,0.5694642663002014,0.03350324404456984,2.519,0.0741956872061981,0.0,0.0,0.0,0.27
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,5,5,0.568,0.043817804600413304,0.5749996542930603,0.03990239355376266,2.5,0.08874119674649421,0.0,0.0,0.0,0.26
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,6,5,0.536,0.02966479394838266,0.5399497091770172,0.038309672490356404,2.457,0.09182864476839459,0.0,0.0,0.0,0.252
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,7,5,0.526,0.029664793948382662,0.527241587638855,0.025803719968741038,2.4579999999999997,0.09776246723564214,0.0,0.0,0.0,0.23399999999999999
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,8,5,0.522,0.022803508501982796,0.5224379539489746,0.025533209886912225,2.459,0.06494228206646255,0.0,0.0,0.0,0.21400000000000002
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,9,5,0.518,0.025884358211089576,0.5159474074840545,0.02648800451530001,2.46,0.0829909633634891,0.0,0.0,0.0,0.252
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,10,5,0.526,0.02792848008753789,0.518248337507248,0.02690477883175361,2.473,0.054152562266249336,0.0,0.0,0.0,0.25
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,11,5,0.5279999999999999,0.04868264577855235,0.5177313983440399,0.026956832250894812,2.5010000000000003,0.09201901977308793,0.0,0.0,0.0,0.27
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,12,5,0.506,0.05224940191045253,0.5026964902877807,0.04490579425759134,2.478,0.09569482744641945,0.0,0.0,0.0,0.274
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,13,5,0.506,0.037815340802378104,0.5014687299728393,0.051894510489015507,2.46,0.06194755846681951,0.0,0.0,0.0,0.294
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,14,5,0.484,0.04929503017546498,0.494491845369339,0.04469062156174213,2.44,0.07697402159170334,0.0,0.0,0.0,0.242
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,15,5,0.488,0.04207136793592528,0.480316686630249,0.04030998712180039,2.46,0.05937171043518968,0.0,0.0,0.0,0.252
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,16,5,0.48200000000000004,0.05932958789676531,0.48284931778907775,0.046428755033233696,2.472,0.10152585877499405,0.0,0.0,0.0,0.27199999999999996
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,17,5,0.484,0.053197744313081545,0.4826953411102295,0.054365982876266795,2.482,0.09699226773305172,0.0,0.0,0.0,0.252
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,18,5,0.484,0.057706152185014015,0.483064866065979,0.05450467832653856,2.488,0.11294910358209985,0.0,0.0,0.0,0.242
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,19,5,0.48200000000000004,0.047644516998286424,0.4807365357875824,0.050042739455944875,2.484,0.10591269989949256,0.0,0.0,0.0,0.258
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,20,5,0.49399999999999994,0.04929503017546494,0.47969152331352233,0.043862980568149315,2.502,0.1053921249429958,0.0,0.0,0.0,0.254
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,21,5,0.48,0.054313902456001054,0.4833476424217224,0.05832472112847603,2.462,0.12592656590251328,0.0,0.0,0.0,0.262
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,22,5,0.48,0.05244044240850755,0.4780981779098511,0.05224271512957824,2.4739999999999998,0.14736858552622412,0.0,0.0,0.0,0.254
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,23,5,0.4779999999999999,0.055407580708780255,0.4732303023338318,0.048697629632391555,2.488,0.152463110292293,0.0,0.0,0.0,0.284
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,24,5,0.48599999999999993,0.06841052550594827,0.4780116856098175,0.06439045028685592,2.504,0.1755491384199876,0.0,0.0,0.0,0.248
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,25,5,0.488,0.06833739825307955,0.49145864248275756,0.05969816988240942,2.502,0.17141324336234923,0.0,0.0,0.0,0.238
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,26,5,0.488,0.06180614856144976,0.4848115026950836,0.06820448385615983,2.496,0.16032778923193564,0.0,0.0,0.0,0.25
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,27,5,0.484,0.05458937625582472,0.4792163372039795,0.06641355642479484,2.491,0.1333885302415465,0.0,0.0,0.0,0.256
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,28,5,0.48599999999999993,0.051283525619832376,0.48108038306236267,0.049539514859977096,2.501,0.15396428157205813,0.0,0.0,0.0,0.256
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,29,5,0.492,0.06300793600809344,0.48992629051208497,0.06031761908655683,2.525,0.1615162530521308,0.0,0.0,0.0,0.244
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,30,5,0.488,0.06180614856144978,0.4759495437145233,0.049802655931260306,2.529,0.1704186022709963,0.0,0.0,0.0,0.288
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,31,5,0.484,0.04979959839195494,0.493752247095108,0.05627766950309695,2.5420000000000003,0.1689896446531562,0.0,0.0,0.0,0.272
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,32,5,0.48,0.04636809247747854,0.48244134783744813,0.05251112410130677,2.528,0.1486859105631733,0.0,0.0,0.0,0.254
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,33,5,0.48599999999999993,0.04827007354458871,0.4829149305820465,0.044286474605382396,2.54,0.14195069566578386,0.0,0.0,0.0,0.248
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,34,5,0.49399999999999994,0.04615192303685733,0.4889242470264435,0.04678548754936331,2.5620000000000003,0.14584238067173738,0.0,0.0,0.0,0.22600000000000003
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,0.25,1.0,1.0,linear,True,35,5,0.488,0.05215361924162123,0.49170440435409546,0.04556501379364343,2.553,0.14918947684069406,0.0,0.0,0.0,0.246
