toy,scenario,peer_rule,training_backend,resolved_training_backend,device,agent_count,epochs,seed,repeat_index,warmup_runs,repeats,run_id,epoch,policy_rule,coordination_mixer,stage,seconds
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,local_trainable_parameters,0.00041192001663148403
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,local_loss_forward,0.0006072809919714928
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,local_autograd_grad,0.0014793719165027142
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,local_adam_update,0.011544618057087064
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,local_optimizer_update,0.013394271954894066
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,local_loss_update,0.014117310987785459
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,local_training,0.014548958977684379
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,cache_refresh,5.070120096206665e-06
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,post_local_readout,0.00017519178800284863
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,local_step,0.01678164815530181
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,select_peers,4.0626851841807365e-05
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,social_trainable_parameters,0.00014895200729370117
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,social_mix,0.000227771932259202
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,social_loss_forward,0.0001976541243493557
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,social_autograd_grad,0.000555102014914155
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,social_adam_update,0.03923028102144599
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,social_optimizer_update,0.040070814080536366
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,social_loss_update,0.04055656283162534
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,social_distillation,0.041108288103714585
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,social_step,0.04111961997114122
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,sample_actions,1.1629890650510788e-06
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,commit_actions,3.956956788897514e-06
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,0,5,toy4_gpu_core_neural_output_average_batched_1024_cpu_repeat00,4,neural_policy,output_average,post_step_state_policy,2.8023961931467056e-05
