condition,update_rule,policy_prior_mode,learning_enabled,p0,revision_rate,epoch,seeds,cooperation_mean,policy_pre_mean,policy_post_social_mean,revised_local_loss_mean
neural_default_no_learn,neural_policy,default,False,0.9,0.1,1,3,0.89,0.5007017453511556,0.5007017453511556,0.0
neural_default_no_learn,neural_policy,default,False,0.9,0.1,5,3,0.7433333333333333,0.5004346966743469,0.5004346966743469,0.0
neural_default_no_learn,neural_policy,default,False,0.9,0.1,10,3,0.6633333333333333,0.5011261105537415,0.5011261105537415,0.0
neural_default_no_learn,neural_policy,default,False,0.9,0.1,25,3,0.5166666666666666,0.5033949216206869,0.5033949216206869,0.0
neural_default_no_learn,neural_policy,default,False,0.9,0.1,50,3,0.5466666666666666,0.5018135706583658,0.5018135706583658,0.0
neural_match_p0_learn,neural_policy,match_p0,True,0.1,0.1,0,3,0.09000000000000001,0.1000000014901161,0.1000000014901161,0.0
neural_match_p0_learn,neural_policy,match_p0,True,0.1,0.1,1,3,0.09999999999999999,0.1000000014901161,0.09976887454589205,0.21917224659935217
neural_match_p0_learn,neural_policy,match_p0,True,0.1,0.1,5,3,0.09333333333333334,0.09803992013136544,0.0974816555778185,0.037586637985265965
neural_match_p0_learn,neural_policy,match_p0,True,0.1,0.1,10,3,0.08666666666666667,0.09556039174397783,0.09503966818253194,-0.010811629347653666
neural_match_p0_learn,neural_policy,match_p0,True,0.1,0.1,25,3,0.10333333333333333,0.08715088417132694,0.0866011629501978,-0.0699497090500989
neural_match_p0_learn,neural_policy,match_p0,True,0.1,0.1,50,3,0.13,0.07796017328898107,0.07769192506869631,-0.30334531258927006
neural_match_p0_learn,neural_policy,match_p0,True,0.3,0.1,0,3,0.3133333333333333,0.3000000119209289,0.3000000119209289,0.0
neural_match_p0_learn,neural_policy,match_p0,True,0.3,0.1,1,3,0.31,0.3000000119209289,0.2994683583577474,0.28388666403822566
neural_match_p0_learn,neural_policy,match_p0,True,0.3,0.1,5,3,0.31666666666666665,0.2985217273235321,0.2976485590140025,0.14199506501505343
