label,game_family,update_rule,mixer,peer_rule,initial_cooperation_probability,policy_prior_mode,policy_prior_cooperation_probability,local_update_rule,neural_peer_mode,interaction_mode,revision_rate,selection_strength,policy_temperature,payoff_transform,learning_enabled,epoch,seeds,cooperation_mean,cooperation_std,policy_cooperation_mean,policy_cooperation_std,payoff_mean,payoff_std,local_loss_mean,revised_local_loss_mean,social_loss_mean,realized_revision_rate_mean
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,10,5,0.548,0.046583258795408464,0.5329172432422637,0.05533727496256925,2.358,0.16674643924234198,0.0,0.0,0.0,0.25
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,11,5,0.538,0.04816637831516922,0.5457776129245758,0.04528134418485806,2.31,0.14776459318794866,0.0,0.0,0.0,0.27
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,12,5,0.538,0.047644516998286375,0.5347276151180267,0.04857055780288234,2.3455000000000004,0.05026181453151088,0.0,0.0,0.0,0.274
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,13,5,0.532,0.05495452665613638,0.5333711326122283,0.052216061423005763,2.285,0.17964374467261582,0.0,0.0,0.0,0.294
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,14,5,0.522,0.041472882706655424,0.5206894397735595,0.041246533771585984,2.3285,0.08813342158341525,0.0,0.0,0.0,0.242
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,15,5,0.528,0.044384682042344276,0.5062708854675293,0.05373312035320791,2.3015,0.18559532591097203,0.0,0.0,0.0,0.252
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,16,5,0.512,0.05674504383644443,0.5177450835704803,0.0507229863990166,2.2600000000000002,0.10216408370851271,0.0,0.0,0.0,0.27199999999999996
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,17,5,0.484,0.046690470119715013,0.4908067524433136,0.05799358503603268,2.242,0.19177949577574754,0.0,0.0,0.0,0.252
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,18,5,0.4640000000000001,0.04505552130427526,0.47136700749397276,0.0475611965895779,2.2310000000000003,0.0739002706354989,0.0,0.0,0.0,0.242
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,19,5,0.462,0.034205262752974135,0.4643777906894684,0.04315467205917077,2.1275,0.06957460025037863,0.0,0.0,0.0,0.258
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,20,5,0.446,0.02509980079602228,0.451842725276947,0.017245159998846453,2.1700000000000004,0.08336666000266542,0.0,0.0,0.0,0.254
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,21,5,0.434,0.05412947441089744,0.43016988039016724,0.036425674923197086,2.154,0.14247368178017997,0.0,0.0,0.0,0.262
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,22,5,0.43,0.07176350047203661,0.4245849072933197,0.05425506157383495,2.1559999999999997,0.10840606532846757,0.0,0.0,0.0,0.254
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,23,5,0.44400000000000006,0.08018728078691782,0.429869282245636,0.06977129623194439,2.102,0.13521279525252047,0.0,0.0,0.0,0.284
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,24,5,0.43200000000000005,0.084970583144992,0.4352447748184204,0.0909662531673421,2.1665,0.12426785585983217,0.0,0.0,0.0,0.248
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,25,5,0.438,0.08555699854482975,0.4271662950515747,0.08345540808824269,2.128,0.14284388331321723,0.0,0.0,0.0,0.238
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,26,5,0.422,0.07854934754662192,0.42496941685676576,0.08672194930196157,2.109,0.12034585576578877,0.0,0.0,0.0,0.25
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,27,5,0.404,0.07700649323271382,0.3993728280067444,0.07619211838018528,2.0635,0.112438872281787,0.0,0.0,0.0,0.256
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,28,5,0.384,0.0676756972627545,0.38055585026741023,0.07865133491342977,2.012,0.1272472985960802,0.0,0.0,0.0,0.256
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,29,5,0.372,0.0828854631404084,0.37769741415977476,0.07278021453275986,2.098,0.10792647960533136,0.0,0.0,0.0,0.244
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,30,5,0.366,0.09528903399657276,0.36070524454116815,0.09034632397225306,2.0484999999999998,0.09341774456707896,0.0,0.0,0.0,0.288
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,31,5,0.358,0.10084641788382966,0.3679271936416626,0.09263657034366872,2.0785,0.0996493853468249,0.0,0.0,0.0,0.272
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,32,5,0.346,0.07092249290598857,0.35476494133472436,0.08854853655655379,2.044,0.08213175390797403,0.0,0.0,0.0,0.254
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,33,5,0.352,0.085848704125339,0.35015796422958373,0.0811996744678129,2.018,0.10766557016985508,0.0,0.0,0.0,0.248
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,34,5,0.348,0.08105553651663777,0.34536186754703524,0.08637592708125386,2.0420000000000003,0.09726574422683451,0.0,0.0,0.0,0.22600000000000003
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,35,5,0.32599999999999996,0.09838699100999075,0.3411855936050415,0.0882960688934948,2.0060000000000002,0.06760639762626013,0.0,0.0,0.0,0.246
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,36,5,0.32,0.10074720839804942,0.31590131521224973,0.10160918371165106,1.9954999999999998,0.08241283273859715,0.0,0.0,0.0,0.258
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,37,5,0.316,0.09838699100999075,0.31252525746822357,0.1082271473138201,1.9855,0.10863355835099948,0.0,0.0,0.0,0.236
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,38,5,0.31,0.08426149773176358,0.30966985225677485,0.09072514672412092,1.989,0.09149111978766036,0.0,0.0,0.0,0.238
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,39,5,0.31799999999999995,0.09418067742376883,0.30769226551055906,0.08277914245973873,2.0420000000000003,0.07209802355127348,0.0,0.0,0.0,0.22999999999999998
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,40,5,0.296,0.10737783756436894,0.30869633853435513,0.09596373319545533,1.9715,0.1058979461557211,0.0,0.0,0.0,0.266
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,41,5,0.288,0.10894952959971879,0.29034760594367975,0.11057886080241015,1.9789999999999999,0.06934064464655641,0.0,0.0,0.0,0.23199999999999998
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,42,5,0.27599999999999997,0.11970797801316335,0.27319894134998324,0.1078531489024788,1.954,0.07484567455771905,0.0,0.0,0.0,0.252
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,43,5,0.27,0.11640446726822817,0.2761912971735,0.11473785090606387,1.9785,0.05293274034092697,0.0,0.0,0.0,0.23199999999999998
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,44,5,0.256,0.12441864811996632,0.26228051185607903,0.11455344764179944,2.0185000000000004,0.14983949746311886,0.0,0.0,0.0,0.27599999999999997
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,45,5,0.23200000000000004,0.10940749517286281,0.23973792046308517,0.11497030154260805,1.9625,0.06356591067545568,0.0,0.0,0.0,0.238
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,46,5,0.23200000000000004,0.103053384223906,0.22745019942522043,0.11277762471251902,1.9555,0.09428016758576545,0.0,0.0,0.0,0.256
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,47,5,0.22800000000000004,0.1103177229641729,0.22025186568498611,0.09725573863036165,1.95,0.05323884859761707,0.0,0.0,0.0,0.278
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,48,5,0.21600000000000003,0.12054044964243331,0.2158018663525581,0.11408356483545881,1.9215,0.028809720581775892,0.0,0.0,0.0,0.22000000000000003
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,49,5,0.196,0.12300406497347964,0.2050703778862953,0.11585153051131354,1.975,0.06182131509439111,0.0,0.0,0.0,0.284
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.6,default,,sampled_policy_gradient,spatial,well_mixed_resampled,0.25,1.0,1.0,linear,True,50,5,0.192,0.12833549781724463,0.1990451574325561,0.13586869285962505,1.943,0.06250999920012795,0.0,0.0,0.0,0.266
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,0,5,0.64,0.03535533905932735,0.6400000095367432,0.0353553348446453,2.557,0.10580642702596096,0.0,0.0,0.0,0.0
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,1,5,0.6439999999999999,0.03130495168499708,0.6302447557449341,0.03400861960201953,2.5949999999999998,0.11911129249571598,0.0,0.0,0.0,0.21600000000000003
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,2,5,0.632,0.03271085446759226,0.6383808970451355,0.0415725927719594,2.598,0.11530394615970428,0.0,0.0,0.0,0.264
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,3,5,0.622,0.035637059362410954,0.613823390007019,0.04057393164635688,2.605,0.1033198915988591,0.0,0.0,0.0,0.274
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,4,5,0.622,0.025884358211089583,0.6202280521392822,0.032913005323066825,2.629,0.07853343237118811,0.0,0.0,0.0,0.27
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,5,5,0.616,0.04098780306383843,0.6240649342536926,0.03538998381135661,2.6079999999999997,0.09411429221961977,0.0,0.0,0.0,0.26
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,6,5,0.594,0.03646916505762091,0.5973361849784851,0.03318943904931611,2.588,0.07934103604062666,0.0,0.0,0.0,0.252
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,7,5,0.5900000000000001,0.03391164991562634,0.5896514415740967,0.0328804653962435,2.586,0.10237187113655784,0.0,0.0,0.0,0.23399999999999999
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,8,5,0.578,0.019235384061671305,0.5809059977531433,0.02505946366510574,2.586,0.03798025802966591,0.0,0.0,0.0,0.21400000000000002
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,9,5,0.5700000000000001,0.029154759474226476,0.5724694013595581,0.02721210465816476,2.585,0.03657184709581937,0.0,0.0,0.0,0.252
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,10,5,0.584,0.03646916505762095,0.5715777039527893,0.028413576143835235,2.604,0.057922361830298315,0.0,0.0,0.0,0.25
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,11,5,0.5780000000000001,0.05215361924162118,0.5740876436233521,0.04040921052176965,2.607,0.11481506869744927,0.0,0.0,0.0,0.27
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,12,5,0.556,0.06655824516917495,0.554711103439331,0.05966762039889941,2.587,0.14994165531966094,0.0,0.0,0.0,0.274
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,13,5,0.544,0.041593268686170824,0.5460189819335938,0.06118287865903851,2.542,0.08821847878987726,0.0,0.0,0.0,0.294
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,14,5,0.52,0.043011626335213125,0.5310765445232392,0.04150793774100363,2.515,0.08689073598491387,0.0,0.0,0.0,0.242
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,15,5,0.518,0.040249223594996233,0.5159961223602295,0.0316245199236568,2.523,0.03420526275297418,0.0,0.0,0.0,0.252
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,16,5,0.504,0.05594640292279748,0.5129457950592041,0.04690565264653258,2.513,0.08212794895770874,0.0,0.0,0.0,0.27199999999999996
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,17,5,0.506,0.05128352561983234,0.5046342015266418,0.053679315572171045,2.532,0.08650144507463454,0.0,0.0,0.0,0.252
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,18,5,0.51,0.05477225575051661,0.5074355185031891,0.052291129474436086,2.543,0.09705668446840728,0.0,0.0,0.0,0.242
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,19,5,0.51,0.047958315233127186,0.5076741278171539,0.048069218413654365,2.543,0.09769851585361991,0.0,0.0,0.0,0.258
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,20,5,0.522,0.048682645778552344,0.5059396922588348,0.04323817370675505,2.5580000000000003,0.08265893781074118,0.0,0.0,0.0,0.254
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,21,5,0.508,0.05848076606885378,0.511006110906601,0.06295221808878444,2.524,0.11188163388152668,0.0,0.0,0.0,0.262
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,22,5,0.51,0.06892024376045111,0.5077439546585083,0.06471583401959671,2.537,0.14973309587395828,0.0,0.0,0.0,0.254
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,23,5,0.51,0.08,0.5075367212295532,0.06507178997214585,2.552,0.16757833988913964,0.0,0.0,0.0,0.284
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,24,5,0.516,0.08961026726887943,0.5105280220508576,0.0861778109532278,2.567,0.20744276319023525,0.0,0.0,0.0,0.248
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,25,5,0.516,0.09208691546577073,0.5221072614192963,0.0821806603649621,2.561,0.21090282122342505,0.0,0.0,0.0,0.238
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,26,5,0.514,0.08590692637965812,0.5114403247833252,0.08654086819030624,2.551,0.20437098619911767,0.0,0.0,0.0,0.25
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,27,5,0.504,0.08473488065725945,0.5041514337062836,0.09636547757711222,2.528,0.19080749461171595,0.0,0.0,0.0,0.256
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,28,5,0.502,0.07918333157931662,0.49904340505599976,0.08452545659558622,2.518,0.20876422107248177,0.0,0.0,0.0,0.256
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,29,5,0.51,0.08803408430829505,0.5096185684204102,0.08802248417618064,2.5460000000000003,0.2042486230063741,0.0,0.0,0.0,0.244
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,30,5,0.5119999999999999,0.09038805230781333,0.495955228805542,0.07389281571410691,2.5740000000000003,0.20923670806051198,0.0,0.0,0.0,0.288
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,31,5,0.5119999999999999,0.08197560612767676,0.5170598864555359,0.08302103724351496,2.589,0.21290843102141338,0.0,0.0,0.0,0.272
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,32,5,0.516,0.08763560920082657,0.5111632227897644,0.08777564530141853,2.6,0.20503048553812678,0.0,0.0,0.0,0.254
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,33,5,0.518,0.09602083107326244,0.5165757894515991,0.08871331572769281,2.613,0.22722785920744829,0.0,0.0,0.0,0.248
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,34,5,0.526,0.0944986772394196,0.5214756786823272,0.09494795938399375,2.632,0.2312087801100987,0.0,0.0,0.0,0.22600000000000003
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,35,5,0.5199999999999999,0.09643650760992954,0.5246428549289703,0.09299832367342084,2.62,0.22508331790694738,0.0,0.0,0.0,0.246
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,36,5,0.516,0.09126883367283707,0.5120403170585632,0.09040883658093064,2.606,0.21669102427188808,0.0,0.0,0.0,0.258
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,37,5,0.5279999999999999,0.11606032913963325,0.5175194203853607,0.11050964935613536,2.621,0.26635033320797635,0.0,0.0,0.0,0.236
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,38,5,0.522,0.11713240371477054,0.5229605376720429,0.11365282926622002,2.6270000000000002,0.2558710612789185,0.0,0.0,0.0,0.238
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,39,5,0.53,0.10583005244258364,0.5239207744598389,0.1025901971238454,2.6369999999999996,0.26073453933071467,0.0,0.0,0.0,0.22999999999999998
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,40,5,0.534,0.10237187113655782,0.5344826221466065,0.10433529385340588,2.651,0.27079512551004314,0.0,0.0,0.0,0.266
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,41,5,0.528,0.09391485505499117,0.5331070005893708,0.09663091022938441,2.6149999999999998,0.26002403735039575,0.0,0.0,0.0,0.23199999999999998
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,42,5,0.516,0.09736529155710467,0.5177019953727722,0.10682077212286976,2.573,0.2437365380897989,0.0,0.0,0.0,0.252
toy2_stag_hunt_well_mixed_interaction_gate_seed01_05,stag_hunt,fermi_imitation,none,none,0.65,default,,sampled_policy_gradient,spatial,spatial,0.25,1.0,1.0,linear,True,43,5,0.526,0.1078424777163433,0.5294124782085419,0.10432359771459442,2.605,0.2601201645393913,0.0,0.0,0.0,0.23199999999999998
