regime,game_family,update_rule,mixer,peer_rule,initial_cooperation_probability,policy_prior_mode,policy_prior_cooperation_probability,local_update_rule,revision_rate,alpha,selection_strength,policy_temperature,payoff_transform,learning_enabled,seeds,cooperation_mean,cooperation_std,payoff_mean,payoff_std,policy_cooperation_mean,cluster_fraction_mean,fragmentation_mean
stag_hunt,stag_hunt,neural_policy,none,none,0.55,match_p0,0.55,counterfactual_advantage,0.25,0.0,2.0,1.0,linear,True,3,0.10333333333333335,0.05773502691896258,1.9866666666666666,0.059651767227244315,0.08902692918976148,0.05333333333333334,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.55,match_p0,0.55,counterfactual_advantage,0.25,0.0,4.0,1.0,linear,True,3,0.10666666666666669,0.055075705472861024,1.9833333333333334,0.06211548384528086,0.08889262812832992,0.05333333333333334,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.55,match_p0,0.55,counterfactual_advantage,1.0,0.0,1.0,1.0,linear,True,3,0.016666666666666666,0.02081665999466133,1.9833333333333334,0.020816659994661396,0.00763066237171491,0.006666666666666667,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.55,match_p0,0.55,counterfactual_advantage,1.0,0.0,2.0,1.0,linear,True,3,0.016666666666666666,0.02081665999466133,1.9833333333333334,0.020816659994661396,0.007506152149289846,0.006666666666666667,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.55,match_p0,0.55,counterfactual_advantage,1.0,0.0,4.0,1.0,linear,True,3,0.016666666666666666,0.02081665999466133,1.9833333333333334,0.020816659994661396,0.007464653967569272,0.006666666666666667,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.6,match_p0,0.6,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,True,3,0.2733333333333334,0.09291573243177567,2.091666666666667,0.11015141094572192,0.2104844550291697,0.16666666666666666,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.6,match_p0,0.6,counterfactual_advantage,0.1,0.0,2.0,1.0,linear,True,3,0.27666666666666667,0.09712534856222309,2.0933333333333333,0.11139269874337954,0.21058031419912973,0.17,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.6,match_p0,0.6,counterfactual_advantage,0.1,0.0,4.0,1.0,linear,True,3,0.2733333333333334,0.09291573243177567,2.0866666666666664,0.10680979980008083,0.21077565848827362,0.16333333333333333,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.6,match_p0,0.6,counterfactual_advantage,0.25,0.0,1.0,1.0,linear,True,3,0.15666666666666665,0.05033222956847166,2.033333333333333,0.08504900548115385,0.14263183126846948,0.07666666666666666,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.6,match_p0,0.6,counterfactual_advantage,0.25,0.0,2.0,1.0,linear,True,3,0.16333333333333333,0.05033222956847166,2.0316666666666667,0.08519585279421374,0.1455968568722407,0.07666666666666666,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.6,match_p0,0.6,counterfactual_advantage,0.25,0.0,4.0,1.0,linear,True,3,0.16333333333333333,0.05033222956847166,2.0316666666666667,0.08519585279421374,0.14631378650665283,0.07666666666666666,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.6,match_p0,0.6,counterfactual_advantage,1.0,0.0,1.0,1.0,linear,True,3,0.03666666666666667,0.04725815626252608,1.9783333333333335,0.022546248764114405,0.0226695965975523,0.013333333333333334,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.6,match_p0,0.6,counterfactual_advantage,1.0,0.0,2.0,1.0,linear,True,3,0.03666666666666667,0.04725815626252608,1.9783333333333335,0.022546248764114405,0.02312315193315347,0.013333333333333334,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.6,match_p0,0.6,counterfactual_advantage,1.0,0.0,4.0,1.0,linear,True,3,0.03666666666666667,0.04725815626252608,1.9783333333333335,0.022546248764114405,0.023877107227842014,0.013333333333333334,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.65,match_p0,0.65,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,True,3,0.4666666666666666,0.11015141094572203,2.393333333333333,0.2354428451521376,0.3784425954023997,0.37000000000000005,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.65,match_p0,0.65,counterfactual_advantage,0.1,0.0,2.0,1.0,linear,True,3,0.45999999999999996,0.10535653752852736,2.375,0.2250000000000001,0.3774861792723338,0.36333333333333334,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.65,match_p0,0.65,counterfactual_advantage,0.1,0.0,4.0,1.0,linear,True,3,0.45999999999999996,0.10535653752852736,2.375,0.2250000000000001,0.37809805075327557,0.36333333333333334,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.65,match_p0,0.65,counterfactual_advantage,0.25,0.0,1.0,1.0,linear,True,3,0.35000000000000003,0.08185352771872449,2.225,0.1866145760652153,0.29390447835127514,0.23666666666666666,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.65,match_p0,0.65,counterfactual_advantage,0.25,0.0,2.0,1.0,linear,True,3,0.35333333333333333,0.0776745346515403,2.231666666666667,0.17820867917509892,0.29708075523376465,0.24,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.65,match_p0,0.65,counterfactual_advantage,0.25,0.0,4.0,1.0,linear,True,3,0.3633333333333333,0.08082903768654763,2.2516666666666665,0.19425069712444612,0.30195524791876477,0.24333333333333332,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.65,match_p0,0.65,counterfactual_advantage,1.0,0.0,1.0,1.0,linear,True,3,0.07666666666666667,0.05507570547286103,1.9883333333333333,0.011547005383792509,0.07375678047537804,0.03666666666666667,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.65,match_p0,0.65,counterfactual_advantage,1.0,0.0,2.0,1.0,linear,True,3,0.08,0.0608276253029822,1.9800000000000002,0.013228756555322985,0.07770268246531487,0.03333333333333333,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.65,match_p0,0.65,counterfactual_advantage,1.0,0.0,4.0,1.0,linear,True,3,0.08333333333333333,0.06658328118479392,1.9916666666666665,0.015275252316519383,0.08045199140906334,0.04,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.7,match_p0,0.7,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,True,3,0.63,0.16093476939431087,2.78,0.48877397639399733,0.5820598304271698,0.56,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.7,match_p0,0.7,counterfactual_advantage,0.1,0.0,2.0,1.0,linear,True,3,0.63,0.16093476939431087,2.78,0.48877397639399733,0.5853545963764191,0.56,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.7,match_p0,0.7,counterfactual_advantage,0.1,0.0,4.0,1.0,linear,True,3,0.63,0.16093476939431087,2.78,0.48877397639399733,0.5863558650016785,0.56,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.7,match_p0,0.7,counterfactual_advantage,0.25,0.0,1.0,1.0,linear,True,3,0.6033333333333334,0.19399312702601942,2.7866666666666666,0.4518388355745147,0.5603418151537577,0.5333333333333333,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.7,match_p0,0.7,counterfactual_advantage,0.25,0.0,2.0,1.0,linear,True,3,0.6133333333333333,0.1934769581457527,2.8016666666666663,0.474719215256064,0.564775268236796,0.5399999999999999,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.7,match_p0,0.7,counterfactual_advantage,0.25,0.0,4.0,1.0,linear,True,3,0.62,0.19052558883257653,2.8200000000000003,0.4611941023040082,0.5742752154668173,0.5466666666666666,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.7,match_p0,0.7,counterfactual_advantage,1.0,0.0,1.0,1.0,linear,True,3,0.31,0.09539392014169454,2.125,0.18027756377319928,0.2934358020623525,0.19666666666666668,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.7,match_p0,0.7,counterfactual_advantage,1.0,0.0,2.0,1.0,linear,True,3,0.3333333333333333,0.0850490054811538,2.1666666666666665,0.15687043486053526,0.30622347195943195,0.22666666666666668,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.7,match_p0,0.7,counterfactual_advantage,1.0,0.0,4.0,1.0,linear,True,3,0.3433333333333333,0.09504384952922165,2.1866666666666665,0.1871719352182194,0.3140855630238851,0.23666666666666666,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.75,match_p0,0.75,counterfactual_advantage,0.1,0.0,1.0,1.0,linear,True,3,0.81,0.1345362404707371,3.31,0.393954312071844,0.7907100121180216,0.8033333333333333,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.75,match_p0,0.75,counterfactual_advantage,0.1,0.0,2.0,1.0,linear,True,3,0.7966666666666667,0.14294521094927712,3.263333333333333,0.43342627208480716,0.7875303427378336,0.79,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.75,match_p0,0.75,counterfactual_advantage,0.1,0.0,4.0,1.0,linear,True,3,0.7966666666666667,0.14294521094927712,3.263333333333333,0.43342627208480716,0.7888310154279073,0.79,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.75,match_p0,0.75,counterfactual_advantage,0.25,0.0,1.0,1.0,linear,True,3,0.7966666666666665,0.09712534856222316,3.263333333333333,0.31608279506061937,0.7695990800857544,0.7966666666666665,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.75,match_p0,0.75,counterfactual_advantage,0.25,0.0,2.0,1.0,linear,True,3,0.8033333333333333,0.1001665280087782,3.276666666666667,0.32635614492963555,0.7819227576255798,0.8033333333333333,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.75,match_p0,0.75,counterfactual_advantage,0.25,0.0,4.0,1.0,linear,True,3,0.7999999999999999,0.10583005244258359,3.27,0.3378979135774592,0.7826388676961263,0.7966666666666667,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.75,match_p0,0.75,counterfactual_advantage,1.0,0.0,1.0,1.0,linear,True,3,0.6466666666666666,0.15947831618540917,2.768333333333333,0.3876316980502671,0.6581440170605978,0.6033333333333334,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.75,match_p0,0.75,counterfactual_advantage,1.0,0.0,2.0,1.0,linear,True,3,0.68,0.13527749258468683,2.865,0.33752777663475375,0.6834320227305094,0.6366666666666667,100.0
stag_hunt,stag_hunt,neural_policy,none,none,0.75,match_p0,0.75,counterfactual_advantage,1.0,0.0,4.0,1.0,linear,True,3,0.6966666666666667,0.12503332889007363,2.9033333333333338,0.34019602192461534,0.6970246036847433,0.6533333333333333,100.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.55,default,,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,True,1,2.075165676560021e-13,,1.9999999999995852,,2.075165676560021e-13,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.55,default,,sampled_policy_gradient,0.1,0.0,2.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.55,default,,sampled_policy_gradient,0.1,0.0,4.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.55,default,,sampled_policy_gradient,0.25,0.0,1.0,1.0,linear,True,1,2.075165676560021e-13,,1.9999999999995852,,2.075165676560021e-13,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.55,default,,sampled_policy_gradient,0.25,0.0,2.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.55,default,,sampled_policy_gradient,0.25,0.0,4.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.55,default,,sampled_policy_gradient,1.0,0.0,1.0,1.0,linear,True,1,2.075165676560021e-13,,1.9999999999995852,,2.075165676560021e-13,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.55,default,,sampled_policy_gradient,1.0,0.0,2.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.55,default,,sampled_policy_gradient,1.0,0.0,4.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.6,default,,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,True,1,2.111248601795015e-12,,1.9999999999957774,,2.111248601795015e-12,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.6,default,,sampled_policy_gradient,0.1,0.0,2.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.6,default,,sampled_policy_gradient,0.1,0.0,4.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.6,default,,sampled_policy_gradient,0.25,0.0,1.0,1.0,linear,True,1,2.111248601795015e-12,,1.9999999999957774,,2.111248601795015e-12,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.6,default,,sampled_policy_gradient,0.25,0.0,2.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.6,default,,sampled_policy_gradient,0.25,0.0,4.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.6,default,,sampled_policy_gradient,1.0,0.0,1.0,1.0,linear,True,1,2.111248601795015e-12,,1.9999999999957774,,2.111248601795015e-12,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.6,default,,sampled_policy_gradient,1.0,0.0,2.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.6,default,,sampled_policy_gradient,1.0,0.0,4.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.65,default,,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,True,1,8.437227860672078e-10,,1.9999999983125547,,8.437227860672078e-10,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.65,default,,sampled_policy_gradient,0.1,0.0,2.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.65,default,,sampled_policy_gradient,0.1,0.0,4.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.65,default,,sampled_policy_gradient,0.25,0.0,1.0,1.0,linear,True,1,8.437227860672078e-10,,1.9999999983125547,,8.437227860672078e-10,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.65,default,,sampled_policy_gradient,0.25,0.0,2.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.65,default,,sampled_policy_gradient,0.25,0.0,4.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.65,default,,sampled_policy_gradient,1.0,0.0,1.0,1.0,linear,True,1,8.437227860672078e-10,,1.9999999983125547,,8.437227860672078e-10,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.65,default,,sampled_policy_gradient,1.0,0.0,2.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.65,default,,sampled_policy_gradient,1.0,0.0,4.0,1.0,linear,True,1,0.0,,2.0,,0.0,0.0,0.0
stag_hunt,stag_hunt,rd_well_mixed,none,none,0.7,default,,sampled_policy_gradient,0.1,0.0,1.0,1.0,linear,True,1,0.9999889636644054,,3.999926426522439,,0.9999889636644054,0.0,0.0
