device,agent_count,input_dim,hidden_dim,output_dim,repeats,loop_seconds,batched_cached_seconds,batched_policy_cache_seconds,batched_cache_refresh_seconds,batched_restack_seconds,cached_speedup,policy_cache_speedup,cache_refresh_speedup,restack_speedup
cpu,100,6,16,2,200,0.39052513195201755,0.019958687014877796,0.01683632005006075,0.2396361529827118,0.23687783791683614,19.5666744841937,23.195397259664738,1.6296586599777014,1.648635158892004
cpu,256,6,16,2,200,1.1661931560374796,0.07407792203593999,0.04184405691921711,0.5703708290820941,0.5209888099925593,15.742789808165568,27.86998302504218,2.0446227201244684,2.2384226564369687
cpu,512,6,16,2,200,3.245745620923117,0.03414481901563704,0.03492227697279304,1.235430811997503,1.2643256320152432,95.05821716134116,92.94198151660572,2.6272176389022075,2.567175369014416
