toy,scenario,training_backend,device,agent_count,epochs,seed,repeat_index,warmup_runs,repeats,run_id,epoch,policy_rule,coordination_mixer,stage,seconds
toy5,neural_none,loop,cpu,1024,3,4,2,1,3,toy5_gpu_core_neural_none_loop_1024_cpu_repeat02,1,neural_policy,none,social_step,0.00014408305287361145
toy5,neural_none,loop,cpu,1024,3,4,2,1,3,toy5_gpu_core_neural_none_loop_1024_cpu_repeat02,1,neural_policy,none,sample_actions,4.217959940433502e-06
toy5,neural_none,loop,cpu,1024,3,4,2,1,3,toy5_gpu_core_neural_none_loop_1024_cpu_repeat02,1,neural_policy,none,commit_actions,0.0005598210263997316
toy5,neural_none,loop,cpu,1024,3,4,2,1,3,toy5_gpu_core_neural_none_loop_1024_cpu_repeat02,1,neural_policy,none,post_step_state_policy,0.00018066295888274908
toy5,neural_none,loop,cpu,1024,3,4,2,1,3,toy5_gpu_core_neural_none_loop_1024_cpu_repeat02,1,neural_policy,none,update_reputation_ema,0.00019293604418635368
toy5,neural_none,loop,cpu,1024,3,4,2,1,3,toy5_gpu_core_neural_none_loop_1024_cpu_repeat02,1,neural_policy,none,finalize_hook_step,1.7483020201325417e-05
toy5,neural_none,loop,cpu,1024,3,4,2,1,3,toy5_gpu_core_neural_none_loop_1024_cpu_repeat02,1,neural_policy,none,hooked_step_total,3.301114407950081
toy5,neural_none,loop,cpu,1024,3,4,2,1,3,toy5_gpu_core_neural_none_loop_1024_cpu_repeat02,1,neural_policy,none,aggregate_row,0.01475904299877584
toy5,neural_none,loop,cpu,1024,3,4,2,1,3,toy5_gpu_core_neural_none_loop_1024_cpu_repeat02,1,neural_policy,none,write_aggregate,0.000338723068125546
toy5,neural_none,loop,cpu,1024,3,4,2,1,3,toy5_gpu_core_neural_none_loop_1024_cpu_repeat02,2,neural_policy,none,sample_revision_mask,8.867797441780567e-05
toy5,neural_none,loop,cpu,1024,3,4,2,1,3,toy5_gpu_core_neural_none_loop_1024_cpu_repeat02,2,neural_policy,none,build_step_context,0.0028734280494973063
toy5,neural_none,loop,cpu,1024,3,4,2,1,3,toy5_gpu_core_neural_none_loop_1024_cpu_repeat02,2,neural_policy,none,build_observations,0.004468211904168129
toy5,neural_none,loop,cpu,1024,3,4,2,1,3,toy5_gpu_core_neural_none_loop_1024_cpu_repeat02,2,neural_policy,none,policy_readout,0.014322064002044499
toy5,neural_none,loop,cpu,1024,3,4,2,1,3,toy5_gpu_core_neural_none_loop_1024_cpu_repeat02,2,neural_policy,none,decision_selection,0.0023567380849272013
