toy,scenario,peer_rule,training_backend,resolved_training_backend,device,agent_count,epochs,seed,warmup_runs,repeats,seconds,seconds_std,seconds_min,seconds_max,epochs_per_second,epochs_per_second_std,agent_steps_per_second,agent_steps_per_second_std,final_action_rate,final_action_rate_std,final_mean_policy_action_probability,final_mean_policy_action_probability_std,final_mean_reputation,final_mean_reputation_std,loop_speedup,final_action_rate_diff_vs_loop,final_mean_policy_action_probability_diff_vs_loop,final_mean_reputation_diff_vs_loop,parity_passed_vs_loop,timing_make_run_dir_seconds,timing_write_metadata_seconds,timing_initial_state_seconds,timing_writer_setup_seconds,timing_initial_step_result_seconds,timing_initial_aggregate_row_seconds,timing_write_initial_aggregate_seconds,timing_sample_revision_mask_seconds,timing_hooked_step_total_seconds,timing_build_step_context_seconds,timing_local_step_seconds,timing_neural_context_peers_seconds,timing_build_observations_seconds,timing_policy_readout_seconds,timing_decision_selection_seconds,timing_local_training_seconds,timing_local_trainable_parameters_seconds,timing_local_loss_update_seconds,timing_local_loss_forward_seconds,timing_local_optimizer_update_seconds,timing_local_autograd_grad_seconds,timing_local_adam_update_seconds,timing_cache_refresh_seconds,timing_post_local_readout_seconds,timing_select_peers_seconds,timing_social_step_seconds,timing_social_distillation_seconds,timing_social_trainable_parameters_seconds,timing_social_loss_update_seconds,timing_social_mix_seconds,timing_social_loss_forward_seconds,timing_social_optimizer_update_seconds,timing_social_autograd_grad_seconds,timing_social_adam_update_seconds,timing_sample_actions_seconds,timing_commit_actions_seconds,timing_post_step_state_policy_seconds,timing_update_payoff_ema_seconds,timing_update_reputation_ema_seconds,timing_mobility_swaps_seconds,timing_finalize_hook_step_seconds,timing_aggregate_row_seconds,timing_write_aggregate_seconds,timing_write_micro_seconds,timing_make_run_dir_seconds_std,timing_write_metadata_seconds_std,timing_initial_state_seconds_std,timing_writer_setup_seconds_std,timing_initial_step_result_seconds_std,timing_initial_aggregate_row_seconds_std,timing_write_initial_aggregate_seconds_std,timing_sample_revision_mask_seconds_std,timing_hooked_step_total_seconds_std,timing_build_step_context_seconds_std,timing_local_step_seconds_std,timing_neural_context_peers_seconds_std,timing_build_observations_seconds_std,timing_policy_readout_seconds_std,timing_decision_selection_seconds_std,timing_local_training_seconds_std,timing_local_trainable_parameters_seconds_std,timing_local_loss_update_seconds_std,timing_local_loss_forward_seconds_std,timing_local_optimizer_update_seconds_std,timing_local_autograd_grad_seconds_std,timing_local_adam_update_seconds_std,timing_cache_refresh_seconds_std,timing_post_local_readout_seconds_std,timing_select_peers_seconds_std,timing_social_step_seconds_std,timing_social_distillation_seconds_std,timing_social_trainable_parameters_seconds_std,timing_social_loss_update_seconds_std,timing_social_mix_seconds_std,timing_social_loss_forward_seconds_std,timing_social_optimizer_update_seconds_std,timing_social_autograd_grad_seconds_std,timing_social_adam_update_seconds_std,timing_sample_actions_seconds_std,timing_commit_actions_seconds_std,timing_post_step_state_policy_seconds_std,timing_update_payoff_ema_seconds_std,timing_update_reputation_ema_seconds_std,timing_mobility_swaps_seconds_std,timing_finalize_hook_step_seconds_std,timing_aggregate_row_seconds_std,timing_write_aggregate_seconds_std,timing_write_micro_seconds_std
toy4,neural_output_average,none,batched,batched,cpu,1024,5,1,0,5,1.306142026791349,0.4088827011496371,1.022908393992111,2.0291902308817953,4.058443332008163,0.9276734008889338,4155.845971976359,949.9375625102682,0.3603515625,0.0,0.3565336763858795,0.0,0.47675900390625003,0.0,,,,,,0.00022939457558095454,0.0029270365368574856,0.7111093301791698,0.00046357810497283937,0.0032163504511117935,0.024612474208697676,5.965894088149071e-05,9.17995348572731e-05,0.40212154532782735,3.599626943469047e-05,0.18536720569245518,0.0,0.001587416511029005,0.0032714271917939188,0.005243570869788527,0.17239900440908967,0.0020806873217225075,0.17020694217644633,0.004289726633578539,0.08639739211648703,0.005854185111820698,0.07877090498805046,2.9564322903752328e-05,0.001283713011071086,0.0002735591027885675,0.21182466889731585,0.2117521482054144,0.0006041188258677721,0.2085081126075238,0.0017587470822036267,0.0014437250792980194,0.20494913547299803,0.0034535701386630537,0.19980798121541737,5.911150947213173e-06,2.270089462399483e-05,0.000155953923240304,0.00014186319895088674,7.293233647942543e-05,0.00011658254079520703,4.8199156299233434e-05,0.11571912281215191,0.0003203749191015959,0.0,5.7064756137653034e-05,0.0013825654858827233,0.3475192647236631,0.0001320630728422501,0.0014442196801852847,0.0012630093279928252,9.548313247741845e-06,8.22993781237164e-06,0.059696126614932794,5.730090750136135e-06,0.05718704348423332,0.0,0.00018191089772835476,0.0006642581026063471,0.0002851813639952268,0.05730479729505451,0.001427803792869497,0.057588021838788805,0.001018269394568209,0.006228710297074995,0.0010341114192561477,0.0067047201422185,3.410883843568619e-06,0.0002492736894699593,2.0737963252714176e-05,0.00912558567534665,0.009123235377875814,7.931032424545229e-05,0.008531211065017658,0.00012326242857743928,7.39176548156922e-05,0.008461076071827589,0.00030755167359730026,0.00824787595160005,4.934560666071085e-07,4.4954340465719304e-06,1.996483622785843e-05,1.5063689977587238e-05,1.2470800868794517e-05,1.072588436142e-05,7.85548063999765e-06,0.00215896497420318,2.2567335472330676e-05,0.0
toy4,neural_output_average,none,batched,batched,cuda,1024,5,1,0,5,1.6057610324118285,0.4203406870624064,1.313598149921745,2.3460637480020523,3.249441393571015,0.6518507513402578,3327.4279870167193,667.495169372424,0.3603515625,0.0,0.35653364658355713,0.0,0.47675900390625003,0.0,,,,,,0.00019451864063739776,0.002297538239508867,0.5484548535663635,0.00043436088599264623,0.056096107419580224,0.033814366161823275,7.162783294916153e-05,0.00014005172997713088,0.7611127833370119,5.963081493973732e-05,0.3102790083736181,0.0,0.0027856629341840742,0.0029785357881337406,0.0046793239191174505,0.29079635445959867,0.00048315497115254403,0.2901185791939497,0.022154939966276287,0.11911293431185185,0.013467177003622054,0.09701127493754029,7.57697969675064e-05,0.0011375471483916044,0.0006863779388368129,0.4384602229576558,0.43832519156858324,0.0004978005774319172,0.4340556391980499,0.009987725736573338,0.001245274767279625,0.4222753966227174,0.0024838632438331843,0.41785516096279024,3.632283769547939e-05,5.159950815141201e-05,0.0001708236988633871,0.00019485303200781346,0.0001089183147996664,0.0001497301273047924,7.47396145015955e-05,0.15415711952373384,0.00035853907465934756,0.0,5.7223725654794694e-05,0.00020661332915954708,0.04953685746454784,9.403658007336153e-05,0.1207823277967508,0.029201517509166986,2.1900796884628814e-05,2.991865545432898e-05,0.25370410969668566,7.532737650072851e-06,0.17165551442977733,0.0,0.0004944237099347971,0.00046886106406789476,0.00025574973674508486,0.15977603561386472,3.271931445254426e-05,0.159782470321661,0.04077078767185869,0.10506439675499327,0.01876814202654385,0.07103929410041479,4.639798503957053e-06,9.21759897086873e-05,0.00011900866355168778,0.10099922065771523,0.10099072050321678,0.0004416237177493035,0.10035823548836097,0.015976504987439976,0.00017814213490181807,0.09176160219090952,0.0006136771579064028,0.09120385578690159,1.98878309579572e-06,3.98867429418522e-06,1.1099686669399135e-05,2.4808416378416877e-05,8.041863583804742e-06,2.0563154416312158e-05,4.7293876394958655e-06,0.06055502243955371,6.10604423093496e-05,0.0
toy4,neural_output_average,none,tensor_batched,tensor_batched,cpu,1024,5,1,0,5,0.7871799704153091,0.09884953126722386,0.6343965900596231,0.9107039729133248,6.439178859963084,0.8766929932083262,6593.719152602198,897.733625045326,0.3603515625,0.0,0.3565336763858795,0.0,0.47675900390625003,0.0,,,,,,0.00025262259878218175,0.0023313661571592093,0.478743542637676,0.0005398569162935018,0.0023756623733788727,0.022275817999616265,5.498826503753662e-05,0.00014833738096058368,0.046835516160354015,3.3244909718632695e-05,0.03023070082999766,0.0,0.0021804623771458863,0.0022425082512199878,0.005586963519454003,0.017530505312606692,7.69639853388071e-05,0.01706242668442428,0.0019768511410802603,0.015018028393387794,0.004447364434599877,0.01023983545601368,1.2154551222920418e-05,0.0009674105327576399,0.0003852684982120991,0.012760939681902528,0.012697877828031778,3.88437882065773e-05,0.009438854595646261,0.0015851629432290792,0.001260886900126934,0.008119713561609388,0.0030084757134318353,0.004905257793143392,5.071889609098434e-06,2.3993197828531265e-05,0.00011824970133602619,0.00011803158558905124,9.497790597379208e-05,0.0003638929221779108,5.018324591219425e-05,0.11684103161096573,0.00029856888577342036,0.0,0.00014459592871431413,0.0002770469574328693,0.08130353862326431,0.0002491446918798479,0.0005034104390451641,0.0018597129061902328,1.3420501053031309e-05,5.4827580089363686e-05,0.0038696218095760787,8.362591386534338e-06,0.002759671897841149,0.0,0.0005194144367184878,0.0004479336853816887,0.0006314276893713456,0.0012440375035718658,6.869284475423348e-06,0.001205952965371264,0.0001683961383409771,0.0011352842287043743,0.00042894817799330674,0.0007203063468719484,1.7441485681780014e-06,7.314049688352483e-05,0.0002659487457789043,0.0005908825975034513,0.0005889073405748636,5.2045587526022095e-06,0.00036442218446207933,0.00014604937062131883,0.00013007140230382369,0.00027677077565573807,0.000250931985273849,0.0002053225363549718,3.4288186376869653e-07,1.798539306254804e-06,1.0205295638173633e-05,8.614193830026291e-06,7.3658257716305655e-06,3.897671807194287e-05,1.657476435428389e-06,0.07471875731363911,3.9879278583657935e-05,0.0
toy4,neural_output_average,none,tensor_batched,tensor_batched,cuda,1024,5,1,0,5,1.1302770454436541,0.046526833967307994,1.0915607661008835,1.2057603260036558,4.429515188931842,0.17684269007920939,4535.823553466206,181.0869146411104,0.3603515625,0.0,0.3565336763858795,0.0,0.47675900390625003,0.0,,,,,,0.00017238031141459943,0.002152976393699646,0.7788892582058906,0.0006631058175116777,0.003087504953145981,0.026832554815337063,9.34230163693428e-05,0.00023303958587348462,0.05142270182259381,6.299447268247605e-05,0.029600462643429637,0.0,0.0029230173211544754,0.002521771239116788,0.00687318267300725,0.01337987408041954,0.00012287921272218226,0.012652163486927747,0.0027152276132255794,0.009782626433297992,0.005462974682450295,0.003731945902109146,4.575490020215511e-05,0.001000523567199707,0.0007287945598363876,0.013105741096660494,0.01297714589163661,7.297601550817489e-05,0.007132621575146913,0.0033457115758210422,0.0012846259400248528,0.005700091458857059,0.002159156370908022,0.003109175758436322,3.5066017881035803e-05,6.310530006885529e-05,0.00017494228668510914,0.00046924958005547526,0.0002267090603709221,0.002134362980723381,0.00010487278923392296,0.10607172921299934,0.00036036260426044466,0.0,1.4565614085659668e-05,4.645729534732628e-05,0.09707434601980548,0.00010906591492661554,0.0014821366436409353,0.001966570016189673,3.121239668314019e-05,8.162360469403728e-05,0.006627978259811973,1.3628490731857977e-05,0.005184875879446828,0.0,0.001104760469563874,0.0007995534350191471,0.0008559202034665282,0.0025150352902967533,2.0607511011077618e-05,0.0024167722464498915,0.00037915914421270987,0.002035823033107342,0.0012976901054037693,0.0006930503229156771,3.4991862255823934e-06,9.715892522000352e-05,0.0002346937483352372,0.0018424251807957618,0.0018377070450745774,5.1778526494617495e-06,0.000904134540083328,0.001215166392123903,9.040063454430306e-05,0.0008194803007843984,0.0005269595591377006,0.0005317485837467534,1.7023339037503433e-06,3.643786873104764e-06,2.1208866008013897e-05,0.00027493072630149426,1.391834356768661e-05,0.0004674287303378217,1.3148577436640406e-05,0.020868271725750204,8.428835068673303e-05,0.0
toy4,neural_output_average,none,batched,batched,cpu,2048,5,1,0,5,2.8180626202374697,0.12323454544500846,2.656559642171487,2.9338018619455397,1.7770202112853473,0.07867699221819666,3639.337392712391,161.13048006286675,0.39599609375,0.0,0.3571241796016693,0.0,0.47536796386718755,0.0,,,,,,0.00023426772095263003,0.002480024425312877,0.9518251368310302,0.0004602402448654175,0.02958448980934918,0.12795169060118497,8.114385418593884e-05,0.0001504689920693636,0.9886808022391051,5.687600933015347e-05,0.35630911914631724,0.0,0.0038347703404724596,0.00711507722735405,0.011601247638463975,0.3282322417013347,0.0026432878337800505,0.32542403796687724,0.005643397243693471,0.1670092396903783,0.006287323357537389,0.15723993559367955,3.7188362330198285e-05,0.0024872951675206424,0.00029827128164470194,0.6256276903208345,0.6255402002949267,0.0010730771347880364,0.6188564475160092,0.002354469010606408,0.0023719321470707655,0.6135864770505577,0.004405681975185871,0.60558578860946,7.291184738278389e-06,2.6249978691339493e-05,0.0001643734984099865,0.0002718011848628521,0.00012153014540672302,0.00013565663248300553,4.8523303121328354e-05,0.6408721534535289,0.00045210542157292366,0.0,4.160674581148226e-05,0.0001737854903952116,0.11545858208933482,9.954241772128863e-05,0.05740382517009715,0.015738095505795982,1.0691953910140783e-05,2.6200633760586555e-05,0.12917166915897882,1.2805287081437668e-05,0.07189276270169698,0.0,0.00034299343191936446,0.0007373610005048955,0.001308133001254914,0.07062916152213831,0.00013660999487902526,0.07050543855898572,0.0010932162823454584,0.007192314684167842,0.0006393990118641764,0.007209740246432473,4.543180073635909e-06,0.00019068989991658338,3.229406572222805e-05,0.08916524800057465,0.08916004153907572,0.00012107716233990803,0.08855981980466676,0.00011800891108606065,0.00020636705342402502,0.08837177424499217,0.00018460847900330236,0.08832863062809078,1.0912741916078822e-06,3.143180012350064e-06,2.2259306948432937e-05,2.619569520931281e-05,1.1983494064668928e-05,2.338492865723457e-06,4.738656378710981e-06,0.052805306105494,5.7244570014649295e-05,0.0
toy4,neural_output_average,none,batched,batched,cuda,2048,5,1,0,5,3.265579014038667,0.07278414610061279,3.139599537011236,3.3159901320468634,1.5317467703190375,0.035038964101802426,3137.017385613389,71.75979848049137,0.39599609375,0.0,0.3571241497993469,0.0,0.47536796386718755,0.0,,,,,,0.0002195940352976322,0.0022899565752595662,1.0808695383835585,0.0004013821482658386,0.003198828175663948,0.12068113102577627,8.502495475113392e-05,0.0001868924591690302,1.3299722616095095,6.892015226185322e-05,0.4874200545251369,0.0,0.004737601988017559,0.0036617194302380083,0.008624147064983845,0.46444925549440086,0.0005525970365852118,0.46367210377939044,0.00404907395131886,0.13384749768301846,0.005351302027702331,0.12531413128599525,8.348999544978142e-05,0.0015454939100891351,0.0006228182930499316,0.8345784971024841,0.8344470704440028,0.00034106988459825516,0.8296945014037191,0.002700623916462064,0.0012091485783457755,0.8251809202134609,0.002319048997014761,0.8196561706252397,3.3998442813754084e-05,4.814527928829193e-05,0.00015295022167265414,0.0002695607952773571,0.0001361936330795288,0.00014103706926107406,7.33107328414917e-05,0.6406598317902535,0.0004393501207232475,0.0,8.121987305797145e-05,0.00036177814195115427,0.030614551784711543,4.047773908204998e-05,0.00044206939690439115,0.013793210109158939,1.9336123040152434e-05,1.4823144001693211e-05,0.06436409057453363,5.5226735267903296e-06,0.07732081229239256,0.0,0.00026149458758542956,0.00021495549825781334,0.00018824601876222166,0.07680580212299166,0.00011565187267573604,0.07671704856850993,0.0002596251723298245,0.007319183567820082,0.0005655903564410427,0.007365973261427228,8.063736658156247e-06,0.00042569378890611415,2.8608434177824723e-05,0.09520602828746118,0.09520542707624544,3.961196514699371e-05,0.09544160077597526,0.00016175420074371636,6.926141199089188e-05,0.09560947405110733,0.00011261070037114432,0.09569434036318682,7.323199327791664e-07,5.460723619132507e-07,4.145064597811832e-06,2.3314166081668076e-05,5.143068296390061e-06,5.4733669429060285e-06,3.644767433951889e-06,0.07947760970086945,5.2952184281645937e-05,0.0
toy4,neural_output_average,none,tensor_batched,tensor_batched,cpu,2048,5,1,0,5,2.0622746023815126,0.09579632352454837,1.9744643459562212,2.2186470499727875,2.428550129775949,0.10885103383086324,4973.670665781144,222.9269172856079,0.39599609375,0.0,0.3571241796016693,0.0,0.47536796386718755,0.0,,,,,,0.0001590252388268709,0.0021532933693379163,1.056568789249286,0.0005008607637137175,0.004181711049750447,0.11488968161866069,7.581161335110665e-05,0.00029952963814139366,0.07328074830584227,4.5335525646805765e-05,0.05041308626532555,0.0,0.004521220130845905,0.004773709783330559,0.011777837853878736,0.024194463063031434,0.00010488592088222503,0.02352493586950004,0.0037268741987645628,0.01972119673155248,0.005619200598448515,0.013674534298479557,1.467755064368248e-05,0.001595612522214651,0.00031725214794278147,0.018226134311407804,0.018161122780293228,4.6146614477038386e-05,0.013245667284354567,0.0022203453350812196,0.0019182967953383923,0.011264782957732677,0.003812046628445387,0.00723314555361867,5.648843944072723e-06,2.9015261679887773e-05,0.00014103306457400323,0.0001672849990427494,0.00014270218089222907,0.0004848487675189972,5.4683908820152284e-05,0.6009370380546898,0.00043352758511900903,0.0,1.940797069552406e-05,9.13150421065441e-05,0.11624018153313018,6.654320650242999e-05,0.0006867538417457026,0.010571853390861644,8.219151299343075e-06,4.3424946135135254e-05,0.002744773848351435,5.817210938080609e-06,0.0024257825921504958,0.0,0.0004900397079522815,0.00046314233746930146,0.0015539584875459002,0.00140620767841873,1.3163447617885944e-05,0.0013923998778027113,0.0005389094201335438,0.0011818577717518314,0.00039145432816402526,0.0010052067024896502,1.2757346428379993e-06,5.070107274723548e-05,1.7582984389609742e-05,0.0008670080937611137,0.0008668512763656858,1.0765742436853269e-05,0.0009656559754616256,0.00011085028387636897,9.468168818290885e-05,0.0009026746906934529,0.00021902470650194317,0.0007596163751203557,1.2930182096701272e-06,3.7639981102348615e-06,1.3012735984649668e-05,7.917524412854129e-06,3.3974789586343656e-06,3.400069534921485e-05,5.05364780947196e-06,0.0721681345070243,4.401179804121641e-05,0.0
toy4,neural_output_average,none,tensor_batched,tensor_batched,cuda,2048,5,1,0,5,2.5705849279649557,0.07660603199698719,2.4701533219777048,2.669863808900118,1.9464690166076373,0.05817083334417975,3986.368546012441,119.13386668888013,0.39599609375,0.0,0.3571241497993469,0.0,0.47536796386718755,0.0,,,,,,0.0001917371992021799,0.0021655892487615347,1.444784713163972,0.0005731276236474514,0.027182273613289,0.1171134740114212,8.419160731136799e-05,0.000355755677446723,0.059618726605549455,7.598740048706532e-05,0.03757103001698851,0.0,0.0042617144528776406,0.0031542003154754637,0.010446368949487805,0.013961637252941727,0.00014051273465156555,0.0131524121388793,0.003193247923627496,0.009803420444950462,0.005543579393997788,0.0036826342344284057,4.498520866036415e-05,0.001002644980326295,0.0006756466813385486,0.012630358850583435,0.012502571241930127,7.392279803752899e-05,0.006957633374258876,0.002857260359451175,0.001424771547317505,0.0053892330266535286,0.002175696799531579,0.0028003955725580455,3.681364469230175e-05,6.130044348537922e-05,0.0001670578960329294,0.0002940705046057701,0.00026850104331970214,0.0028632111847400666,9.524989873170853e-05,0.6151895441114903,0.0004725772887468338,0.0,2.0683383973644064e-05,0.00013767774805876047,0.044101715754775554,5.266589696608383e-05,0.05376493466025026,0.013182349320638283,1.1786987760427196e-05,6.206344956079861e-05,0.003783233321189897,1.1699541234602101e-05,0.003605191218172422,0.0,0.0015927144160718797,0.0004244881429471029,0.0006453557864228591,0.001218863697752498,1.6294701002428245e-05,0.001150712336658393,0.0006702329194286922,0.0009111114711703334,0.0007632620331071489,0.000240698968676179,4.617023057250745e-06,7.285866405257162e-05,6.32912564978521e-05,0.0012190447145924395,0.0012185737203825786,4.6537836247609415e-06,0.0012011093509460365,0.0006767633112750042,0.0005177987013244975,0.0006993722320043514,0.0004194235354762371,0.0002936085622334115,8.398450858021734e-06,7.03387438492018e-06,2.665737721454514e-05,4.0858274000837265e-05,6.0174846145911804e-05,0.000853798923882429,1.1984957483854469e-06,0.075438600306694,6.91242622872292e-05,0.0
toy5,neural_output_average,none,batched,batched,cpu,1024,5,1,0,5,0.9485353996045888,0.05211814610537363,0.8874544790014625,1.0080547612160444,5.284043104831094,0.2903945505457023,5410.86013934704,297.36401975879915,0.9619140625,0.0,0.6315838098526001,0.0,0.37501386718749985,0.0,,,,,,0.00017886301502585412,0.0019850695971399546,0.45080242077820004,0.00038172495551407336,0.00202623326331377,0.009084871970117092,3.582383506000042e-05,5.342983640730381e-05,0.39842813261784615,0.013641082961112262,0.16728724665008485,0.0,0.020477498043328525,0.001925211725756526,0.002702983282506466,0.13998404159210623,0.0010612391866743564,0.13878540354780852,0.0026453901547938584,0.06115995394065976,0.004168999148532748,0.05541995288804173,3.5092653706669805e-05,0.0011771607678383589,0.0002499071415513754,0.21374386693350972,0.21364929229021073,0.0006464003119617701,0.21062531764619052,0.0025362654123455286,0.001359784370288253,0.20633201142773033,0.003295237757265568,0.2012312041129917,5.1657669246196745e-06,0.00016405903734266757,7.369895465672016e-05,0.0,0.00010679461993277073,0.0,1.5334971249103545e-05,0.05790946334600448,0.0002139647025614977,0.0,3.3952204581670685e-05,8.825279288884245e-05,0.06326372238231508,5.796848880878876e-05,0.00044745520375871333,0.0006371148807858673,8.547358908485325e-06,6.132830073523171e-06,0.07285309592142565,0.00034402685285787166,0.06059967234042636,0.0,7.57771404372024e-05,0.0002037215633326327,0.0003367112067175001,0.0607037562787879,0.0002930650960491785,0.060805030761804366,0.00044548001180903964,0.011744812668064385,0.0006143246302190064,0.010888962258422551,8.356286421757434e-06,0.00020898836045402542,2.2336720730065714e-05,0.02144828906258081,0.021438773252944885,0.00010525654947511043,0.02107588813156125,0.0004911004961209854,5.641070737626811e-05,0.020654493035505293,0.0006101454158489757,0.019975382907639946,4.947850421880187e-07,5.2334133610470856e-05,1.3788376902559141e-05,0.0,2.475656958342923e-05,0.0,2.5116852699262532e-06,0.0028260751265157063,1.8382062433138518e-05,0.0
toy5,neural_output_average,none,batched,batched,cuda,1024,5,1,0,5,1.3537977071478964,0.11540922069868212,1.189752362901345,1.4913866359274834,3.715454230940442,0.325531493358816,3804.6251324830127,333.34424919942757,0.9619140625,0.0,0.6315838098526001,0.0,0.37501386718749985,0.0,,,,,,0.0002957604359835386,0.002335918042808771,0.5233148019760847,0.00036949003115296366,0.0022743999026715754,0.008749541034922004,3.7370715290308e-05,8.607939817011357e-05,0.625559894554317,0.013280174927785993,0.21811657729558648,0.0,0.01994627299718559,0.0017887636553496123,0.0025220947805792092,0.19064857568591834,0.0005306228064000607,0.18989775474183263,0.003794712061062455,0.056747070606797935,0.00509305358864367,0.050059863505885004,6.0480274260044095e-05,0.0011598790995776653,0.0005816780496388674,0.38837658390402796,0.38821708848699926,0.00028913356363773345,0.38446372337639334,0.004634419409558177,0.0013867896050214767,0.37786926655098796,0.0020836801268160343,0.37381117879413067,3.6745145916938784e-05,0.00021670782007277012,9.45214182138443e-05,0.0,0.00014240960590541362,0.0,3.858455456793308e-05,0.10428538443520666,0.00027721929363906385,0.0,0.00020095491741315961,0.0005503127138530667,0.05394833010772818,1.8021580898358718e-05,0.0005658786195662162,0.0002565059059574655,1.3053851189533828e-06,1.2965758374916077e-05,0.05024884735686707,0.00037196578081797346,0.008624828780402364,0.0,0.0008213704767599087,0.00040862258046205026,0.00016238467884822463,0.007943863856130797,0.00040410671596305566,0.008275602318920437,0.0010265984964333646,0.005428220843456037,0.0006525385158069504,0.004764013579855258,4.676443892306614e-06,0.00047096554009990355,4.7076058075991486e-05,0.043027843854286485,0.043024212760443346,1.6048717629679974e-05,0.04260089573501908,0.0014648774715773098,0.00044883679807905974,0.042540368781062154,0.00018029813075486542,0.04217502779257739,4.898138704676753e-06,7.6242312417845235e-06,6.795519309247153e-06,0.0,5.798040037252403e-06,0.0,2.158764963377795e-06,0.05440209691750036,4.574981715985214e-05,0.0
