toy,scenario,peer_rule,training_backend,resolved_training_backend,device,agent_count,epochs,seed,repeat_index,warmup_runs,repeats,run_id,epoch,policy_rule,coordination_mixer,stage,seconds
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,1,neural_policy,output_average,post_step_state_policy,4.458497278392315e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,1,neural_policy,output_average,update_payoff_ema,3.216089680790901e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,1,neural_policy,output_average,update_reputation_ema,1.7052050679922104e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,1,neural_policy,output_average,mobility_swaps,4.923297092318535e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,1,neural_policy,output_average,finalize_hook_step,1.0519986972212791e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,1,neural_policy,output_average,hooked_step_total,0.28923082002438605
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,1,neural_policy,output_average,aggregate_row,0.020660315873101354
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,1,neural_policy,output_average,write_aggregate,5.59359323233366e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,sample_revision_mask,1.2333039194345474e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,build_step_context,5.941139534115791e-06
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,build_observations,0.00025495304726064205
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,policy_readout,0.0003994670696556568
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,decision_selection,0.0011665511410683393
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,local_trainable_parameters,0.00018906896002590656
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,local_loss_forward,0.0005168700590729713
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,local_autograd_grad,0.0010620530229061842
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,local_adam_update,0.045198580948635936
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,local_optimizer_update,0.0466321490239352
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,local_loss_update,0.04729467490687966
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,local_training,0.04751294804736972
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,cache_refresh,5.068955942988396e-06
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,post_local_readout,0.0003388018812984228
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,local_step,0.050023054936900735
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,select_peers,0.02251214603893459
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,social_trainable_parameters,0.0004457850009202957
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,social_mix,0.0016955840401351452
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,social_loss_forward,0.00044069509021937847
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,social_autograd_grad,0.000977673102170229
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,social_adam_update,0.04145429516211152
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,social_optimizer_update,0.042750041000545025
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,social_loss_update,0.044964628061279655
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,social_distillation,0.04595388285815716
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,social_step,0.0459754450712353
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,sample_actions,2.1241139620542526e-06
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,commit_actions,9.428011253476143e-06
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,post_step_state_policy,4.736008122563362e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,update_payoff_ema,4.734913818538189e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,update_reputation_ema,2.7823029085993767e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,mobility_swaps,3.436487168073654e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,finalize_hook_step,1.3505108654499054e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,hooked_step_total,0.12085379613563418
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,aggregate_row,0.03009518701583147
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,2,neural_policy,output_average,write_aggregate,6.649596616625786e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,sample_revision_mask,1.8696067854762077e-05
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,build_step_context,8.446164429187775e-06
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,build_observations,0.00033831107430160046
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,policy_readout,0.0006535782013088465
toy4,neural_output_average_output_similarity,output_similarity,batched,batched,cpu,1024,3,1,0,0,2,toy4_gpu_core_neural_output_average_output_similarity_batched_1024_cpu_repeat00,3,neural_policy,output_average,decision_selection,0.0008852770552039146
