label,case,seed,mixer,peer_rule,init_mode,run_dir,final_mean_global_accuracy,final_mean_consensus,final_fragmentation_components
toy1_first_ablation_seed01,none_none_same_init,1,none,none,same_init,experiments/runs/20260429_144808_toy1_first_ablation_seed01_none_none_same_init_seed01,0.8965920042991639,0.9608641581632653,50
toy1_first_ablation_seed01,output_average_output_similarity_same_init,1,output_average,output_similarity,same_init,experiments/runs/20260429_144816_toy1_first_ablation_seed01_output_average_output_similarity_same_init_seed01,0.8978080010414123,0.9673740433673469,1
toy1_first_ablation_seed01,latent_average_state_similarity_same_init,1,latent_average,state_similarity,same_init,experiments/runs/20260429_144830_toy1_first_ablation_seed01_latent_average_state_similarity_same_init_seed01,0.8977479994297027,0.9646938775510204,1
toy1_first_ablation_seed01,parameter_average_state_similarity_same_init,1,parameter_average,state_similarity,same_init,experiments/runs/20260429_144840_toy1_first_ablation_seed01_parameter_average_state_similarity_same_init_seed01,0.9021800005435944,0.9828077168367347,1
toy1_first_ablation_seed01,parameter_average_state_similarity_independent_init,1,parameter_average,state_similarity,independent_init,experiments/runs/20260429_144848_toy1_first_ablation_seed01_parameter_average_state_similarity_independent_init_seed01,0.891972005367279,0.9494339923469388,50
