label,regime,game_family,purpose,payoff_T,payoff_R,payoff_P,payoff_S,update_rule,mixer,peer_rule,seed,initial_cooperation_probability,policy_prior_mode,policy_prior_cooperation_probability,local_update_rule,neural_peer_mode,interaction_mode,action_selection_mode,revision_rate,alpha,selection_strength,policy_temperature,payoff_transform,exploration_epsilon,learning_enabled,run_dir,final_cooperation_rate,final_mean_payoff,final_mean_policy_cooperation,final_cooperation_components,final_largest_cooperation_cluster_fraction,final_fragmentation_components
toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.7,match_p0,0.7,counterfactual_advantage,well_mixed,well_mixed_resampled,argmax,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/neural_abm_toy2_action_channel/runs/20260430_171026_620899_toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_action_argmax_r0p25_a0p0_seed01,1.0,4.0,0.9995913505554199,1,1.0,100
toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.7,match_p0,0.7,counterfactual_advantage,well_mixed,well_mixed_resampled,argmax,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/neural_abm_toy2_action_channel/runs/20260430_171030_135893_toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_action_argmax_r0p25_a0p0_seed02,1.0,4.0,0.9997517466545105,1,1.0,100
toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.7,match_p0,0.7,counterfactual_advantage,well_mixed,well_mixed_resampled,argmax,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/neural_abm_toy2_action_channel/runs/20260430_171033_586296_toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_action_argmax_r0p25_a0p0_seed03,1.0,4.0,0.9983242750167847,1,1.0,100
toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,4,0.7,match_p0,0.7,counterfactual_advantage,well_mixed,well_mixed_resampled,argmax,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/neural_abm_toy2_action_channel/runs/20260430_171037_103226_toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_action_argmax_r0p25_a0p0_seed04,1.0,4.0,0.9992995262145996,1,1.0,100
toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,5,0.7,match_p0,0.7,counterfactual_advantage,well_mixed,well_mixed_resampled,argmax,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/neural_abm_toy2_action_channel/runs/20260430_171040_574673_toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_action_argmax_r0p25_a0p0_seed05,1.0,4.0,0.9993665814399719,1,1.0,100
toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.75,match_p0,0.75,counterfactual_advantage,well_mixed,well_mixed_resampled,sampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/neural_abm_toy2_action_channel/runs/20260430_171044_544320_toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_action_sampled_r0p25_a0p0_seed01,0.51,2.3425,0.43572866916656494,4,0.4,100
toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.75,match_p0,0.75,counterfactual_advantage,well_mixed,well_mixed_resampled,sampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/neural_abm_toy2_action_channel/runs/20260430_171048_543598_toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_action_sampled_r0p25_a0p0_seed02,0.87,3.5375,0.8290541768074036,1,0.87,100
toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.75,match_p0,0.75,counterfactual_advantage,well_mixed,well_mixed_resampled,sampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/neural_abm_toy2_action_channel/runs/20260430_171052_236585_toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_action_sampled_r0p25_a0p0_seed03,0.82,3.2025,0.7606448531150818,1,0.82,100
toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,4,0.75,match_p0,0.75,counterfactual_advantage,well_mixed,well_mixed_resampled,sampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/neural_abm_toy2_action_channel/runs/20260430_171055_807076_toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_action_sampled_r0p25_a0p0_seed04,0.75,3.015,0.83896803855896,1,0.75,100
toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,5,0.75,match_p0,0.75,counterfactual_advantage,well_mixed,well_mixed_resampled,sampled,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/neural_abm_toy2_action_channel/runs/20260430_171059_647378_toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_action_sampled_r0p25_a0p0_seed05,0.75,2.8725,0.7001894116401672,1,0.75,100
toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.75,match_p0,0.75,counterfactual_advantage,well_mixed,well_mixed_resampled,argmax,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/neural_abm_toy2_action_channel/runs/20260430_171103_323013_toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_action_argmax_r0p25_a0p0_seed01,1.0,4.0,0.9995898604393005,1,1.0,100
toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.75,match_p0,0.75,counterfactual_advantage,well_mixed,well_mixed_resampled,argmax,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/neural_abm_toy2_action_channel/runs/20260430_171107_242064_toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_action_argmax_r0p25_a0p0_seed02,1.0,4.0,0.999712347984314,1,1.0,100
toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.75,match_p0,0.75,counterfactual_advantage,well_mixed,well_mixed_resampled,argmax,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/neural_abm_toy2_action_channel/runs/20260430_171110_967587_toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_action_argmax_r0p25_a0p0_seed03,1.0,4.0,0.998734712600708,1,1.0,100
toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,4,0.75,match_p0,0.75,counterfactual_advantage,well_mixed,well_mixed_resampled,argmax,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/neural_abm_toy2_action_channel/runs/20260430_171114_678145_toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_action_argmax_r0p25_a0p0_seed04,1.0,4.0,0.9994854927062988,1,1.0,100
toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,5,0.75,match_p0,0.75,counterfactual_advantage,well_mixed,well_mixed_resampled,argmax,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/neural_abm_toy2_action_channel/runs/20260430_171118_560397_toy2_stag_hunt_action_channel_gate_b_argmax_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_well_mixed_interaction_well_mixed_action_argmax_r0p25_a0p0_seed05,1.0,4.0,0.9994154572486877,1,1.0,100
