toy,scenario,training_backend,resolved_training_backend,device,agent_count,epochs,seed,warmup_runs,repeats,seconds,seconds_std,seconds_min,seconds_max,epochs_per_second,epochs_per_second_std,agent_steps_per_second,agent_steps_per_second_std,final_action_rate,final_action_rate_std,final_mean_policy_action_probability,final_mean_policy_action_probability_std,final_mean_reputation,final_mean_reputation_std,timing_make_run_dir_seconds,timing_write_metadata_seconds,timing_initial_state_seconds,timing_writer_setup_seconds,timing_initial_step_result_seconds,timing_initial_aggregate_row_seconds,timing_write_initial_aggregate_seconds,timing_sample_revision_mask_seconds,timing_hooked_step_total_seconds,timing_build_step_context_seconds,timing_local_step_seconds,timing_neural_context_peers_seconds,timing_build_observations_seconds,timing_policy_readout_seconds,timing_decision_selection_seconds,timing_local_training_seconds,timing_cache_refresh_seconds,timing_post_local_readout_seconds,timing_select_peers_seconds,timing_social_step_seconds,timing_social_distillation_seconds,timing_sample_actions_seconds,timing_commit_actions_seconds,timing_post_step_state_policy_seconds,timing_update_payoff_ema_seconds,timing_update_reputation_ema_seconds,timing_mobility_swaps_seconds,timing_finalize_hook_step_seconds,timing_aggregate_row_seconds,timing_write_aggregate_seconds,timing_write_micro_seconds,timing_make_run_dir_seconds_std,timing_write_metadata_seconds_std,timing_initial_state_seconds_std,timing_writer_setup_seconds_std,timing_initial_step_result_seconds_std,timing_initial_aggregate_row_seconds_std,timing_write_initial_aggregate_seconds_std,timing_sample_revision_mask_seconds_std,timing_hooked_step_total_seconds_std,timing_build_step_context_seconds_std,timing_local_step_seconds_std,timing_neural_context_peers_seconds_std,timing_build_observations_seconds_std,timing_policy_readout_seconds_std,timing_decision_selection_seconds_std,timing_local_training_seconds_std,timing_cache_refresh_seconds_std,timing_post_local_readout_seconds_std,timing_select_peers_seconds_std,timing_social_step_seconds_std,timing_social_distillation_seconds_std,timing_sample_actions_seconds_std,timing_commit_actions_seconds_std,timing_post_step_state_policy_seconds_std,timing_update_payoff_ema_seconds_std,timing_update_reputation_ema_seconds_std,timing_mobility_swaps_seconds_std,timing_finalize_hook_step_seconds_std,timing_aggregate_row_seconds_std,timing_write_aggregate_seconds_std,timing_write_micro_seconds_std
toy4,neural_none,loop,loop,cuda,1024,3,8,1,3,3.8653040969511494,0.1220454448860428,3.7294814289780334,3.965761440922506,0.7766584296109053,0.02484134072830035,795.298231921567,25.43753290577956,0.453125,0.0,0.44188743829727173,0.0,0.5069580078125,0.0,0.0002777346720298131,0.00255997801044335,0.6762056992932534,0.0007747773391505083,0.012658625336674353,0.04089561764461299,0.0001581072574481368,0.00015481130685657263,2.9528290789263942,5.0828016052643456e-05,2.945506266395872,0.0,0.026660405642663438,0.003632174377950529,0.016228087712079287,2.839416329322072,0.05609492934308946,0.0016813436135028799,0.00268177199177444,0.00038789228225747746,0.0,1.8979966019590695e-05,4.08183162411054e-05,0.00014152672762672106,0.0001740876662855347,9.491205370674531e-05,0.00010808068327605724,5.762430373579264e-05,0.09226537162127595,0.0003764683303112785,0.0,3.455435748868896e-05,0.00018465446698354783,0.0936320076042226,0.00021158552396505627,0.002562338352260601,0.008553745829143743,7.559972668702934e-05,5.40824743490948e-05,0.03669519922543739,1.068257159928547e-05,0.03678235047497846,0.0,0.0004986430006606921,0.0005795162352364559,0.0008371358730787901,0.030748372183366592,0.004586715527662466,0.00022395222745460287,0.00047157771134801466,9.85383407911696e-05,0.0,1.3976409801970315e-06,8.980612317259114e-06,3.522835906537447e-05,2.840684286205915e-05,2.603356783409673e-05,1.9460748144922106e-05,9.65770491824472e-06,0.015490671861155636,7.362411371466923e-05,0.0
toy4,neural_none,batched,batched,cuda,1024,3,8,1,3,2.1026621596344435,0.05977354134563621,2.0433790629031137,2.1629143609898165,1.427531487384628,0.04056956778295333,1461.7922430818592,41.54323740974421,0.453125,0.0,0.44188782572746277,0.0,0.5069580078125,0.0,0.0003395366171995799,0.0026402576671292386,0.5717484666965902,0.000666037667542696,0.010602591326460242,0.02832726971246302,0.00014903633079181114,0.00013851995269457498,1.246287396022429,4.463902829835812e-05,1.2388597305786486,0.0,0.026572889066301286,0.003619357361458242,0.016016790255283315,1.1332471657078713,0.05368629664493104,0.002427167259156704,0.0027948623755946755,0.0005665659749259552,0.0,2.145060958961646e-05,4.383071791380644e-05,0.00013502927807470164,0.0001547439799954494,8.297905636330445e-05,0.00011158769484609365,5.2464931892851986e-05,0.07774383365176618,0.00034191467178364593,0.0,3.3793104154473566e-05,0.000231685535111705,0.05412008503536279,0.00026958287036971064,0.0002204520014314372,0.004265428369462472,0.00010933868502857926,6.104614388171287e-05,0.049769486573509075,1.2105167246993998e-05,0.0504306314953256,0.0,0.0018126461538475768,0.0008188795701101037,4.2315696044216e-05,0.04419826416703822,0.00459776552597781,0.0008541854740544587,0.0010523308552149648,0.0004935289423823408,0.0,5.165597428078175e-06,1.737640334417096e-05,4.308124487406258e-05,3.680639016750576e-05,2.3595711656015896e-05,2.6573605207534656e-05,9.179457082126547e-06,0.006555448624945215,0.00012199825371760405,0.0
