label,game_family,update_rule,mixer,peer_rule,policy_prior_mode,local_update_rule,neural_peer_mode,revision_rate,selection_strength,policy_temperature,payoff_transform,learning_enabled,epoch,p0_count,cooperation_slope,policy_cooperation_slope
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,1,5,0.9880000000000008,1.0571321964263931
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,2,5,0.9320000000000004,1.1153496980667126
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,3,5,1.004000000000001,1.172384905815125
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,4,5,1.0520000000000005,1.2335993528366096
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,5,5,1.0920000000000005,1.2960417747497575
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,6,5,1.2839999999999996,1.361091756820679
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,7,5,1.2720000000000011,1.4318264484405518
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,8,5,1.2120000000000015,1.5079124331474314
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,9,5,1.3080000000000007,1.5846074461936959
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,10,5,1.4040000000000006,1.6593083739280718
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,11,5,1.4480000000000006,1.7390011906623852
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,12,5,1.5240000000000005,1.8105167388916021
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,13,5,1.4920000000000009,1.8845277786254897
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,14,5,1.516000000000001,1.9567474246025092
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,15,5,1.5960000000000003,2.0227212786674507
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,16,5,1.6960000000000017,2.0853266477584858
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,17,5,1.7320000000000015,2.142693483829499
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,18,5,1.7520000000000013,2.198514199256898
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,19,5,1.788000000000001,2.261004102230073
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,20,5,1.8960000000000017,2.3178732395172124
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,21,5,2.0280000000000014,2.37628244161606
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,22,5,2.228000000000001,2.436570620536805
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,23,5,2.2760000000000016,2.4890892505645765
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,24,5,2.3840000000000017,2.5451072335243246
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,25,5,2.420000000000001,2.594729804992677
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,26,5,2.484000000000001,2.650580030679704
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,27,5,2.5560000000000014,2.7047969996929186
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,28,5,2.5760000000000014,2.764432460069658
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,29,5,2.6840000000000015,2.8178264796733883
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,30,5,2.7440000000000024,2.865963101387026
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,31,5,2.8160000000000016,2.920680564641954
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,32,5,2.992000000000001,2.9662283539772054
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,33,5,2.924000000000002,3.0138052046298993
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,34,5,2.9240000000000017,3.0628816306591053
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,35,5,2.9560000000000026,3.1157379686832445
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,36,5,3.0440000000000023,3.1564395248889947
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,37,5,2.992000000000002,3.19284590482712
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,38,5,3.0240000000000027,3.2309176474809678
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,39,5,3.1360000000000015,3.2631355106830626
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,40,5,3.200000000000002,3.2962981939315816
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,41,5,3.2920000000000016,3.324082490801814
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,42,5,3.280000000000002,3.35674361586571
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,43,5,3.2680000000000025,3.387755763530734
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,44,5,3.3360000000000025,3.41313124895096
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,45,5,3.460000000000001,3.432753941416743
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,46,5,3.504000000000003,3.4559184491634403
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,47,5,3.4960000000000018,3.477635759115222
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,48,5,3.5600000000000027,3.5033197194337875
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,49,5,3.608000000000003,3.524509884417061
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,spatial,0.25,1.0,1.0,linear,True,50,5,3.596000000000003,3.5404251426458386
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,0,5,1.0520000000000005,0.9999996423721321
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,1,5,0.9880000000000008,1.0517655849456793
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,2,5,0.9360000000000008,1.1049911022186283
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,3,5,1.0240000000000005,1.1597257137298587
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,4,5,1.0640000000000003,1.214303755760194
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,5,5,1.1280000000000003,1.2702533245086682
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,6,5,1.2960000000000003,1.3207109451293946
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,7,5,1.272000000000001,1.3776817083358766
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,8,5,1.2480000000000004,1.4398745536804205
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,9,5,1.308,1.499227452278138
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,10,5,1.3160000000000005,1.5593667864799512
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,11,5,1.3519999999999992,1.6223563671112067
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,12,5,1.4120000000000006,1.689781737327576
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,13,5,1.448000000000001,1.7581863760948195
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,14,5,1.3720000000000006,1.8257559061050423
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,15,5,1.516,1.8994760394096382
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,16,5,1.640000000000001,1.9651355385780351
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,17,5,1.672000000000001,2.0404929161071785
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,18,5,1.6680000000000008,2.1097621798515327
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,19,5,1.848000000000001,2.1857323765754715
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,20,5,1.9200000000000015,2.2586970210075386
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,21,5,1.9920000000000015,2.3388111233711255
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,22,5,2.1840000000000015,2.4317092061042804
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,23,5,2.196000000000002,2.516564524173737
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,24,5,2.1960000000000006,2.5966005861759194
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,25,5,2.24,2.686793470382692
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,26,5,2.3160000000000007,2.7620064377784743
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,27,5,2.508000000000001,2.8516200065612813
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,28,5,2.664000000000001,2.932051134109498
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,29,5,2.7800000000000016,3.0106418073177355
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,neural_policy,none,none,match_p0,counterfactual_advantage,well_mixed,0.25,1.0,1.0,linear,True,30,5,2.8280000000000007,3.103485310077669
