label,initial_active_fraction,initial_failed_fraction,base_activation_rate,peer_activation_rate,failure_rate,overload_failure_rate,recovery_rate,max_time,graph_k,graph_rewire_probability,coordination_mixer,coordination_peer_rule,alpha,coordination_threshold,seed,epochs,run_dir,domain_final_time,domain_final_inactive_fraction,domain_final_active_fraction,domain_final_failed_fraction,domain_total_events,domain_activation_events,domain_failure_events,domain_recovery_events,domain_absorbed,final_fragmentation_components
toy8_async_sensitivity_seeds01_05,0.25,0.0,0.02,0.3,0.03,0.08,0.01,50.0,4,0.1,output_average,output_similarity,0.5,0.0,5,25,experiments/runs/20260511_194844_218720_toy8_async_sensitivity_seeds01_05_ia0p25_if0_ba0p02_pa0p3_fr0p03_of0p08_rr0p01_k4_rw0p1_output_average_output_similarity_a0p5_t0_seed05,2.2867292030005277,0.54,0.42,0.04,25,21,4,0,False,1
toy8_async_sensitivity_seeds01_05,0.25,0.0,0.02,0.3,0.03,0.08,0.05,50.0,4,0.1,output_average,output_similarity,0.0,0.0,1,25,experiments/runs/20260511_194844_351433_toy8_async_sensitivity_seeds01_05_ia0p25_if0_ba0p02_pa0p3_fr0p03_of0p08_rr0p05_k4_rw0p1_output_average_output_similarity_a0_t0_seed01,3.3455112347710263,0.58,0.37,0.05,25,18,6,1,False,1
toy8_async_sensitivity_seeds01_05,0.25,0.0,0.02,0.3,0.03,0.08,0.05,50.0,4,0.1,output_average,output_similarity,0.0,0.0,2,25,experiments/runs/20260511_194844_442044_toy8_async_sensitivity_seeds01_05_ia0p25_if0_ba0p02_pa0p3_fr0p03_of0p08_rr0p05_k4_rw0p1_output_average_output_similarity_a0_t0_seed02,2.728168043642962,0.57,0.36,0.07,25,18,7,0,False,1
toy8_async_sensitivity_seeds01_05,0.25,0.0,0.02,0.3,0.03,0.08,0.05,50.0,4,0.1,output_average,output_similarity,0.0,0.0,3,25,experiments/runs/20260511_194844_534469_toy8_async_sensitivity_seeds01_05_ia0p25_if0_ba0p02_pa0p3_fr0p03_of0p08_rr0p05_k4_rw0p1_output_average_output_similarity_a0_t0_seed03,2.690342648810007,0.55,0.4,0.05,25,20,5,0,False,1
toy8_async_sensitivity_seeds01_05,0.25,0.0,0.02,0.3,0.03,0.08,0.05,50.0,4,0.1,output_average,output_similarity,0.0,0.0,4,25,experiments/runs/20260511_194844_624245_toy8_async_sensitivity_seeds01_05_ia0p25_if0_ba0p02_pa0p3_fr0p03_of0p08_rr0p05_k4_rw0p1_output_average_output_similarity_a0_t0_seed04,2.5812336800750586,0.54,0.42,0.04,25,21,4,0,False,1
toy8_async_sensitivity_seeds01_05,0.25,0.0,0.02,0.3,0.03,0.08,0.05,50.0,4,0.1,output_average,output_similarity,0.0,0.0,5,25,experiments/runs/20260511_194844_715528_toy8_async_sensitivity_seeds01_05_ia0p25_if0_ba0p02_pa0p3_fr0p03_of0p08_rr0p05_k4_rw0p1_output_average_output_similarity_a0_t0_seed05,1.936508760110706,0.55,0.43,0.02,25,21,3,1,False,1
toy8_async_sensitivity_seeds01_05,0.25,0.0,0.02,0.3,0.03,0.08,0.05,50.0,4,0.1,output_average,output_similarity,0.25,0.0,1,25,experiments/runs/20260511_194844_808609_toy8_async_sensitivity_seeds01_05_ia0p25_if0_ba0p02_pa0p3_fr0p03_of0p08_rr0p05_k4_rw0p1_output_average_output_similarity_a0p25_t0_seed01,3.496163077955835,0.58,0.37,0.05,25,18,6,1,False,1
toy8_async_sensitivity_seeds01_05,0.25,0.0,0.02,0.3,0.03,0.08,0.05,50.0,4,0.1,output_average,output_similarity,0.25,0.0,2,25,experiments/runs/20260511_194844_942081_toy8_async_sensitivity_seeds01_05_ia0p25_if0_ba0p02_pa0p3_fr0p03_of0p08_rr0p05_k4_rw0p1_output_average_output_similarity_a0p25_t0_seed02,2.822849433392729,0.57,0.36,0.07,25,18,7,0,False,1
toy8_async_sensitivity_seeds01_05,0.25,0.0,0.02,0.3,0.03,0.08,0.05,50.0,4,0.1,output_average,output_similarity,0.25,0.0,3,25,experiments/runs/20260511_194845_075383_toy8_async_sensitivity_seeds01_05_ia0p25_if0_ba0p02_pa0p3_fr0p03_of0p08_rr0p05_k4_rw0p1_output_average_output_similarity_a0p25_t0_seed03,2.683919004379051,0.58,0.37,0.05,25,18,6,1,False,1
toy8_async_sensitivity_seeds01_05,0.25,0.0,0.02,0.3,0.03,0.08,0.05,50.0,4,0.1,output_average,output_similarity,0.25,0.0,4,25,experiments/runs/20260511_194845_216995_toy8_async_sensitivity_seeds01_05_ia0p25_if0_ba0p02_pa0p3_fr0p03_of0p08_rr0p05_k4_rw0p1_output_average_output_similarity_a0p25_t0_seed04,2.5278132465690772,0.57,0.39,0.04,25,19,5,1,False,1
toy8_async_sensitivity_seeds01_05,0.25,0.0,0.02,0.3,0.03,0.08,0.05,50.0,4,0.1,output_average,output_similarity,0.25,0.0,5,25,experiments/runs/20260511_194845_355909_toy8_async_sensitivity_seeds01_05_ia0p25_if0_ba0p02_pa0p3_fr0p03_of0p08_rr0p05_k4_rw0p1_output_average_output_similarity_a0p25_t0_seed05,2.0575994618335582,0.56,0.41,0.03,25,20,4,1,False,1
toy8_async_sensitivity_seeds01_05,0.25,0.0,0.02,0.3,0.03,0.08,0.05,50.0,4,0.1,output_average,output_similarity,0.5,0.0,1,25,experiments/runs/20260511_194845_490468_toy8_async_sensitivity_seeds01_05_ia0p25_if0_ba0p02_pa0p3_fr0p03_of0p08_rr0p05_k4_rw0p1_output_average_output_similarity_a0p5_t0_seed01,3.5171722892574295,0.56,0.38,0.06,25,19,6,0,False,1
toy8_async_sensitivity_seeds01_05,0.25,0.0,0.02,0.3,0.03,0.08,0.05,50.0,4,0.1,output_average,output_similarity,0.5,0.0,2,25,experiments/runs/20260511_194845_624970_toy8_async_sensitivity_seeds01_05_ia0p25_if0_ba0p02_pa0p3_fr0p03_of0p08_rr0p05_k4_rw0p1_output_average_output_similarity_a0p5_t0_seed02,2.805369868491208,0.58,0.34,0.08,25,17,8,0,False,1
toy8_async_sensitivity_seeds01_05,0.25,0.0,0.02,0.3,0.03,0.08,0.05,50.0,4,0.1,output_average,output_similarity,0.5,0.0,3,25,experiments/runs/20260511_194845_760980_toy8_async_sensitivity_seeds01_05_ia0p25_if0_ba0p02_pa0p3_fr0p03_of0p08_rr0p05_k4_rw0p1_output_average_output_similarity_a0p5_t0_seed03,2.8139146521959097,0.58,0.37,0.05,25,18,6,1,False,1
toy8_async_sensitivity_seeds01_05,0.25,0.0,0.02,0.3,0.03,0.08,0.05,50.0,4,0.1,output_average,output_similarity,0.5,0.0,4,25,experiments/runs/20260511_194845_897148_toy8_async_sensitivity_seeds01_05_ia0p25_if0_ba0p02_pa0p3_fr0p03_of0p08_rr0p05_k4_rw0p1_output_average_output_similarity_a0p5_t0_seed04,2.5435675426410818,0.57,0.39,0.04,25,19,5,1,False,1
toy8_async_sensitivity_seeds01_05,0.25,0.0,0.02,0.3,0.03,0.08,0.05,50.0,4,0.1,output_average,output_similarity,0.5,0.0,5,25,experiments/runs/20260511_194846_032470_toy8_async_sensitivity_seeds01_05_ia0p25_if0_ba0p02_pa0p3_fr0p03_of0p08_rr0p05_k4_rw0p1_output_average_output_similarity_a0p5_t0_seed05,2.221482571120497,0.56,0.41,0.03,25,20,4,1,False,1
