label,recovery_rate,extraction_cost,coordination_mixer,coordination_peer_rule,alpha,coordination_threshold,initial_intensity_mean,initial_intensity_std,exploration_std,seed,epochs,run_dir,domain_final_resource_fraction,domain_final_resource_level,domain_final_mean_intensity,domain_final_intensity_variance,domain_final_mean_payoff,final_fragmentation_components
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.0,0.0,0.35,0.2,0.08,2,50,experiments/runs/20260511_170607_282031_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0_t0_i0p2_e0p08_seed02,0.3042391266295946,30.423912662959463,0.43803835315243206,0.007048337641647517,0.06376191827861846,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.0,0.0,0.35,0.2,0.08,3,50,experiments/runs/20260511_170607_400042_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0_t0_i0p2_e0p08_seed03,0.305343804958607,30.534380495860702,0.43683905448775745,0.005059652789121265,0.06492384315240791,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.0,0.0,0.35,0.2,0.08,4,50,experiments/runs/20260511_170607_524398_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0_t0_i0p2_e0p08_seed04,0.30776268915212934,30.776268915212935,0.4339249132588309,0.0064056054382234705,0.06544879374837237,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.0,0.0,0.35,0.2,0.08,5,50,experiments/runs/20260511_170607_641241_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0_t0_i0p2_e0p08_seed05,0.3026976248536992,30.26976248536992,0.4293670688185523,0.007916877265477643,0.06243975436226127,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.0,0.8,0.35,0.2,0.08,1,50,experiments/runs/20260511_170607_759866_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0_t0p8_i0p2_e0p08_seed01,0.3075490437748858,30.75490437748858,0.4348973216862337,0.0054168597830238484,0.06573634122021416,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.0,0.8,0.35,0.2,0.08,2,50,experiments/runs/20260511_170607_876942_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0_t0p8_i0p2_e0p08_seed02,0.3042391266295946,30.423912662959463,0.43803835315243206,0.007048337641647517,0.06376191827861846,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.0,0.8,0.35,0.2,0.08,3,50,experiments/runs/20260511_170607_997525_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0_t0p8_i0p2_e0p08_seed03,0.305343804958607,30.534380495860702,0.43683905448775745,0.005059652789121265,0.06492384315240791,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.0,0.8,0.35,0.2,0.08,4,50,experiments/runs/20260511_170608_119790_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0_t0p8_i0p2_e0p08_seed04,0.30776268915212934,30.776268915212935,0.4339249132588309,0.0064056054382234705,0.06544879374837237,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.0,0.8,0.35,0.2,0.08,5,50,experiments/runs/20260511_170608_241226_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0_t0p8_i0p2_e0p08_seed05,0.3026976248536992,30.26976248536992,0.4293670688185523,0.007916877265477643,0.06243975436226127,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.5,0.0,0.35,0.2,0.08,1,50,experiments/runs/20260511_170608_357347_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p5_t0_i0p2_e0p08_seed01,0.3075491552340197,30.75491552340197,0.4348979880424818,0.005416924663622147,0.06573639613874051,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.5,0.0,0.35,0.2,0.08,2,50,experiments/runs/20260511_170608_518962_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p5_t0_i0p2_e0p08_seed02,0.3042400345362934,30.42400345362934,0.43803704753436334,0.007048727323350076,0.06376215512380165,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.5,0.0,0.35,0.2,0.08,3,50,experiments/runs/20260511_170608_678961_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p5_t0_i0p2_e0p08_seed03,0.30534278695533473,30.534278695533473,0.4368401562956788,0.005060113506296973,0.06492325408232583,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.5,0.0,0.35,0.2,0.08,4,50,experiments/runs/20260511_170608_841844_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p5_t0_i0p2_e0p08_seed04,0.30776253280675553,30.776253280675554,0.4339257643398494,0.006406146062556749,0.06544856772491724,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.5,0.0,0.35,0.2,0.08,5,50,experiments/runs/20260511_170609_001316_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p5_t0_i0p2_e0p08_seed05,0.3026984665191668,30.269846651916684,0.42936479098473124,0.007916013271036481,0.06244035116090597,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.5,0.8,0.35,0.2,0.08,1,50,experiments/runs/20260511_170609_164003_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p5_t0p8_i0p2_e0p08_seed01,0.3075476284667833,30.754762846678332,0.43490215598839194,0.005416931443859352,0.06573586121133886,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.5,0.8,0.35,0.2,0.08,2,50,experiments/runs/20260511_170609_322612_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p5_t0p8_i0p2_e0p08_seed02,0.30424051193103263,30.424051193103264,0.43803299318040295,0.007048720189944117,0.06376223676766272,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.5,0.8,0.35,0.2,0.08,3,50,experiments/runs/20260511_170609_491932_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p5_t0p8_i0p2_e0p08_seed03,0.30534280298811184,30.534280298811186,0.43684174709997725,0.005060115695600047,0.06492331885850686,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.5,0.8,0.35,0.2,0.08,4,50,experiments/runs/20260511_170609_649741_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p5_t0p8_i0p2_e0p08_seed04,0.3077633171063569,30.776331710635688,0.4339212243697277,0.0064061576854782705,0.06544873727783583,1
toy7_resource_sensitivity_seeds01_05,0.05,0.35,output_average,output_similarity,0.5,0.8,0.35,0.2,0.08,5,50,experiments/runs/20260511_170609_876914_toy7_resource_sensitivity_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p5_t0p8_i0p2_e0p08_seed05,0.30269961171779114,30.269961171779116,0.4293601353929944,0.007916015107338133,0.06244069231250911,1
