label,toy,scenario,seed,status,failed_checks,config_path,run_dir,policy_rule,coordination_mixer,epochs,summary_path,aggregate_rows,micro_rows
toy1_7_generalization_quick_smoke,toy1,toy1_no_social,1,pass,,experiments/configs/generated/toy1_7_generalization_quick_smoke/toy1_no_social_seed01.yaml,experiments/runs/toy1_7_generalization_quick_smoke/20260511_153714_toy1_7_generalization_quick_smoke_toy1_no_social_seed01,neural_hk,none,3,experiments/runs/toy1_7_generalization_quick_smoke/20260511_153714_toy1_7_generalization_quick_smoke_toy1_no_social_seed01/summary.json,3,150
toy1_7_generalization_quick_smoke,toy2,toy2_harsh_pd_neural_none,1,pass,,experiments/configs/generated/toy1_7_generalization_quick_smoke/toy2_harsh_pd_neural_none_seed01.yaml,experiments/runs/toy1_7_generalization_quick_smoke/20260511_153714_779992_toy1_7_generalization_quick_smoke_toy2_harsh_pd_neural_none_seed01,neural_policy,none,3,experiments/runs/toy1_7_generalization_quick_smoke/20260511_153714_779992_toy1_7_generalization_quick_smoke_toy2_harsh_pd_neural_none_seed01/summary.json,4,300
toy1_7_generalization_quick_smoke,toy3,toy3_hk_no_rewire,1,pass,,experiments/configs/generated/toy1_7_generalization_quick_smoke/toy3_hk_no_rewire_seed01.yaml,experiments/runs/toy1_7_generalization_quick_smoke/20260511_153715_035132_toy1_7_generalization_quick_smoke_toy3_hk_no_rewire_seed01,hk,none,3,experiments/runs/toy1_7_generalization_quick_smoke/20260511_153715_035132_toy1_7_generalization_quick_smoke_toy3_hk_no_rewire_seed01/summary.json,4,300
toy1_7_generalization_quick_smoke,toy4,toy4_static_imitation_none,1,pass,,experiments/configs/generated/toy1_7_generalization_quick_smoke/toy4_static_imitation_none_seed01.yaml,experiments/runs/toy1_7_generalization_quick_smoke/20260511_153715_067684_toy1_7_generalization_quick_smoke_toy4_static_imitation_none_seed01,imitation,none,3,experiments/runs/toy1_7_generalization_quick_smoke/20260511_153715_067684_toy1_7_generalization_quick_smoke_toy4_static_imitation_none_seed01/summary.json,4,300
toy1_7_generalization_quick_smoke,toy5,toy5_low_threshold_cascade,1,pass,,experiments/configs/generated/toy1_7_generalization_quick_smoke/toy5_low_threshold_cascade_seed01.yaml,experiments/runs/toy1_7_generalization_quick_smoke/20260511_153715_320358_toy1_7_generalization_quick_smoke_toy5_low_threshold_cascade_seed01,complex_threshold,none,3,experiments/runs/toy1_7_generalization_quick_smoke/20260511_153715_320358_toy1_7_generalization_quick_smoke_toy5_low_threshold_cascade_seed01/summary.json,4,300
toy1_7_generalization_quick_smoke,toy6,toy6_categorical_output_average,1,pass,,experiments/configs/generated/toy1_7_generalization_quick_smoke/toy6_categorical_output_average_seed01.yaml,experiments/runs/toy1_7_generalization_quick_smoke/20260511_153715_474168_toy1_7_generalization_quick_smoke_toy6_categorical_output_average_seed01,categorical_learning,output_average,3,experiments/runs/toy1_7_generalization_quick_smoke/20260511_153715_474168_toy1_7_generalization_quick_smoke_toy6_categorical_output_average_seed01/summary.json,3,300
toy1_7_generalization_quick_smoke,toy7,toy7_resource_output_average,1,pass,,experiments/configs/generated/toy1_7_generalization_quick_smoke/toy7_resource_output_average_seed01.yaml,experiments/runs/toy1_7_generalization_quick_smoke/20260511_153715_790894_toy1_7_generalization_quick_smoke_toy7_resource_output_average_seed01,adaptive_intensity,output_average,3,experiments/runs/toy1_7_generalization_quick_smoke/20260511_153715_790894_toy1_7_generalization_quick_smoke_toy7_resource_output_average_seed01/summary.json,3,300
