label,recovery_rate,extraction_cost,dynamic_rewire_rate,initial_price_expectation_mean,initial_conservation_norm_mean,social_harvest_gain,social_disagreement_penalty,conservation_harvest_weight,coordination_mixer,coordination_peer_rule,alpha,coordination_threshold,seed,epochs,run_dir,domain_final_resource_fraction,domain_final_resource_level,domain_final_market_price,domain_final_market_imbalance,domain_final_mean_harvest_intensity,domain_final_mean_price_expectation,domain_final_mean_conservation_norm,domain_final_mean_payoff,domain_cumulative_rewired_edge_count,final_fragmentation_components
toy10_market_social_calibration_v3_seeds01_03,0.02,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.0,0.0,1,25,experiments/runs/20260511_191721_917814_toy10_market_social_calibration_v3_seeds01_03_r0p02_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0_t0_seed01,0.31823467110269554,31.823467110269554,0.6911403604311833,0.30109682222157635,0.3623677972815805,0.6665818204643295,0.6219313979257057,-0.005329356049503522,132,1
toy10_market_social_calibration_v3_seeds01_03,0.02,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.0,0.0,2,25,experiments/runs/20260511_191722_024057_toy10_market_social_calibration_v3_seeds01_03_r0p02_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0_t0_seed02,0.31718776891152767,31.718776891152768,0.6909259803686101,0.30002462173195815,0.3636546780105237,0.6667017420032916,0.6229920358990902,-0.005875813570262003,136,1
toy10_market_social_calibration_v3_seeds01_03,0.02,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.0,0.0,3,25,experiments/runs/20260511_191722_130845_toy10_market_social_calibration_v3_seeds01_03_r0p02_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0_t0_seed03,0.318991022459425,31.8991022459425,0.6907943620669096,0.2995161522590733,0.36414514374949164,0.6666611542700375,0.6210179226413486,-0.005333097577273634,156,2
toy10_market_social_calibration_v3_seeds01_03,0.02,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.25,0.0,1,25,experiments/runs/20260511_191722_239576_toy10_market_social_calibration_v3_seeds01_03_r0p02_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0p25_t0_seed01,0.319748557132391,31.974855713239098,0.6908243460909019,0.3000017627444232,0.36329385887476157,0.6663625882934447,0.6198609245817146,-0.004960666184505185,132,1
toy10_market_social_calibration_v3_seeds01_03,0.02,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.25,0.0,2,25,experiments/runs/20260511_191722_385767_toy10_market_social_calibration_v3_seeds01_03_r0p02_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0p25_t0_seed02,0.31885442215895543,31.88544221589554,0.6905477697796097,0.2987825878844557,0.36462590334952766,0.6663877475297286,0.6207132821333118,-0.005468025054279327,136,1
toy10_market_social_calibration_v3_seeds01_03,0.02,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.25,0.0,3,25,experiments/runs/20260511_191722_529943_toy10_market_social_calibration_v3_seeds01_03_r0p02_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0p25_t0_seed03,0.320642832795359,32.0642832795359,0.690319455681764,0.29775939112329475,0.3657590404804666,0.6664283653489269,0.6187760829164559,-0.005014035670067063,158,1
toy10_market_social_calibration_v3_seeds01_03,0.02,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.5,0.0,1,25,experiments/runs/20260511_191722_670243_toy10_market_social_calibration_v3_seeds01_03_r0p02_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0p5_t0_seed01,0.320271436551001,32.0271436551001,0.6906994584092704,0.2996334694708983,0.36353089469528455,0.6662281895366121,0.6191443687146547,-0.004826585279506833,132,1
toy10_market_social_calibration_v3_seeds01_03,0.02,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.5,0.0,2,25,experiments/runs/20260511_191722_807858_toy10_market_social_calibration_v3_seeds01_03_r0p02_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0p5_t0_seed02,0.3194353281966917,31.943532819669166,0.6904125348723051,0.29837651653120284,0.36489710642681467,0.6662478939634541,0.6199155325635739,-0.005319229922181331,136,1
toy10_market_social_calibration_v3_seeds01_03,0.02,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.5,0.0,3,25,experiments/runs/20260511_191722_947743_toy10_market_social_calibration_v3_seeds01_03_r0p02_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0p5_t0_seed03,0.32123945324829556,32.123945324829556,0.6901792576195621,0.29733272887086454,0.3660515727365196,0.666288062444395,0.61795221550602,-0.004861976467824016,158,1
toy10_market_social_calibration_v3_seeds01_03,0.1,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.0,0.0,1,25,experiments/runs/20260511_191723_091848_toy10_market_social_calibration_v3_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0_t0_seed01,0.6660194111934576,66.60194111934577,0.6496288793309593,0.15283880830001934,0.49283790072379835,0.6463352677360933,0.32017275276437934,0.10786725109727695,132,1
toy10_market_social_calibration_v3_seeds01_03,0.1,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.0,0.0,2,25,experiments/runs/20260511_191723_196176_toy10_market_social_calibration_v3_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0_t0_seed02,0.6655105794304546,66.55105794304545,0.6493209119730063,0.15144380066525853,0.4943960465615078,0.6464035277173873,0.3207058616006073,0.10764331831041087,136,1
toy10_market_social_calibration_v3_seeds01_03,0.1,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.0,0.0,3,25,experiments/runs/20260511_191723_301273_toy10_market_social_calibration_v3_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0_t0_seed03,0.6660778895564912,66.60778895564911,0.6492473980498763,0.15098734595194108,0.4950149002956231,0.646523260274265,0.3199210203486277,0.1079492473080593,158,1
toy10_market_social_calibration_v3_seeds01_03,0.1,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.25,0.0,1,25,experiments/runs/20260511_191723_404979_toy10_market_social_calibration_v3_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0p25_t0_seed01,0.6659389921325075,66.59389921325075,0.6496635800187727,0.15285160486335525,0.4929511103483806,0.646425093626441,0.32006723591039027,0.1078526391651409,132,1
toy10_market_social_calibration_v3_seeds01_03,0.1,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.25,0.0,2,25,experiments/runs/20260511_191723_547962_toy10_market_social_calibration_v3_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0p25_t0_seed02,0.6654736310767094,66.54736310767095,0.6493199931074686,0.151398561577819,0.4944828492742363,0.6464179758357534,0.3205125331025877,0.10763497273902027,136,1
toy10_market_social_calibration_v3_seeds01_03,0.1,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.25,0.0,3,25,experiments/runs/20260511_191723_690254_toy10_market_social_calibration_v3_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0p25_t0_seed03,0.6659942528660874,66.59942528660874,0.6492752559713368,0.15099590379388556,0.49510921629757637,0.6465914897169089,0.31979997450816083,0.1079292792696202,158,1
toy10_market_social_calibration_v3_seeds01_03,0.1,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.5,0.0,1,25,experiments/runs/20260511_191723_830000_toy10_market_social_calibration_v3_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0p5_t0_seed01,0.6659403872283366,66.59403872283366,0.6496576842145197,0.15284404173909166,0.49294265337989557,0.6464092469819969,0.3200032220347991,0.10785036147454066,132,1
toy10_market_social_calibration_v3_seeds01_03,0.1,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.5,0.0,2,25,experiments/runs/20260511_191723_971684_toy10_market_social_calibration_v3_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0p5_t0_seed02,0.6654641778236078,66.54641778236078,0.6493192516732611,0.15139525143920002,0.4944865038146444,0.646416045921914,0.3204540360162995,0.10763074451478856,136,1
toy10_market_social_calibration_v3_seeds01_03,0.1,0.3,0.05,0.5,0.35,1.0,3.0,0.75,output_average,output_similarity,0.5,0.0,3,25,experiments/runs/20260511_191724_115880_toy10_market_social_calibration_v3_seeds01_03_r0p1_c0p3_rw0p05_p0p5_n0p35_sg1_sp3_cw0p75_output_average_output_similarity_a0p5_t0_seed03,0.6659862002540503,66.59862002540503,0.6492786487544874,0.15100124283441813,0.49511210934911304,0.6465966927748461,0.31972546506692684,0.10792698350822862,158,1
