toy,device,agent_count,training_backend,stage,repeats,epochs_per_repeat,seconds_per_run_mean,seconds_per_run_std,seconds_per_epoch_mean,seconds_per_epoch_std,share_of_steady_state_pct,share_of_hooked_step_pct
toy4,cpu,1024,tensor_batched,build_observations,3,10.0,0.0040961477207019925,0.0012356886286334489,0.00040961477207019926,0.0001235688628633449,2.0441574017415536,2.0470926209511364
toy4,cpu,1024,tensor_batched,build_step_context,3,10.0,0.00010731362272053957,3.0325001312243275e-05,1.0731362272053957e-05,3.0325001312243273e-06,0.05366425028396477,0.05374108828703156
toy4,cpu,1024,tensor_batched,cache_refresh,3,10.0,3.745100305726131e-05,6.297378439034564e-06,3.745100305726131e-06,6.297378439034563e-07,0.018953181035095027,0.018979748103286648
toy4,cpu,1024,tensor_batched,commit_actions,3,10.0,5.8919695826868214e-05,1.7062796608179174e-05,5.891969582686821e-06,1.706279660817917e-06,0.03008292781868721,0.03012470303166287
toy4,cpu,1024,tensor_batched,decision_selection,3,10.0,0.06406518064128856,0.0032008024232159783,0.006406518064128856,0.0003200802423215979,32.6803634162487,32.725173213818884
toy4,cpu,1024,tensor_batched,finalize_hook_step,3,10.0,0.00010375732866426308,1.9344843610006274e-06,1.0375732866426307e-05,1.9344843610006246e-07,0.05300879299617122,0.05308144981706737
toy4,cpu,1024,tensor_batched,hooked_step_total,3,10.0,0.19714667609271905,0.02252990371271497,0.019714667609271905,0.0022529903712714965,99.86097666401304,100.0
toy4,cpu,1024,tensor_batched,local_adam_update,3,10.0,0.03198321408126503,0.0045494257717928225,0.003198321408126503,0.00045494257717928213,16.190062697978966,16.212707235135692
toy4,cpu,1024,tensor_batched,local_autograd_grad,3,10.0,0.013550326616192857,0.001735968707060675,0.0013550326616192856,0.0001735968707060675,6.8560728479224435,6.8656438728111375
toy4,cpu,1024,tensor_batched,local_loss_forward,3,10.0,0.008356952380078534,0.001471102812348716,0.0008356952380078535,0.00014711028123487165,4.212524272609294,4.218438900001492
toy4,cpu,1024,tensor_batched,local_loss_update,3,10.0,0.05508487139983723,0.007547620972915031,0.005508487139983723,0.000754762097291503,27.865318482196503,27.904290848869778
toy4,cpu,1024,tensor_batched,local_optimizer_update,3,10.0,0.04656467738095671,0.006252523484588368,0.0046564677380956715,0.0006252523484588368,23.569726181971745,23.602669531521936
toy4,cpu,1024,tensor_batched,local_step,3,10.0,0.14647145538280407,0.01538003903131981,0.014647145538280407,0.001538003903131981,74.24719071214952,74.35042522143463
toy4,cpu,1024,tensor_batched,local_trainable_parameters,3,10.0,0.005990969754445056,0.0018143041999248125,0.0005990969754445056,0.0001814304199924812,2.997757234606509,3.0020033975755083
toy4,cpu,1024,tensor_batched,local_training,3,10.0,0.06141109465776632,0.008912060958508564,0.006141109465776632,0.0008912060958508564,31.033293017609505,31.076746691469197
toy4,cpu,1024,tensor_batched,mobility_swaps,3,10.0,0.00023362905873606601,1.3581227481215255e-05,2.3362905873606603e-05,1.3581227481215258e-06,0.11890307400263568,0.11906726983192915
toy4,cpu,1024,tensor_batched,policy_readout,3,10.0,0.009381295725082358,0.0028594345041492017,0.0009381295725082358,0.00028594345041492013,4.681256341708612,4.68798248935855
toy4,cpu,1024,tensor_batched,post_local_readout,3,10.0,0.00290416507050395,0.0002990006538259813,0.00029041650705039504,2.9900065382598127e-05,1.4724739877502797,1.474521762269965
toy4,cpu,1024,tensor_batched,post_step_state_policy,3,10.0,0.00032118001642326516,2.083816998330413e-05,3.211800164232651e-05,2.083816998330414e-06,0.16335565945167407,0.1635814854340084
toy4,cpu,1024,tensor_batched,sample_actions,3,10.0,1.1727989961703619e-05,1.4153336531959664e-06,1.172798996170362e-06,1.4153336531959662e-07,0.006001019807298635,0.006009171065549687
toy4,cpu,1024,tensor_batched,sample_revision_mask,3,10.0,0.00027895198824505013,8.830341556806414e-05,2.7895198824505013e-05,8.830341556806416e-06,0.1390233359869677,0.13922339870140535
toy4,cpu,1024,tensor_batched,select_peers,3,10.0,0.0006442835244039694,6.64628807952856e-05,6.442835244039695e-05,6.646288079528558e-06,0.3285351305393827,0.3289887064074593
toy4,cpu,1024,tensor_batched,social_adam_update,3,10.0,0.01730500627309084,0.003751539966693005,0.001730500627309084,0.0003751539966693006,8.705718943250416,8.717956077543992
toy4,cpu,1024,tensor_batched,social_autograd_grad,3,10.0,0.008199504809454083,0.0015053141259449758,0.0008199504809454083,0.00015053141259449763,4.130056562920854,4.135868562353424
toy4,cpu,1024,tensor_batched,social_distillation,3,10.0,0.04203294679367294,0.006543567128851087,0.004203294679367294,0.0006543567128851085,21.223878437357282,21.253577312759234
toy4,cpu,1024,tensor_batched,social_loss_forward,3,10.0,0.003170951269567013,0.0003346942407027479,0.00031709512695670127,3.346942407027477e-05,1.6073863358904568,1.6096225862515106
toy4,cpu,1024,tensor_batched,social_mix,3,10.0,0.004049509298056364,0.0003809957754945781,0.0004049509298056364,3.8099577549457826e-05,2.064104290827258,2.06695479306148
toy4,cpu,1024,tensor_batched,social_optimizer_update,3,10.0,0.02884706008868913,0.005362876312849315,0.002884706008868913,0.0005362876312849314,14.537462978079647,14.557856774034207
toy4,cpu,1024,tensor_batched,social_step,3,10.0,0.042154427928229175,0.006543211605009848,0.004215442792822917,0.0006543211605009848,21.28598813482097,21.31577198021449
toy4,cpu,1024,tensor_batched,steady_state_total,3,10.0,0.1974256280809641,0.022616663056700338,0.01974256280809641,0.002261666305670035,100.0,100.1392233987014
toy4,cpu,1024,tensor_batched,update_payoff_ema,3,10.0,0.0002887500838066141,2.2645477081506093e-05,2.887500838066141e-05,2.26454770815061e-06,0.1483121117493261,0.1485126871029046
toy4,cpu,1024,tensor_batched,update_reputation_ema,3,10.0,0.0001810204703360796,6.275964460352354e-06,1.810204703360796e-05,6.275964460352342e-07,0.09228611073943528,0.09241306848112328
toy4,cpu,2048,tensor_batched,build_observations,3,10.0,0.007432690743977825,0.0008097868975854594,0.0007432690743977825,8.097868975854596e-05,2.65524888059386,2.6586452936195735
toy4,cpu,2048,tensor_batched,build_step_context,3,10.0,0.00012181462564816077,1.4913641199187817e-05,1.2181462564816078e-05,1.491364119918781e-06,0.043427709037644036,0.043483188304046176
toy4,cpu,2048,tensor_batched,cache_refresh,3,10.0,3.983200682948033e-05,3.350915719968456e-06,3.983200682948033e-06,3.350915719968457e-07,0.014192225190120067,0.014210255849784179
toy4,cpu,2048,tensor_batched,commit_actions,3,10.0,4.8925207617382206e-05,2.8826173569157163e-06,4.892520761738221e-06,2.882617356915715e-07,0.017461718048842896,0.017483725552591606
toy4,cpu,2048,tensor_batched,decision_selection,3,10.0,0.11703381140250713,0.0018220801167571257,0.011703381140250713,0.00018220801167571256,41.76699221017976,41.819934849156674
toy4,cpu,2048,tensor_batched,finalize_hook_step,3,10.0,0.00010761870847394069,1.676638275423028e-05,1.0761870847394069e-05,1.6766382754230277e-06,0.03826555010938144,0.03831350483819276
toy4,cpu,2048,tensor_batched,hooked_step_total,3,10.0,0.2801474865991622,0.012911788949429416,0.02801474865991622,0.0012911788949429427,99.87364625881787,100.0
toy4,cpu,2048,tensor_batched,local_adam_update,3,10.0,0.031659563382466636,0.0029098646036404088,0.003165956338246663,0.0002909864603640409,11.28501598445878,11.299199922284862
toy4,cpu,2048,tensor_batched,local_autograd_grad,3,10.0,0.014557117751489082,0.0017714229423256612,0.0014557117751489081,0.00017714229423256616,5.181836897961091,5.1884268948216645
toy4,cpu,2048,tensor_batched,local_loss_forward,3,10.0,0.012295861612074077,0.0021318356468646733,0.0012295861612074076,0.00021318356468646733,4.370906526611976,4.376471163180232
toy4,cpu,2048,tensor_batched,local_loss_update,3,10.0,0.059686231038843594,0.00488775487474578,0.005968623103884359,0.000488775487474578,21.254851720509635,21.28171475069203
toy4,cpu,2048,tensor_batched,local_optimizer_update,3,10.0,0.04722870568123957,0.0034437222586088828,0.004722870568123956,0.00034437222586088806,16.82636589141893,16.847591201687496
toy4,cpu,2048,tensor_batched,local_step,3,10.0,0.21630324597936124,0.009008537539545771,0.021630324597936124,0.0009008537539545776,77.12479694379833,77.22245202178787
toy4,cpu,2048,tensor_batched,local_trainable_parameters,3,10.0,0.00799359125085175,0.0012946221967273853,0.0007993591250851751,0.00012946221967273852,2.8407439603350206,2.8443080919108543
toy4,cpu,2048,tensor_batched,local_training,3,10.0,0.06811897336350133,0.006180458112673268,0.0068118973363501326,0.0006180458112673265,24.25150986740003,24.282134169358326
toy4,cpu,2048,tensor_batched,mobility_swaps,3,10.0,0.00028376611104855937,2.479124273053424e-05,2.8376611104855932e-05,2.479124273053423e-06,0.10116374995746515,0.10129094272093235
toy4,cpu,2048,tensor_batched,policy_readout,3,10.0,0.012400606569523612,0.0007997155808692575,0.0012400606569523613,7.99715580869257e-05,4.418850890133042,4.424449882658917
toy4,cpu,2048,tensor_batched,post_local_readout,3,10.0,0.004011600705174108,0.0005532024136788097,0.0004011600705174109,5.532024136788097e-05,1.4273154758106348,1.4291054439631703
toy4,cpu,2048,tensor_batched,post_step_state_policy,3,10.0,0.00035408597129086655,4.3591446526006644e-05,3.540859712908666e-05,4.359144652600666e-06,0.12614590323250055,0.12630402348277406
toy4,cpu,2048,tensor_batched,sample_actions,3,10.0,9.928985188404718e-06,5.726956636842395e-07,9.928985188404718e-07,5.726956636842396e-08,0.003541645186969287,0.0035461094732225766
toy4,cpu,2048,tensor_batched,sample_revision_mask,3,10.0,0.000353897533689936,4.597767055338231e-05,3.53897533689936e-05,4.597767055338233e-06,0.12635374118213644,0.1265155937353669
