label,case,seed,mixer,peer_rule,init_mode,alpha,threshold,run_dir,final_mean_global_accuracy,final_mean_consensus,final_fragmentation_components
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_aligned_state_similarity_independent_init,2,parameter_aligned_average,aligned_state_similarity,independent_init,0.25,0.8,experiments/runs/20260429_175823_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_aligned_state_similarity_independent_init_a0p25_t0p8_seed02,0.892915997505188,0.9725940688775511,13
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_state_similarity_independent_init,3,parameter_aligned_average,state_similarity,independent_init,0.25,0.0,experiments/runs/20260429_175851_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_state_similarity_independent_init_a0p25_t0p0_seed03,0.8915040016174316,0.9833035714285714,1
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_state_similarity_independent_init,3,parameter_aligned_average,state_similarity,independent_init,0.25,0.2,experiments/runs/20260429_175903_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_state_similarity_independent_init_a0p25_t0p2_seed03,0.8901079976558686,0.9655165816326531,29
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_state_similarity_independent_init,3,parameter_aligned_average,state_similarity,independent_init,0.25,0.6,experiments/runs/20260429_175912_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_state_similarity_independent_init_a0p25_t0p6_seed03,0.8848640012741089,0.944733737244898,50
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_state_similarity_independent_init,3,parameter_aligned_average,state_similarity,independent_init,0.25,0.8,experiments/runs/20260429_175921_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_state_similarity_independent_init_a0p25_t0p8_seed03,0.8848640012741089,0.944733737244898,50
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_aligned_state_similarity_independent_init,3,parameter_aligned_average,aligned_state_similarity,independent_init,0.25,0.0,experiments/runs/20260429_175929_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_aligned_state_similarity_independent_init_a0p25_t0p0_seed03,0.8911799991130829,0.9865035076530613,1
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_aligned_state_similarity_independent_init,3,parameter_aligned_average,aligned_state_similarity,independent_init,0.25,0.2,experiments/runs/20260429_180002_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_aligned_state_similarity_independent_init_a0p25_t0p2_seed03,0.8911799991130829,0.9865035076530613,1
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_aligned_state_similarity_independent_init,3,parameter_aligned_average,aligned_state_similarity,independent_init,0.25,0.6,experiments/runs/20260429_180036_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_aligned_state_similarity_independent_init_a0p25_t0p6_seed03,0.8913839995861054,0.9860315688775511,1
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_aligned_state_similarity_independent_init,3,parameter_aligned_average,aligned_state_similarity,independent_init,0.25,0.8,experiments/runs/20260429_180109_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_aligned_state_similarity_independent_init_a0p25_t0p8_seed03,0.8896239995956421,0.9723740433673469,13
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_state_similarity_independent_init,4,parameter_aligned_average,state_similarity,independent_init,0.25,0.0,experiments/runs/20260429_180137_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_state_similarity_independent_init_a0p25_t0p0_seed04,0.8903080010414124,0.9802885841836735,1
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_state_similarity_independent_init,4,parameter_aligned_average,state_similarity,independent_init,0.25,0.2,experiments/runs/20260429_180150_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_state_similarity_independent_init_a0p25_t0p2_seed04,0.8871720016002655,0.957405931122449,24
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_state_similarity_independent_init,4,parameter_aligned_average,state_similarity,independent_init,0.25,0.6,experiments/runs/20260429_180159_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_state_similarity_independent_init_a0p25_t0p6_seed04,0.8841319966316223,0.9398150510204082,50
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_state_similarity_independent_init,4,parameter_aligned_average,state_similarity,independent_init,0.25,0.8,experiments/runs/20260429_180207_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_state_similarity_independent_init_a0p25_t0p8_seed04,0.8841319966316223,0.9398150510204082,50
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_aligned_state_similarity_independent_init,4,parameter_aligned_average,aligned_state_similarity,independent_init,0.25,0.0,experiments/runs/20260429_180215_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_aligned_state_similarity_independent_init_a0p25_t0p0_seed04,0.8903799986839295,0.9801721938775511,1
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_aligned_state_similarity_independent_init,4,parameter_aligned_average,aligned_state_similarity,independent_init,0.25,0.2,experiments/runs/20260429_180249_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_aligned_state_similarity_independent_init_a0p25_t0p2_seed04,0.8903799986839295,0.9801721938775511,1
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_aligned_state_similarity_independent_init,4,parameter_aligned_average,aligned_state_similarity,independent_init,0.25,0.6,experiments/runs/20260429_180322_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_aligned_state_similarity_independent_init_a0p25_t0p6_seed04,0.8903119945526123,0.981344068877551,1
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_aligned_state_similarity_independent_init,4,parameter_aligned_average,aligned_state_similarity,independent_init,0.25,0.8,experiments/runs/20260429_180355_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_aligned_state_similarity_independent_init_a0p25_t0p8_seed04,0.8879919981956482,0.9627232142857143,11
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_state_similarity_independent_init,5,parameter_aligned_average,state_similarity,independent_init,0.25,0.0,experiments/runs/20260429_180423_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_state_similarity_independent_init_a0p25_t0p0_seed05,0.8955199956893921,0.9832732780612244,1
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_state_similarity_independent_init,5,parameter_aligned_average,state_similarity,independent_init,0.25,0.2,experiments/runs/20260429_180436_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_state_similarity_independent_init_a0p25_t0p2_seed05,0.8924400031566619,0.9659454719387756,27
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_state_similarity_independent_init,5,parameter_aligned_average,state_similarity,independent_init,0.25,0.6,experiments/runs/20260429_180445_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_state_similarity_independent_init_a0p25_t0p6_seed05,0.8897160017490386,0.953389668367347,50
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_state_similarity_independent_init,5,parameter_aligned_average,state_similarity,independent_init,0.25,0.8,experiments/runs/20260429_180453_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_state_similarity_independent_init_a0p25_t0p8_seed05,0.8897160017490386,0.953389668367347,50
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_aligned_state_similarity_independent_init,5,parameter_aligned_average,aligned_state_similarity,independent_init,0.25,0.0,experiments/runs/20260429_180501_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_aligned_state_similarity_independent_init_a0p25_t0p0_seed05,0.8954240047931671,0.9856186224489796,1
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_aligned_state_similarity_independent_init,5,parameter_aligned_average,aligned_state_similarity,independent_init,0.25,0.2,experiments/runs/20260429_180535_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_aligned_state_similarity_independent_init_a0p25_t0p2_seed05,0.8954240047931671,0.9856186224489796,1
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_aligned_state_similarity_independent_init,5,parameter_aligned_average,aligned_state_similarity,independent_init,0.25,0.6,experiments/runs/20260429_180609_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_aligned_state_similarity_independent_init_a0p25_t0p6_seed05,0.8951560008525848,0.9869515306122449,1
toy1_param_alignment_diagnostic_seeds01_05,parameter_aligned_average_aligned_state_similarity_independent_init,5,parameter_aligned_average,aligned_state_similarity,independent_init,0.25,0.8,experiments/runs/20260429_180642_toy1_param_alignment_diagnostic_seeds01_05_parameter_aligned_average_aligned_state_similarity_independent_init_a0p25_t0p8_seed05,0.8937440025806427,0.9768223852040816,5
