label,game_family,update_rule,mixer,peer_rule,policy_prior_mode,local_update_rule,revision_rate,selection_strength,policy_temperature,payoff_transform,learning_enabled,epoch,p0_count,cooperation_slope,policy_cooperation_slope
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,2.0,1.0,linear,True,40,5,1.733333333333335,1.7235538760821036
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,2.0,1.0,linear,True,41,5,1.7133333333333345,1.7169222036997485
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,2.0,1.0,linear,True,42,5,1.7466666666666677,1.70955530802409
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,2.0,1.0,linear,True,43,5,1.7200000000000024,1.7263487974802665
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,2.0,1.0,linear,True,44,5,1.726666666666668,1.7395563125610367
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,2.0,1.0,linear,True,45,5,1.8200000000000005,1.7667484283447283
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,2.0,1.0,linear,True,46,5,1.8533333333333344,1.857209026813509
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,2.0,1.0,linear,True,47,5,1.9133333333333347,1.8349962234497081
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,2.0,1.0,linear,True,48,5,1.873333333333334,1.8818723360697445
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,2.0,1.0,linear,True,49,5,1.8800000000000014,1.8706541856129972
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,2.0,1.0,linear,True,50,5,1.8466666666666678,1.8905670046806349
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,0,5,1.1000000000000005,1.0999999046325692
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,1,5,1.080000000000001,1.1115074157714844
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,2,5,1.0133333333333334,1.0462135871251421
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,3,5,1.033333333333333,1.0110874176025388
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,4,5,1.0466666666666675,1.1258124907811498
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,5,5,1.0266666666666675,1.040827751159668
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,6,5,1.0600000000000005,1.0475873152414963
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,7,5,1.1266666666666663,1.1177226305007943
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,8,5,1.1400000000000006,1.1265769203503937
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,9,5,1.2333333333333343,1.196324427922567
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,10,5,1.253333333333334,1.2660326560338346
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,11,5,1.3466666666666667,1.3186397155125944
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,12,5,1.393333333333335,1.3907234668731703
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,13,5,1.440000000000002,1.426919877529146
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,14,5,1.520000000000001,1.5413322448730482
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,15,5,1.480000000000002,1.5210863550504066
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,16,5,1.4866666666666681,1.453756531079611
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,17,5,1.573333333333335,1.5339213013648991
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,18,5,1.5733333333333344,1.5912620027860012
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,19,5,1.6466666666666687,1.6682255665461234
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,20,5,1.6466666666666683,1.6767788132031771
toy2_stag_hunt_counterfactual_strength_gate_seed01_03,stag_hunt,fermi_imitation,none,none,default,sampled_policy_gradient,0.1,4.0,1.0,linear,True,21,5,1.6666666666666687,1.697547892729443
