label,recovery_rate,extraction_cost,coordination_mixer,coordination_peer_rule,alpha,seed,epochs,run_dir,domain_final_resource_fraction,domain_final_resource_level,domain_final_mean_intensity,domain_final_intensity_variance,domain_final_mean_payoff,final_fragmentation_components
toy7_resource_sweep_seeds01_05,0.05,0.35,output_average,output_similarity,0.0,1,25,experiments/runs/20260511_164145_607729_toy7_resource_sweep_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0_seed01,0.2853137304202531,28.53137304202531,0.43040827309236784,0.0005203387793047783,0.05719159485319036,1
toy7_resource_sweep_seeds01_05,0.05,0.35,output_average,output_similarity,0.0,2,25,experiments/runs/20260511_164145_686691_toy7_resource_sweep_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0_seed02,0.28466598967838436,28.466598967838436,0.43374937177941797,0.0004677981866319205,0.056974428453033646,1
toy7_resource_sweep_seeds01_05,0.05,0.35,output_average,output_similarity,0.0,3,25,experiments/runs/20260511_164145_747955_toy7_resource_sweep_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0_seed03,0.28526863244326,28.526863244325998,0.43523496241175735,0.0003257083306311099,0.0573240995479138,1
toy7_resource_sweep_seeds01_05,0.05,0.35,output_average,output_similarity,0.0,4,25,experiments/runs/20260511_164145_903478_toy7_resource_sweep_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0_seed04,0.2847426878432979,28.47426878432979,0.4332327908516816,0.0003803413209846969,0.05703144937072906,1
toy7_resource_sweep_seeds01_05,0.05,0.35,output_average,output_similarity,0.0,5,25,experiments/runs/20260511_164145_963505_toy7_resource_sweep_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0_seed05,0.2844684943825437,28.446849438254368,0.43221996332923696,0.00047473142751940626,0.05685637518673861,1
toy7_resource_sweep_seeds01_05,0.05,0.35,output_average,output_similarity,0.25,1,25,experiments/runs/20260511_164146_025491_toy7_resource_sweep_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p25_seed01,0.28531398931484003,28.531398931484006,0.430394999538179,0.000520121800463442,0.05719153713462906,1
toy7_resource_sweep_seeds01_05,0.05,0.35,output_average,output_similarity,0.25,2,25,experiments/runs/20260511_164146_106538_toy7_resource_sweep_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p25_seed02,0.2846643181309137,28.46643181309137,0.4337664727470669,0.0004690854910041152,0.056973495818343774,1
toy7_resource_sweep_seeds01_05,0.05,0.35,output_average,output_similarity,0.25,3,25,experiments/runs/20260511_164146_187547_toy7_resource_sweep_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p25_seed03,0.2852694417272674,28.526944172726743,0.4352275752917436,0.00032506771364777007,0.05732457417799417,1
toy7_resource_sweep_seeds01_05,0.05,0.35,output_average,output_similarity,0.25,4,25,experiments/runs/20260511_164146_268009_toy7_resource_sweep_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p25_seed04,0.28474316396784227,28.47431639678423,0.43322807825640275,0.0003808865636908231,0.057031396484505746,1
toy7_resource_sweep_seeds01_05,0.05,0.35,output_average,output_similarity,0.25,5,25,experiments/runs/20260511_164146_349017_toy7_resource_sweep_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p25_seed05,0.28446946659866656,28.446946659866658,0.432238700844335,0.00047485549400766154,0.05685709348983755,1
toy7_resource_sweep_seeds01_05,0.05,0.35,output_average,output_similarity,0.5,1,25,experiments/runs/20260511_164146_428730_toy7_resource_sweep_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p5_seed01,0.2853150336125568,28.531503361255677,0.4303929984525861,0.0005201697238094179,0.057191955633966646,1
toy7_resource_sweep_seeds01_05,0.05,0.35,output_average,output_similarity,0.5,2,25,experiments/runs/20260511_164146_508650_toy7_resource_sweep_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p5_seed02,0.28466270994081255,28.466270994081256,0.43376660333383915,0.00046902577058591694,0.05697278457269148,1
toy7_resource_sweep_seeds01_05,0.05,0.35,output_average,output_similarity,0.5,3,25,experiments/runs/20260511_164146_590005_toy7_resource_sweep_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p5_seed03,0.28527048731245236,28.527048731245237,0.435227619248926,0.00032509561624074964,0.057325044146808946,1
toy7_resource_sweep_seeds01_05,0.05,0.35,output_average,output_similarity,0.5,4,25,experiments/runs/20260511_164146_670332_toy7_resource_sweep_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p5_seed04,0.2847436760740159,28.47436760740159,0.43322767215937596,0.000380855538200036,0.05703163405500998,1
toy7_resource_sweep_seeds01_05,0.05,0.35,output_average,output_similarity,0.5,5,25,experiments/runs/20260511_164146_750028_toy7_resource_sweep_seeds01_05_r0p05_c0p35_output_average_output_similarity_a0p5_seed05,0.2844677537643684,28.44677537643684,0.4322428465184997,0.0004749434240113553,0.05685635402937436,1
toy7_resource_sweep_seeds01_05,0.05,0.5,none,none,0.0,1,25,experiments/runs/20260511_164146_831245_toy7_resource_sweep_seeds01_05_r0p05_c0p5_none_none_a0_seed01,0.37982839697640314,37.982839697640316,0.4024175441116368,0.0005204197515832466,0.07212134903476618,100
toy7_resource_sweep_seeds01_05,0.05,0.5,none,none,0.0,2,25,experiments/runs/20260511_164146_870904_toy7_resource_sweep_seeds01_05_r0p05_c0p5_none_none_a0_seed02,0.3791667347091854,37.91667347091854,0.4057905242845141,0.00046768554654576944,0.07190267487200827,100
toy7_resource_sweep_seeds01_05,0.05,0.5,none,none,0.0,3,25,experiments/runs/20260511_164146_911541_toy7_resource_sweep_seeds01_05_r0p05_c0p5_none_none_a0_seed03,0.37983244976835023,37.983244976835024,0.4070865938694068,0.00032571579256932497,0.07226995056167612,100
toy7_resource_sweep_seeds01_05,0.05,0.5,none,none,0.0,4,25,experiments/runs/20260511_164146_951882_toy7_resource_sweep_seeds01_05_r0p05_c0p5_none_none_a0_seed04,0.37933408902311816,37.93340890231182,0.40525732351819627,0.00038038217393499186,0.07201277696154314,100
toy7_resource_sweep_seeds01_05,0.05,0.5,none,none,0.0,5,25,experiments/runs/20260511_164146_991358_toy7_resource_sweep_seeds01_05_r0p05_c0p5_none_none_a0_seed05,0.37921085491769935,37.92108549176994,0.40443694062619906,0.00047479974430275526,0.07190489655030478,100
toy7_resource_sweep_seeds01_05,0.05,0.5,output_average,output_similarity,0.0,1,25,experiments/runs/20260511_164147_031455_toy7_resource_sweep_seeds01_05_r0p05_c0p5_output_average_output_similarity_a0_seed01,0.37982839697640314,37.982839697640316,0.4024175441116368,0.0005204197515832466,0.07212134903476618,1
toy7_resource_sweep_seeds01_05,0.05,0.5,output_average,output_similarity,0.0,2,25,experiments/runs/20260511_164147_091280_toy7_resource_sweep_seeds01_05_r0p05_c0p5_output_average_output_similarity_a0_seed02,0.3791667347091854,37.91667347091854,0.4057905242845141,0.00046768554654576944,0.07190267487200827,1
toy7_resource_sweep_seeds01_05,0.05,0.5,output_average,output_similarity,0.0,3,25,experiments/runs/20260511_164147_150184_toy7_resource_sweep_seeds01_05_r0p05_c0p5_output_average_output_similarity_a0_seed03,0.37983244976835023,37.983244976835024,0.4070865938694068,0.00032571579256932497,0.07226995056167612,1
toy7_resource_sweep_seeds01_05,0.05,0.5,output_average,output_similarity,0.0,4,25,experiments/runs/20260511_164147_209616_toy7_resource_sweep_seeds01_05_r0p05_c0p5_output_average_output_similarity_a0_seed04,0.37933408902311816,37.93340890231182,0.40525732351819627,0.00038038217393499186,0.07201277696154314,1
toy7_resource_sweep_seeds01_05,0.05,0.5,output_average,output_similarity,0.0,5,25,experiments/runs/20260511_164147_268310_toy7_resource_sweep_seeds01_05_r0p05_c0p5_output_average_output_similarity_a0_seed05,0.37921085491769935,37.92108549176994,0.40443694062619906,0.00047479974430275526,0.07190489655030478,1
toy7_resource_sweep_seeds01_05,0.05,0.5,output_average,output_similarity,0.25,1,25,experiments/runs/20260511_164147_328648_toy7_resource_sweep_seeds01_05_r0p05_c0p5_output_average_output_similarity_a0p25_seed01,0.37982256302708656,37.982256302708656,0.40240168549082705,0.0005201733638170193,0.07211880201608104,1
toy7_resource_sweep_seeds01_05,0.05,0.5,output_average,output_similarity,0.25,2,25,experiments/runs/20260511_164147_411020_toy7_resource_sweep_seeds01_05_r0p05_c0p5_output_average_output_similarity_a0p25_seed02,0.3791735028761331,37.91735028761331,0.40581192131866045,0.00046905097130012436,0.07190507665439397,1
toy7_resource_sweep_seeds01_05,0.05,0.5,output_average,output_similarity,0.25,3,25,experiments/runs/20260511_164147_493108_toy7_resource_sweep_seeds01_05_r0p05_c0p5_output_average_output_similarity_a0p25_seed03,0.3798297073169365,37.98297073169365,0.40707767349847834,0.00032507050934848695,0.07226902070552968,1
toy7_resource_sweep_seeds01_05,0.05,0.5,output_average,output_similarity,0.25,4,25,experiments/runs/20260511_164147_574019_toy7_resource_sweep_seeds01_05_r0p05_c0p5_output_average_output_similarity_a0p25_seed04,0.37933226346479,37.933226346478996,0.4052515879287536,0.00038089929414631264,0.07201168421120066,1
toy7_resource_sweep_seeds01_05,0.05,0.5,output_average,output_similarity,0.25,5,25,experiments/runs/20260511_164147_654609_toy7_resource_sweep_seeds01_05_r0p05_c0p5_output_average_output_similarity_a0p25_seed05,0.3792200701417624,37.92200701417624,0.40445836392483747,0.00047492318301968635,0.07190897685269937,1
toy7_resource_sweep_seeds01_05,0.05,0.5,output_average,output_similarity,0.5,1,25,experiments/runs/20260511_164147_734728_toy7_resource_sweep_seeds01_05_r0p05_c0p5_output_average_output_similarity_a0p5_seed01,0.37982241232937836,37.98224123293784,0.40239881548243767,0.0005202030834672727,0.07211868729378511,1
toy7_resource_sweep_seeds01_05,0.05,0.5,output_average,output_similarity,0.5,2,25,experiments/runs/20260511_164147_816053_toy7_resource_sweep_seeds01_05_r0p05_c0p5_output_average_output_similarity_a0p5_seed02,0.3791725853552792,37.91725853552792,0.40581306969554953,0.0004690160174317395,0.07190471256605761,1
toy7_resource_sweep_seeds01_05,0.05,0.5,output_average,output_similarity,0.5,3,25,experiments/runs/20260511_164147_896972_toy7_resource_sweep_seeds01_05_r0p05_c0p5_output_average_output_similarity_a0p5_seed03,0.3798302363210854,37.98302363210854,0.4070769037807982,0.0003251059641457376,0.07226922298227527,1
toy7_resource_sweep_seeds01_05,0.05,0.5,output_average,output_similarity,0.5,4,25,experiments/runs/20260511_164147_978721_toy7_resource_sweep_seeds01_05_r0p05_c0p5_output_average_output_similarity_a0p5_seed04,0.37933236956947475,37.933236956947475,0.4052507790850447,0.00038085816114111535,0.07201174222057093,1
toy7_resource_sweep_seeds01_05,0.05,0.5,output_average,output_similarity,0.5,5,25,experiments/runs/20260511_164148_060731_toy7_resource_sweep_seeds01_05_r0p05_c0p5_output_average_output_similarity_a0p5_seed05,0.37922101565411576,37.92210156541157,0.4044645832905031,0.00047500125193571775,0.07190940384577509,1
toy7_resource_sweep_seeds01_05,0.1,0.25,none,none,0.0,1,25,experiments/runs/20260511_164148_143462_toy7_resource_sweep_seeds01_05_r0p1_c0p25_none_none_a0_seed01,0.3725534847835765,37.255348478357654,0.7676106219967673,0.0005202810149478265,0.13740011893157342,100
toy7_resource_sweep_seeds01_05,0.1,0.25,none,none,0.0,2,25,experiments/runs/20260511_164148_183264_toy7_resource_sweep_seeds01_05_r0p1_c0p25_none_none_a0_seed02,0.37192706161811934,37.192706161811934,0.770807227127622,0.00046784972380138867,0.1370524776190046,100
toy7_resource_sweep_seeds01_05,0.1,0.25,none,none,0.0,3,25,experiments/runs/20260511_164148_222165_toy7_resource_sweep_seeds01_05_r0p1_c0p25_none_none_a0_seed03,0.37231522841483583,37.23152284148358,0.7722714718744932,0.0003257505172490098,0.13749946731784402,100
toy7_resource_sweep_seeds01_05,0.1,0.25,none,none,0.0,4,25,experiments/runs/20260511_164148_261339_toy7_resource_sweep_seeds01_05_r0p1_c0p25_none_none_a0_seed04,0.37190077859995696,37.1900778599957,0.7701262283972232,0.0003803349575201228,0.1370151740494868,100
toy7_resource_sweep_seeds01_05,0.1,0.25,none,none,0.0,5,25,experiments/runs/20260511_164148_301295_toy7_resource_sweep_seeds01_05_r0p1_c0p25_none_none_a0_seed05,0.3716965631359718,37.16965631359718,0.7690223846206133,0.00047467940470254674,0.13675733215899297,100
toy7_resource_sweep_seeds01_05,0.1,0.25,output_average,output_similarity,0.0,1,25,experiments/runs/20260511_164148_341078_toy7_resource_sweep_seeds01_05_r0p1_c0p25_output_average_output_similarity_a0_seed01,0.3725534847835765,37.255348478357654,0.7676106219967673,0.0005202810149478265,0.13740011893157342,1
toy7_resource_sweep_seeds01_05,0.1,0.25,output_average,output_similarity,0.0,2,25,experiments/runs/20260511_164148_400143_toy7_resource_sweep_seeds01_05_r0p1_c0p25_output_average_output_similarity_a0_seed02,0.37192706161811934,37.192706161811934,0.770807227127622,0.00046784972380138867,0.1370524776190046,1
toy7_resource_sweep_seeds01_05,0.1,0.25,output_average,output_similarity,0.0,3,25,experiments/runs/20260511_164148_459350_toy7_resource_sweep_seeds01_05_r0p1_c0p25_output_average_output_similarity_a0_seed03,0.37231522841483583,37.23152284148358,0.7722714718744932,0.0003257505172490098,0.13749946731784402,1
toy7_resource_sweep_seeds01_05,0.1,0.25,output_average,output_similarity,0.0,4,25,experiments/runs/20260511_164148_518258_toy7_resource_sweep_seeds01_05_r0p1_c0p25_output_average_output_similarity_a0_seed04,0.37190077859995696,37.1900778599957,0.7701262283972232,0.0003803349575201228,0.1370151740494868,1
toy7_resource_sweep_seeds01_05,0.1,0.25,output_average,output_similarity,0.0,5,25,experiments/runs/20260511_164148_578609_toy7_resource_sweep_seeds01_05_r0p1_c0p25_output_average_output_similarity_a0_seed05,0.3716965631359718,37.16965631359718,0.7690223846206133,0.00047467940470254674,0.13675733215899297,1
toy7_resource_sweep_seeds01_05,0.1,0.25,output_average,output_similarity,0.25,1,25,experiments/runs/20260511_164148_638513_toy7_resource_sweep_seeds01_05_r0p1_c0p25_output_average_output_similarity_a0p25_seed01,0.37255571385013736,37.25557138501374,0.7675971460214742,0.0005200856902683706,0.13740132100972816,1
toy7_resource_sweep_seeds01_05,0.1,0.25,output_average,output_similarity,0.25,2,25,experiments/runs/20260511_164148_720013_toy7_resource_sweep_seeds01_05_r0p1_c0p25_output_average_output_similarity_a0p25_seed02,0.371923445781472,37.1923445781472,0.7708263486438639,0.00046911930976682893,0.13705009145773955,1
toy7_resource_sweep_seeds01_05,0.1,0.25,output_average,output_similarity,0.25,3,25,experiments/runs/20260511_164148_800425_toy7_resource_sweep_seeds01_05_r0p1_c0p25_output_average_output_similarity_a0p25_seed03,0.3723168665917895,37.23168665917895,0.7722649718177438,0.0003250330032379795,0.13750070311917806,1
toy7_resource_sweep_seeds01_05,0.1,0.25,output_average,output_similarity,0.25,4,25,experiments/runs/20260511_164148_883193_toy7_resource_sweep_seeds01_05_r0p1_c0p25_output_average_output_similarity_a0p25_seed04,0.3719017746333803,37.19017746333803,0.7701212498781317,0.00038089854373827577,0.13701561680321192,1
toy7_resource_sweep_seeds01_05,0.1,0.25,output_average,output_similarity,0.25,5,25,experiments/runs/20260511_164148_964943_toy7_resource_sweep_seeds01_05_r0p1_c0p25_output_average_output_similarity_a0p25_seed05,0.37169393658305405,37.1693936583054,0.7690403185688187,0.00047480803120865834,0.13675602561809333,1
toy7_resource_sweep_seeds01_05,0.1,0.25,output_average,output_similarity,0.5,1,25,experiments/runs/20260511_164149_047518_toy7_resource_sweep_seeds01_05_r0p1_c0p25_output_average_output_similarity_a0p5_seed01,0.3725564951617107,37.25564951617107,0.7675941772834024,0.0005201467362237798,0.13740180734037777,1
toy7_resource_sweep_seeds01_05,0.1,0.25,output_average,output_similarity,0.5,2,25,experiments/runs/20260511_164149_128651_toy7_resource_sweep_seeds01_05_r0p1_c0p25_output_average_output_similarity_a0p5_seed02,0.3719226929235364,37.19226929235364,0.7708282235034916,0.00046904112197398013,0.13704956699156257,1
toy7_resource_sweep_seeds01_05,0.1,0.25,output_average,output_similarity,0.5,3,25,experiments/runs/20260511_164149_209593_toy7_resource_sweep_seeds01_05_r0p1_c0p25_output_average_output_similarity_a0p5_seed03,0.37231738745777926,37.231738745777925,0.7722642267401711,0.0003250641389011593,0.13750110223984055,1
toy7_resource_sweep_seeds01_05,0.1,0.25,output_average,output_similarity,0.5,4,25,experiments/runs/20260511_164149_290707_toy7_resource_sweep_seeds01_05_r0p1_c0p25_output_average_output_similarity_a0p5_seed04,0.37190211890367864,37.19021189036786,0.7701204245191263,0.0003808712946053222,0.1370158736650494,1
toy7_resource_sweep_seeds01_05,0.1,0.25,output_average,output_similarity,0.5,5,25,experiments/runs/20260511_164149_371251_toy7_resource_sweep_seeds01_05_r0p1_c0p25_output_average_output_similarity_a0p5_seed05,0.37169238093270734,37.169238093270735,0.76904572076702,0.00047490594315481344,0.1367549639919248,1
toy7_resource_sweep_seeds01_05,0.1,0.35,none,none,0.0,1,25,experiments/runs/20260511_164149_452926_toy7_resource_sweep_seeds01_05_r0p1_c0p35_none_none_a0_seed01,0.45872856486483593,45.87285648648359,0.6626796984274185,0.000520495665468808,0.1492880567899574,100
toy7_resource_sweep_seeds01_05,0.1,0.35,none,none,0.0,2,25,experiments/runs/20260511_164149_492802_toy7_resource_sweep_seeds01_05_r0p1_c0p35_none_none_a0_seed02,0.45809387547094166,45.80938754709417,0.6660204983194555,0.0004676203558121377,0.1490094272128025,100
toy7_resource_sweep_seeds01_05,0.1,0.35,none,none,0.0,3,25,experiments/runs/20260511_164149_532597_toy7_resource_sweep_seeds01_05_r0p1_c0p35_none_none_a0_seed03,0.4585620212751077,45.85620212751077,0.6673999540181619,0.0003257392885084834,0.14947481606586266,100
toy7_resource_sweep_seeds01_05,0.1,0.35,none,none,0.0,4,25,experiments/runs/20260511_164149_572373_toy7_resource_sweep_seeds01_05_r0p1_c0p35_none_none_a0_seed04,0.45812145946746957,45.81214594674696,0.6653690575141152,0.0003803698487583024,0.14902762836138184,100
toy7_resource_sweep_seeds01_05,0.1,0.35,none,none,0.0,5,25,experiments/runs/20260511_164149_612542_toy7_resource_sweep_seeds01_05_r0p1_c0p35_none_none_a0_seed05,0.4579067458156923,45.79067458156923,0.6641998683282411,0.0004748620043330858,0.14877676401966972,100
toy7_resource_sweep_seeds01_05,0.1,0.35,output_average,output_similarity,0.0,1,25,experiments/runs/20260511_164149_652280_toy7_resource_sweep_seeds01_05_r0p1_c0p35_output_average_output_similarity_a0_seed01,0.45872856486483593,45.87285648648359,0.6626796984274185,0.000520495665468808,0.1492880567899574,1
toy7_resource_sweep_seeds01_05,0.1,0.35,output_average,output_similarity,0.0,2,25,experiments/runs/20260511_164149_712649_toy7_resource_sweep_seeds01_05_r0p1_c0p35_output_average_output_similarity_a0_seed02,0.45809387547094166,45.80938754709417,0.6660204983194555,0.0004676203558121377,0.1490094272128025,1
toy7_resource_sweep_seeds01_05,0.1,0.35,output_average,output_similarity,0.0,3,25,experiments/runs/20260511_164149_771557_toy7_resource_sweep_seeds01_05_r0p1_c0p35_output_average_output_similarity_a0_seed03,0.4585620212751077,45.85620212751077,0.6673999540181619,0.0003257392885084834,0.14947481606586266,1
toy7_resource_sweep_seeds01_05,0.1,0.35,output_average,output_similarity,0.0,4,25,experiments/runs/20260511_164149_831844_toy7_resource_sweep_seeds01_05_r0p1_c0p35_output_average_output_similarity_a0_seed04,0.45812145946746957,45.81214594674696,0.6653690575141152,0.0003803698487583024,0.14902762836138184,1
toy7_resource_sweep_seeds01_05,0.1,0.35,output_average,output_similarity,0.0,5,25,experiments/runs/20260511_164149_891658_toy7_resource_sweep_seeds01_05_r0p1_c0p35_output_average_output_similarity_a0_seed05,0.4579067458156923,45.79067458156923,0.6641998683282411,0.0004748620043330858,0.14877676401966972,1
toy7_resource_sweep_seeds01_05,0.1,0.35,output_average,output_similarity,0.25,1,25,experiments/runs/20260511_164149_951853_toy7_resource_sweep_seeds01_05_r0p1_c0p35_output_average_output_similarity_a0p25_seed01,0.45872994518227017,45.87299451822702,0.662673602829059,0.0005202190399871425,0.14928884978410573,1
toy7_resource_sweep_seeds01_05,0.1,0.35,output_average,output_similarity,0.25,2,25,experiments/runs/20260511_164150_033121_toy7_resource_sweep_seeds01_05_r0p1_c0p35_output_average_output_similarity_a0p25_seed02,0.4580913720522659,45.80913720522659,0.6660283886695875,0.0004690152551586649,0.14900748145370307,1
toy7_resource_sweep_seeds01_05,0.1,0.35,output_average,output_similarity,0.25,3,25,experiments/runs/20260511_164150_113699_toy7_resource_sweep_seeds01_05_r0p1_c0p35_output_average_output_similarity_a0p25_seed03,0.45856313717828995,45.856313717828996,0.6673965704213807,0.00032508140855781563,0.1494757050769157,1
toy7_resource_sweep_seeds01_05,0.1,0.35,output_average,output_similarity,0.25,4,25,experiments/runs/20260511_164150_192852_toy7_resource_sweep_seeds01_05_r0p1_c0p35_output_average_output_similarity_a0p25_seed04,0.4581220891469017,45.812208914690174,0.665366802363502,0.00038088878713066974,0.14902779849657605,1
toy7_resource_sweep_seeds01_05,0.1,0.35,output_average,output_similarity,0.25,5,25,experiments/runs/20260511_164150_271668_toy7_resource_sweep_seeds01_05_r0p1_c0p35_output_average_output_similarity_a0p25_seed05,0.4579056872527243,45.79056872527243,0.6642089178746521,0.00047498061829656066,0.14877640109917933,1
toy7_resource_sweep_seeds01_05,0.1,0.35,output_average,output_similarity,0.5,1,25,experiments/runs/20260511_164150_352177_toy7_resource_sweep_seeds01_05_r0p1_c0p35_output_average_output_similarity_a0p5_seed01,0.4587307127610245,45.87307127610245,0.6626729417370533,0.000520229316320773,0.14928937663353734,1
toy7_resource_sweep_seeds01_05,0.1,0.35,output_average,output_similarity,0.5,2,25,experiments/runs/20260511_164150_432291_toy7_resource_sweep_seeds01_05_r0p1_c0p35_output_average_output_similarity_a0p5_seed02,0.458090471053642,45.8090471053642,0.6660280855948861,0.00046899833157623965,0.14900680543655806,1
toy7_resource_sweep_seeds01_05,0.1,0.35,output_average,output_similarity,0.5,3,25,experiments/runs/20260511_164150_512544_toy7_resource_sweep_seeds01_05_r0p1_c0p35_output_average_output_similarity_a0p5_seed03,0.4585637487350297,45.85637487350297,0.6673968702621242,0.0003251227690701579,0.14947615905619105,1
toy7_resource_sweep_seeds01_05,0.1,0.35,output_average,output_similarity,0.5,4,25,experiments/runs/20260511_164150_595776_toy7_resource_sweep_seeds01_05_r0p1_c0p35_output_average_output_similarity_a0p5_seed04,0.4581224147376497,45.81224147376497,0.6653666748288083,0.00038084607311818333,0.1490280477211401,1
toy7_resource_sweep_seeds01_05,0.1,0.35,output_average,output_similarity,0.5,5,25,experiments/runs/20260511_164150_678436_toy7_resource_sweep_seeds01_05_r0p1_c0p35_output_average_output_similarity_a0p5_seed05,0.4579042289167672,45.79042289167672,0.6642104377044372,0.00047504326307859995,0.1487753801240645,1
toy7_resource_sweep_seeds01_05,0.1,0.5,none,none,0.0,1,25,experiments/runs/20260511_164150_759670_toy7_resource_sweep_seeds01_05_r0p1_c0p5_none_none_a0_seed01,0.5520302390811513,55.203023908115135,0.5583729145714296,0.0005205854925509789,0.15200940362169693,100
toy7_resource_sweep_seeds01_05,0.1,0.5,none,none,0.0,2,25,experiments/runs/20260511_164150_799659_toy7_resource_sweep_seeds01_05_r0p1_c0p5_none_none_a0_seed02,0.5513924571804665,55.139245718046645,0.5617724436854704,0.00046750596145030127,0.1517797811217771,100
toy7_resource_sweep_seeds01_05,0.1,0.5,none,none,0.0,3,25,experiments/runs/20260511_164150_839653_toy7_resource_sweep_seeds01_05_r0p1_c0p5_none_none_a0_seed03,0.5519158259319,55.19158259319,0.5629972070247978,0.00032574253480062855,0.15222599697305178,100
toy7_resource_sweep_seeds01_05,0.1,0.5,none,none,0.0,4,25,experiments/runs/20260511_164150_881624_toy7_resource_sweep_seeds01_05_r0p1_c0p5_none_none_a0_seed04,0.5514729069962676,55.147290699626765,0.561119808979306,0.0003804075687294321,0.151847439018255,100
toy7_resource_sweep_seeds01_05,0.1,0.5,none,none,0.0,5,25,experiments/runs/20260511_164150_922353_toy7_resource_sweep_seeds01_05_r0p1_c0p5_none_none_a0_seed05,0.5513015243704563,55.13015243704563,0.5600760728598017,0.0004749396363797234,0.15165103986039438,100
toy7_resource_sweep_seeds01_05,0.1,0.5,output_average,output_similarity,0.0,1,25,experiments/runs/20260511_164150_962397_toy7_resource_sweep_seeds01_05_r0p1_c0p5_output_average_output_similarity_a0_seed01,0.5520302390811513,55.203023908115135,0.5583729145714296,0.0005205854925509789,0.15200940362169693,1
toy7_resource_sweep_seeds01_05,0.1,0.5,output_average,output_similarity,0.0,2,25,experiments/runs/20260511_164151_023906_toy7_resource_sweep_seeds01_05_r0p1_c0p5_output_average_output_similarity_a0_seed02,0.5513924571804665,55.139245718046645,0.5617724436854704,0.00046750596145030127,0.1517797811217771,1
toy7_resource_sweep_seeds01_05,0.1,0.5,output_average,output_similarity,0.0,3,25,experiments/runs/20260511_164151_084161_toy7_resource_sweep_seeds01_05_r0p1_c0p5_output_average_output_similarity_a0_seed03,0.5519158259319,55.19158259319,0.5629972070247978,0.00032574253480062855,0.15222599697305178,1
toy7_resource_sweep_seeds01_05,0.1,0.5,output_average,output_similarity,0.0,4,25,experiments/runs/20260511_164151_144552_toy7_resource_sweep_seeds01_05_r0p1_c0p5_output_average_output_similarity_a0_seed04,0.5514729069962676,55.147290699626765,0.561119808979306,0.0003804075687294321,0.151847439018255,1
toy7_resource_sweep_seeds01_05,0.1,0.5,output_average,output_similarity,0.0,5,25,experiments/runs/20260511_164151_203499_toy7_resource_sweep_seeds01_05_r0p1_c0p5_output_average_output_similarity_a0_seed05,0.5513015243704563,55.13015243704563,0.5600760728598017,0.0004749396363797234,0.15165103986039438,1
toy7_resource_sweep_seeds01_05,0.1,0.5,output_average,output_similarity,0.25,1,25,experiments/runs/20260511_164151_263274_toy7_resource_sweep_seeds01_05_r0p1_c0p5_output_average_output_similarity_a0p25_seed01,0.5520291973534247,55.20291973534247,0.5583658121760269,0.0005202753985938793,0.15200860589063048,1
toy7_resource_sweep_seeds01_05,0.1,0.5,output_average,output_similarity,0.25,2,25,experiments/runs/20260511_164151_345449_toy7_resource_sweep_seeds01_05_r0p1_c0p5_output_average_output_similarity_a0p25_seed02,0.5513932419953601,55.139324199536006,0.5617819728203011,0.0004689757881854034,0.15177991384049977,1
toy7_resource_sweep_seeds01_05,0.1,0.5,output_average,output_similarity,0.25,3,25,experiments/runs/20260511_164151_427300_toy7_resource_sweep_seeds01_05_r0p1_c0p5_output_average_output_similarity_a0p25_seed03,0.5519154611287046,55.19154611287046,0.5629932283690489,0.0003250912486684919,0.152225938365285,1
toy7_resource_sweep_seeds01_05,0.1,0.5,output_average,output_similarity,0.25,4,25,experiments/runs/20260511_164151_510419_toy7_resource_sweep_seeds01_05_r0p1_c0p5_output_average_output_similarity_a0p25_seed04,0.5514725834415564,55.14725834415563,0.5611172264132658,0.00038089783787630826,0.15184688815284278,1
toy7_resource_sweep_seeds01_05,0.1,0.5,output_average,output_similarity,0.25,5,25,experiments/runs/20260511_164151_590505_toy7_resource_sweep_seeds01_05_r0p1_c0p5_output_average_output_similarity_a0p25_seed05,0.5513039545878712,55.13039545878711,0.5600861391409738,0.00047505444325858883,0.15165290688811792,1
toy7_resource_sweep_seeds01_05,0.1,0.5,output_average,output_similarity,0.5,1,25,experiments/runs/20260511_164151_670563_toy7_resource_sweep_seeds01_05_r0p1_c0p5_output_average_output_similarity_a0p5_seed01,0.552029610521285,55.202961052128494,0.5583649276164049,0.0005202652369961455,0.1520088291305263,1
