toy,scenario,device,agent_count,epochs,seed,seconds,epochs_per_second,agent_steps_per_second,final_action_rate,final_mean_policy_action_probability,final_mean_reputation,timing_make_run_dir_seconds,timing_write_metadata_seconds,timing_initial_state_seconds,timing_writer_setup_seconds,timing_initial_step_result_seconds,timing_initial_aggregate_row_seconds,timing_write_initial_aggregate_seconds,timing_sample_revision_mask_seconds,timing_hooked_step_total_seconds,timing_build_step_context_seconds,timing_local_step_seconds,timing_neural_context_peers_seconds,timing_build_observations_seconds,timing_policy_readout_seconds,timing_decision_selection_seconds,timing_local_training_seconds,timing_cache_refresh_seconds,timing_post_local_readout_seconds,timing_select_peers_seconds,timing_social_step_seconds,timing_social_distillation_seconds,timing_sample_actions_seconds,timing_commit_actions_seconds,timing_post_step_state_policy_seconds,timing_update_payoff_ema_seconds,timing_update_reputation_ema_seconds,timing_mobility_swaps_seconds,timing_finalize_hook_step_seconds,timing_aggregate_row_seconds,timing_write_aggregate_seconds,timing_write_micro_seconds
toy4,neural_none,cuda,256,3,4,1.2940299781039357,2.318338872176454,593.4947512771722,0.48046875,0.44246500730514526,0.45125390625,0.00033990596421062946,0.002816346939653158,0.15358963795006275,0.000960887991823256,0.005646128905937076,0.003951465943828225,0.00016984296962618828,9.993999265134335e-05,1.095998827018775,4.878290928900242e-05,1.0899160949047655,0.0,0.006995987030677497,0.0013438960304483771,0.004940117825753987,1.05729864211753,0.015700304065831006,0.0018293801695108414,0.001565597951412201,0.0004919361090287566,0.0,2.938613761216402e-05,7.963110692799091e-05,0.00014888308942317963,9.796698577702045e-05,5.994399543851614e-05,0.00011365697719156742,5.6086922995746136e-05,0.00825065397657454,0.00026687688659876585,0.0
toy4,neural_output_average,cpu,256,3,4,1.0890129780163988,2.754788106808792,705.2257553430508,0.4453125,0.40976130962371826,0.44668359375,0.0002237549051642418,0.002273975987918675,0.10869057406671345,0.000697807059623301,0.005131451063789427,0.005271797999739647,0.0001333440886810422,0.00010236480738967657,0.9367606240557507,3.695010673254728e-05,0.49650413705967367,0.0,0.00851321395020932,0.0036148250801488757,0.005815570941194892,0.45657263207249343,0.01811446703504771,0.002453426131978631,0.0021177978487685323,0.43152497813571244,0.43125405302271247,8.394941687583923e-06,3.5539036616683006e-05,0.00017164787277579308,0.00012625101953744888,7.122510578483343e-05,0.00013739196583628654,5.668599624186754e-05,0.016472875140607357,0.00034670019522309303,0.0
toy4,neural_output_average,cuda,256,3,4,2.756301505956799,1.0884150349722375,278.6342489528928,0.4453125,0.40976130962371826,0.44668359375,0.0008394969627261162,0.0032125600846484303,0.5692410429473966,0.00206761306617409,0.010388060007244349,0.0074423960177227855,8.173496462404728e-05,0.00013671116903424263,2.1082771479850635,7.955089677125216e-05,1.0818686599377543,0.0,0.00750696798786521,0.0021439901320263743,0.0052614579908549786,1.0434212470427155,0.020053674932569265,0.0016713180812075734,0.0036252769641578197,1.0152365659596398,1.0149147050688043,2.9175076633691788e-05,5.210808012634516e-05,0.00020384788513183594,0.00014673988334834576,8.942082058638334e-05,0.00013977591879665852,7.4993004091084e-05,0.022716891136951745,0.000500250025652349,0.0
toy4,neural_none,cpu,512,3,4,1.3722936989506707,2.1861209464810347,1119.2939245982898,0.45703125,0.44234588742256165,0.4623046875,0.00032858492340892553,0.0031364760361611843,0.23322031600400805,0.0011007030261680484,0.0108630929607898,0.009765435010194778,0.0001715170219540596,0.00018742599058896303,1.0312112548854202,6.61949161440134e-05,1.02448466909118,0.0,0.013945214916020632,0.006618900923058391,0.011280086124315858,0.9397365170298144,0.0477554879616946,0.0031843181932345033,0.0019918089965358377,0.00010262499563395977,0.0,5.689915269613266e-06,5.881302058696747e-05,0.0004754540277644992,0.00015945301856845617,6.0044112615287304e-05,9.280489757657051e-05,3.537698648869991e-05,0.05018793395720422,0.0005547360051423311,0.0
toy4,neural_none,cuda,512,3,4,4.027504003955983,0.7448782166456631,381.3776469225795,0.45703125,0.44234585762023926,0.4623046875,0.0006927578942850232,0.0033696999307721853,0.3752309799892828,0.0014652980025857687,0.01106633001472801,0.01390768401324749,9.477999992668629e-05,0.0001924559473991394,3.4676082759397104,5.4614851251244545e-05,3.4570624551270157,0.0,0.015086454921402037,0.003446265938691795,0.01052664197050035,3.3659634040668607,0.05201411806046963,0.006117116077803075,0.0032909000292420387,0.0006237180205062032,0.0,4.359299782663584e-05,6.286101415753365e-05,0.00020160293206572533,0.00020542205311357975,0.0001128750154748559,0.0001583920093253255,8.325802627950907e-05,0.06776624114718288,0.0005450970493257046,0.0
toy4,neural_output_average,cpu,512,3,4,2.9393376499647275,1.0206381019329305,522.5667081896604,0.443359375,0.40707895159721375,0.45988281249999996,0.0005937700625509024,0.003361554001457989,0.6163813220337033,0.0008322329958900809,0.007276240969076753,0.013618744094856083,8.647504728287458e-05,0.0001850408734753728,2.1616683549946174,8.275802247226238e-05,1.1629795600892976,0.0,0.013613153831101954,0.0026709510711953044,0.010637694038450718,1.0794181540841237,0.048492270056158304,0.006026162067428231,0.004402965074405074,0.9841583359520882,0.9837778219953179,0.00015063711907714605,4.436494782567024e-05,0.00021153187844902277,0.00017137604299932718,0.00010096095502376556,0.00011954805813729763,5.086709279567003e-05,0.06020437891129404,0.0005634709959849715,0.0
toy4,neural_output_average,cuda,512,3,4,5.315314515028149,0.5644068646395259,288.9763146954373,0.443359375,0.40707892179489136,0.45988281249999996,0.0008082869462668896,0.0034464659402146935,0.3714943239465356,0.0014792430447414517,0.01114038098603487,0.027192544075660408,0.00024755101185292006,0.0001916040200740099,4.763174878899008,7.374107372015715e-05,2.6341953690862283,0.0,0.018849684041924775,0.00964500498957932,0.010097395977936685,2.5434335368918255,0.045090378960594535,0.003942349110729992,0.004156596143729985,2.1153520070947707,2.115074138971977,2.7273083105683327e-05,5.655805580317974e-05,0.00025555596221238375,0.0003348869504407048,0.00019330705981701612,0.00022564898245036602,7.957103662192822e-05,0.06412854208610952,0.00048004393465816975,0.0
toy5,neural_none,cpu,100,3,4,0.3227972269523889,9.293760136429196,929.3760136429197,0.83,0.5238407254219055,0.22555999999999998,0.0005632119718939066,0.004160743905231357,0.06256181106436998,0.002784717013128102,0.003911120002157986,0.004278347943909466,0.00011838495265692472,0.00011466688010841608,0.22268901695497334,0.0017166250618174672,0.2159525330644101,0.0,0.003053428023122251,0.0045301460195332766,0.0007889411645010114,0.19378385390155017,0.009423183975741267,0.002530983998440206,0.000935640069656074,9.0352026745677e-05,0.0,2.345070242881775e-06,0.0002647021319717169,0.00011908600572496653,0.0,8.956086821854115e-05,0.0,2.2912980057299137e-05,0.005311914021149278,0.00027269800193607807,0.0
toy5,neural_none,cuda,100,3,4,0.46754237194545567,6.416530736063394,641.6530736063395,0.83,0.5238407254219055,0.22555999999999998,0.0003472610842436552,0.002484495984390378,0.058610706008039415,0.00043397501576691866,0.0007222540443763137,0.0011143989395350218,8.103495929390192e-05,6.192806176841259e-05,0.3889821380143985,0.0010086389956995845,0.3834951320895925,0.0,0.0017200319562107325,0.0010459499899297953,0.0005968949990347028,0.3710287510184571,0.006117725977674127,0.0012601279886439443,0.0010266939643770456,0.0002617680002003908,0.0,2.261390909552574e-05,0.00024335284251719713,8.306908421218395e-05,0.0,8.582510054111481e-05,0.0,2.860487438738346e-05,0.004892927128821611,0.0002536219544708729,0.0
toy5,neural_output_average,cpu,100,3,4,0.5188034579623491,5.782536631083361,578.2536631083361,0.83,0.539014995098114,0.22645999999999997,0.0005741319619119167,0.0023141619749367237,0.042004929040558636,0.0006231049774214625,0.0009751749457791448,0.0020375860622152686,5.115708336234093e-05,8.919904939830303e-05,0.4499058851506561,0.0014061429537832737,0.2241843609372154,0.0,0.002163895987905562,0.002670360030606389,0.001033445936627686,0.2050629600416869,0.0073831039480865,0.0034077317686751485,0.0011179669527336955,0.21585836191661656,0.21543829597067088,1.1532916687428951e-05,0.0003880180884152651,0.00015922298189252615,0.0,0.00015593587886542082,0.0,2.8282986022531986e-05,0.008444623090326786,0.0003994799917563796,0.0
